TIMESTAMP,ETNA_OPEN_PRICE_USD,ETNA_HIGH_PRICE_USD,ETNA_LOW_PRICE_USD,ETNA_CLOSE_PRICE_USD,ETNA_VOLUME_USD,ETNA_DIVIDENDS_USD,ETNA_STOCK_SPLITS_USD
2021-03-26 00:00:00+00:00,0.2305459976196289,0.31021198630332947,0.17741799354553223,0.29393601417541504,2797258,0.0,0.0
2021-03-27 00:00:00+00:00,0.2939949929714203,0.2954869866371155,0.2323720008134842,0.2413569986820221,1630733,0.0,0.0
2021-03-28 00:00:00+00:00,0.24133999645709991,0.28954100608825684,0.21959300339221954,0.2887269854545593,1476337,0.0,0.0
2021-03-29 00:00:00+00:00,0.2892099916934967,0.3022260069847107,0.26099100708961487,0.2677620053291321,1051766,0.0,0.0
2021-03-30 00:00:00+00:00,0.2677539885044098,0.28750500082969666,0.2268970012664795,0.24709999561309814,844819,0.0,0.0
2021-03-31 00:00:00+00:00,0.24703800678253174,0.2724109888076782,0.21528400480747223,0.26502999663352966,772383,0.0,0.0
2021-04-01 00:00:00+00:00,0.26535600423812866,0.32810598611831665,0.25007200241088867,0.3101089894771576,822855,0.0,0.0
2021-04-02 00:00:00+00:00,0.3100759983062744,0.3200779855251312,0.22099900245666504,0.22100000083446503,796595,0.0,0.0
2021-04-03 00:00:00+00:00,0.22098299860954285,0.2529340088367462,0.20052799582481384,0.23034100234508514,928660,0.0,0.0
2021-04-04 00:00:00+00:00,0.23031699657440186,0.452551007270813,0.2261659950017929,0.2876049876213074,893948,0.0,0.0
2021-04-05 00:00:00+00:00,0.28763100504875183,0.3551500141620636,0.2622080147266388,0.3059230148792267,984096,0.0,0.0
2021-04-06 00:00:00+00:00,0.30594199895858765,0.3905870020389557,0.28710299730300903,0.3619070053100586,738647,0.0,0.0
2021-04-07 00:00:00+00:00,0.3619470000267029,0.4964599907398224,0.32545700669288635,0.370730996131897,812611,0.0,0.0
2021-04-08 00:00:00+00:00,0.3707369863986969,0.6002359986305237,0.33847498893737793,0.5080549716949463,1211021,0.0,0.0
2021-04-09 00:00:00+00:00,0.5080469846725464,0.5111629962921143,0.38548699021339417,0.44488200545310974,1790352,0.0,0.0
2021-04-10 00:00:00+00:00,0.4448780119419098,0.4856100082397461,0.09942299872636795,0.4187769889831543,2214018,0.0,0.0
2021-04-11 00:00:00+00:00,0.41878199577331543,0.7013270258903503,0.3594000041484833,0.4944019913673401,974561,0.0,0.0
2021-04-12 00:00:00+00:00,0.49434301257133484,0.5601969957351685,0.4408720135688782,0.47584599256515503,930540,0.0,0.0
2021-04-13 00:00:00+00:00,0.4758639931678772,0.5139780044555664,0.3997040092945099,0.4581199884414673,1259679,0.0,0.0
2021-04-14 00:00:00+00:00,0.4581179916858673,0.6175469756126404,0.38077300786972046,0.4514879882335663,1269834,0.0,0.0
