TIMESTAMP,VELAAI_OPEN_PRICE_USD,VELAAI_HIGH_PRICE_USD,VELAAI_LOW_PRICE_USD,VELAAI_CLOSE_PRICE_USD,VELAAI_VOLUME_USD,VELAAI_DIVIDENDS_USD,VELAAI_STOCK_SPLITS_USD
2025-05-16 00:00:00+00:00,0.8467260003089905,1.3721519708633423,0.6949970126152039,1.1023989915847778,57824057,0.0,0.0
2025-05-17 00:00:00+00:00,1.1073060035705566,1.1492830514907837,0.28126299381256104,0.2856009900569916,79097587,0.0,0.0
2025-05-18 00:00:00+00:00,0.2850109934806824,0.4186440110206604,0.2726849913597107,0.29652300477027893,61052813,0.0,0.0
2025-05-19 00:00:00+00:00,0.29652100801467896,0.2999899983406067,0.15970000624656677,0.1667499989271164,7600056,0.0,0.0
2025-05-20 00:00:00+00:00,0.16646599769592285,0.24337099492549896,0.09005499631166458,0.18426300585269928,17890146,0.0,0.0
2025-05-21 00:00:00+00:00,0.18426300585269928,0.1904119998216629,0.12178400158882141,0.13311199843883514,18810211,0.0,0.0
2025-05-22 00:00:00+00:00,0.13313700258731842,0.156808003783226,0.10118699818849564,0.10895899683237076,2289776,0.0,0.0
2025-05-23 00:00:00+00:00,0.10895899683237076,0.11044300347566605,0.07192599773406982,0.081277996301651,2311653,0.0,0.0
2025-05-24 00:00:00+00:00,0.08126900345087051,0.12526999413967133,0.03707300126552582,0.041338998824357986,3700722,0.0,0.0
2025-05-25 00:00:00+00:00,0.04135600104928017,0.05593999847769737,0.03217000141739845,0.03574400022625923,1780417,0.0,0.0
2025-05-26 00:00:00+00:00,0.03574400022625923,0.03830000013113022,0.02602599933743477,0.027584999799728394,1216663,0.0,0.0
2025-05-27 00:00:00+00:00,0.027605999261140823,0.02918500080704689,0.0187120009213686,0.021942000836133957,1416531,0.0,0.0
2025-05-28 00:00:00+00:00,0.021987000480294228,0.021988000720739365,0.012044999748468399,0.01268799975514412,1289795,0.0,0.0
2025-05-29 00:00:00+00:00,0.01270699966698885,0.0593469999730587,0.010882999747991562,0.04337900131940842,7466187,0.0,0.0
2025-05-30 00:00:00+00:00,0.04258500039577484,0.04420800134539604,0.027929000556468964,0.03637799993157387,3797406,0.0,0.0
2025-05-31 00:00:00+00:00,0.036306001245975494,0.03819999843835831,0.026590999215841293,0.028560999780893326,1236346,0.0,0.0
2025-06-01 00:00:00+00:00,0.028561053797602654,0.029109973460435867,0.023366745561361313,0.025438206270337105,727597,0.0,0.0
