TIMESTAMP,CCC30597_OPEN_PRICE_USD,CCC30597_HIGH_PRICE_USD,CCC30597_LOW_PRICE_USD,CCC30597_CLOSE_PRICE_USD,CCC30597_VOLUME_USD,CCC30597_DIVIDENDS_USD,CCC30597_STOCK_SPLITS_USD
2024-04-12 00:00:00+00:00,,,,0.0,682920,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,455156,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,410849,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,419565,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,155328,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,124593,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,125545,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,128233,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,117922,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,220060,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,354357,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,185105,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,203626,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,115435,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,66052,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,76827,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,131070,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,111465,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,124764,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,38182,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,40396,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,159842,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,138919,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,107865,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,51714,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,48208,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,65256,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,87347,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,43113,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,22357,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,36327,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,94575,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,20867,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,42129,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,16180,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,26444,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,16750,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,6405,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,17996,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,26846,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,15356,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,33880,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,16660,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,4374,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,69037,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,35303,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,38993,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,34782,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,13269,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,11279,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,20732,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,115550,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,47961,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,10812,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,15983,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,53176,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,25790,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,39357,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,14809,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,17428,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,9312,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,7913,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,8745,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,5574,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,9156,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,11964,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,5899,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,5903,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,5548,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,8438,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,2597,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,2478,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,11812,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,17797,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,11449,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,14267,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,11393,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,7538,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,1436,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,932,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,1230,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,11600,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,1491,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,442,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,440,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,1325,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,814,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,172,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,379,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,525,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,1437,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,589,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,787,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,576,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,355,0.0,0.0
