TIMESTAMP,CVXFXS_OPEN_PRICE_USD,CVXFXS_HIGH_PRICE_USD,CVXFXS_LOW_PRICE_USD,CVXFXS_CLOSE_PRICE_USD,CVXFXS_VOLUME_USD,CVXFXS_DIVIDENDS_USD,CVXFXS_STOCK_SPLITS_USD
2023-02-13 00:00:00+00:00,8.447057723999023,9.321763038635254,8.12364673614502,8.553157806396484,1232559,0.0,0.0
2023-02-14 00:00:00+00:00,8.552390098571777,8.946223258972168,8.348444938659668,8.732085227966309,578496,0.0,0.0
2023-02-15 00:00:00+00:00,8.728397369384766,9.911516189575195,8.526688575744629,9.854750633239746,610878,0.0,0.0
2023-02-16 00:00:00+00:00,9.856040954589844,10.045583724975586,8.785313606262207,8.808595657348633,539936,0.0,0.0
2023-02-17 00:00:00+00:00,8.8171968460083,9.842903137207031,8.78033447265625,9.521600723266602,631219,0.0,0.0
2023-02-18 00:00:00+00:00,9.521600723266602,10.200389862060547,9.464264869689941,9.728448867797852,386681,0.0,0.0
2023-02-19 00:00:00+00:00,9.730233192443848,9.837104797363281,9.097628593444824,9.129444122314453,349662,0.0,0.0
2023-02-20 00:00:00+00:00,9.129444122314453,9.492802619934082,9.003965377807617,9.242345809936523,402865,0.0,0.0
2023-02-21 00:00:00+00:00,9.242268562316895,9.62592601776123,8.63845443725586,8.758076667785645,498617,0.0,0.0
2023-02-22 00:00:00+00:00,8.748761177062988,9.132819175720215,8.369834899902344,9.068463325500488,489286,0.0,0.0
2023-02-23 00:00:00+00:00,9.072123527526855,9.857168197631836,9.050517082214355,9.40861701965332,607559,0.0,0.0
2023-02-24 00:00:00+00:00,9.40861701965332,9.428194046020508,8.603004455566406,8.697361946105957,189166,0.0,0.0
2023-02-25 00:00:00+00:00,8.697497367858887,9.063465118408203,8.370695114135742,8.725666046142578,379119,0.0,0.0
2023-02-26 00:00:00+00:00,8.725495338439941,9.131858825683594,8.694931983947754,9.007574081420898,110073,0.0,0.0
2023-02-27 00:00:00+00:00,9.007308006286621,9.605548858642578,8.772238731384277,9.50028133392334,360516,0.0,0.0
2023-02-28 00:00:00+00:00,9.504606246948242,9.931941986083984,9.10908031463623,9.811893463134766,457808,0.0,0.0
2023-03-01 00:00:00+00:00,9.81298828125,10.432979583740234,9.802331924438477,10.425004005432129,236015,0.0,0.0
2023-03-02 00:00:00+00:00,10.425004005432129,10.437163352966309,9.495427131652832,9.55270767211914,412539,0.0,0.0
2023-03-03 00:00:00+00:00,9.552030563354492,9.553576469421387,8.591700553894043,8.681131362915039,255843,0.0,0.0
2023-03-04 00:00:00+00:00,8.681549072265625,8.8464937210083,8.118480682373047,8.261246681213379,148559,0.0,0.0
2023-03-05 00:00:00+00:00,8.261226654052734,8.592453002929688,8.261226654052734,8.323657035827637,89863,0.0,0.0
2023-03-06 00:00:00+00:00,8.323067665100098,8.523089408874512,8.162558555603027,8.374828338623047,98912,0.0,0.0
2023-03-07 00:00:00+00:00,8.37581729888916,8.513960838317871,7.88781213760376,8.050217628479004,186526,0.0,0.0
2023-03-08 00:00:00+00:00,8.05104923248291,8.071492195129395,7.694585800170898,7.712462902069092,102701,0.0,0.0
2023-03-09 00:00:00+00:00,7.716998100280762,7.741826057434082,7.055169105529785,7.226394176483154,1035877,0.0,0.0
2023-03-10 00:00:00+00:00,7.22769021987915,7.400666236877441,6.755171775817871,6.77945613861084,318507,0.0,0.0
2023-03-11 00:00:00+00:00,6.773795127868652,7.001258850097656,5.826004981994629,6.616957187652588,527487,0.0,0.0
2023-03-12 00:00:00+00:00,6.608161926269531,7.502316951751709,6.297310829162598,7.48483419418335,306932,0.0,0.0
