TIMESTAMP,SC_OPEN_PRICE_USDT,SC_HIGH_PRICE_USDT,SC_LOW_PRICE_USDT,SC_CLOSE_PRICE_USDT,SC_FIRST_TRADE_PRICE_USDT,SC_HIGH_TRADE_PRICE_USDT,SC_LOW_TRADE_PRICE_USDT,SC_LAST_TRADE_PRICE_USDT,SC_TOTAL_TRADE_COUNT,SC_TOTAL_TRADES_BUY,SC_TOTAL_TRADES_SELL,SC_VOLUME_USDT,SC_QUOTE_VOLUME,SC_VOLUME_BUY,SC_QUOTE_VOLUME_BUY,SC_VOLUME_SELL,SC_QUOTE_VOLUME_SELL
2020-07-22,0.003288,0.003319,0.003227,0.003298,0.003288,0.003319,0.003227,0.003298,2186,1145,1041,109373217,359256.895447,48965063,161129.521519,60408154,198127.373928
2020-07-23,0.003298,0.003312,0.0032,0.003241,0.003298,0.003312,0.0032,0.003241,2583,1179,1404,78652269,255987.914872,35411672,115486.371437,43240597,140501.543435
2020-07-24,0.003241,0.00327,0.003019,0.003146,0.003241,0.00327,0.003019,0.003146,3586,1713,1873,140111265,442328.904223,52360345,165114.011492,87750920,277214.892731
2020-07-25,0.003146,0.00329,0.003085,0.003141,0.003158,0.00329,0.003085,0.003141,3392,1696,1696,97168025,308995.238649,43323149,137959.820855,53844876,171035.417794
2020-07-26,0.003141,0.003197,0.003087,0.003136,0.003151,0.003197,0.003087,0.003136,2018,1021,997,57609957,180328.184207,25332526,79470.208524,32277431,100857.975683
2020-07-27,0.003136,0.0037,0.002882,0.003076,0.00312,0.0037,0.002882,0.003076,4577,2374,2203,203362697,621585.577159,106234026,330800.398746,97128671,290785.178413
2020-07-28,0.003076,0.003152,0.00289,0.00309,0.003048,0.003152,0.00289,0.00309,3319,1608,1711,191896174,577833.631746,76065305,228874.445817,115830869,348959.185929
2020-07-29,0.00309,0.003349,0.003002,0.003185,0.00309,0.003349,0.003002,0.003185,3654,1770,1884,158517406,504041.421993,72208021,229494.578647,86309385,274546.843346
2020-07-30,0.003185,0.003247,0.00306,0.003148,0.003161,0.003247,0.00306,0.003148,2540,1352,1188,98023891,308890.857003,47592772,150214.867011,50431119,158675.989992
2020-07-31,0.003148,0.003195,0.002999,0.003032,0.003165,0.003195,0.002999,0.003032,2734,1241,1493,111979472,344489.613576,45391814,140327.635401,66587658,204161.978175
2020-08-01,0.003032,0.00332,0.003002,0.003288,0.003038,0.00332,0.003002,0.003288,4656,2428,2228,238033234,755513.142237,115094149,365392.933988,122939085,390120.208249
2020-08-02,0.003288,0.003369,0.003009,0.003158,0.00329,0.003369,0.003009,0.003158,3808,1649,2159,143628375,460184.767894,66426195,213689.842772,77202180,246494.925122
2020-08-03,0.003158,0.003244,0.003115,0.00313,0.003155,0.003244,0.003115,0.00313,2029,868,1161,93527358,296445.384009,35895014,114015.028787,57632344,182430.355222
2020-08-04,0.00313,0.003193,0.0031,0.00315,0.003133,0.003193,0.0031,0.00315,1544,758,786,76095443,239173.052268,35112303,110542.661726,40983140,128630.390542
2020-08-05,0.00315,0.003216,0.003123,0.0032,0.003169,0.003216,0.003123,0.0032,1906,968,938,68974432,219497.682759,35163931,112088.190629,33810501,107409.49213
2020-08-06,0.0032,0.003237,0.003146,0.003216,0.0032,0.003237,0.003146,0.003216,1920,973,947,76685363,244320.563401,37110613,118497.027713,39574750,125823.535688
2020-08-07,0.003216,0.00325,0.00309,0.003183,0.003217,0.00325,0.00309,0.003183,2183,961,1222,102685987,327408.07105,50797037,162225.419761,51888950,165182.651289
2020-08-08,0.003183,0.00323,0.003112,0.0032,0.00317,0.00323,0.003112,0.0032,2076,1054,1022,84835320,268972.824282,42071401,133666.318009,42763919,135306.506273
2020-08-09,0.0032,0.00328,0.003101,0.003258,0.003205,0.00328,0.003101,0.003258,3356,1558,1798,158332079,508380.546164,71274982,229722.451919,87057097,278658.094245
2020-08-10,0.003258,0.00364,0.003191,0.003539,0.003258,0.00364,0.003191,0.003539,5780,3159,2621,283717681,954795.970643,152832157,516326.967164,130885524,438469.003479
2020-08-11,0.003539,0.00362,0.0031,0.003257,0.003549,0.00362,0.0031,0.003257,5682,2375,3307,261581941,889922.246042,98271304,336087.345503,163310637,553834.900539
2020-08-12,0.003257,0.003322,0.003163,0.003313,0.003264,0.003322,0.003163,0.003313,2510,1208,1302,105808444,343651.609884,50130109,163163.487884,55678335,180488.122
2020-08-13,0.003313,0.00339,0.00323,0.003383,0.003318,0.00339,0.00323,0.003383,4109,2027,2082,148864700,492579.871995,68378169,226754.954636,80486531,265824.917359
2020-08-14,0.003383,0.003403,0.003297,0.003403,0.003385,0.003403,0.003297,0.003403,3008,1464,1544,122100816,408647.774284,48783505,163725.751079,73317311,244922.023205
2020-08-15,0.003403,0.003762,0.003338,0.003556,0.003388,0.003762,0.003338,0.003556,5323,2750,2573,310305973,1082165.509788,128517203,453075.282892,181788770,629090.226896
2020-08-16,0.003556,0.0037,0.003494,0.003698,0.00357,0.0037,0.003494,0.003698,4805,2509,2296,194188323,698601.822278,89892610,324542.405825,104295713,374059.416453
2020-08-17,0.003698,0.004139,0.003651,0.003777,0.003678,0.004139,0.003651,0.003777,8891,4371,4520,351073238,1357832.762406,179285975,694765.776243,171787263,663066.986163
2020-08-18,0.003777,0.003895,0.003524,0.003662,0.003758,0.003895,0.003524,0.003662,4174,1797,2377,197059146,732412.166955,86044608,320480.264197,111014538,411931.902758
2020-08-19,0.003662,0.0038,0.003439,0.003459,0.003655,0.0038,0.003439,0.003459,2685,1240,1445,131440953,465909.618096,51211624,182451.355355,80229329,283458.262741
2020-08-20,0.003459,0.003706,0.003411,0.003678,0.003459,0.003706,0.003411,0.003678,2224,1120,1104,83966826,298428.258856,45994449,164114.434782,37972377,134313.824074
2020-08-21,0.003678,0.003988,0.003462,0.003708,0.003678,0.003988,0.003462,0.003708,7267,3773,3494,284884143,1078576.06741,141807304,537919.7361,143076839,540656.33131
2020-08-22,0.003708,0.003899,0.003521,0.003811,0.003708,0.003899,0.003521,0.003811,3438,1846,1592,130109347,482752.380384,73592052,273854.061536,56517295,208898.318848
2020-08-23,0.003811,0.004521,0.00373,0.004323,0.003829,0.004521,0.00373,0.004323,8445,4401,4044,348817316,1424106.359342,178323105,728986.743893,170494211,695119.615449
2020-08-24,0.004323,0.0046,0.00403,0.004071,0.004323,0.0046,0.00403,0.004071,8459,3996,4463,417349502,1792629.009208,185787389,797936.667118,231562113,994692.34209
2020-08-25,0.004071,0.004124,0.003568,0.003699,0.004057,0.004124,0.003568,0.003699,6011,2920,3091,285177088,1095831.915889,131868914,506904.798715,153308174,588927.117174
2020-08-26,0.003699,0.004295,0.003654,0.004249,0.003696,0.004295,0.003654,0.004249,8099,4220,3879,317670040,1275183.357513,175684290,706180.953851,141985750,569002.403662
2020-08-27,0.004249,0.0044,0.003701,0.003843,0.004249,0.0044,0.003701,0.003843,7040,3352,3688,348247116,1402766.094245,159433607,644213.241578,188813509,758552.852667
2020-08-28,0.003843,0.00454,0.00382,0.00449,0.003852,0.00454,0.00382,0.00449,10119,5224,4895,648207574,2731225.106456,384668224,1616578.956336,263539350,1114646.15012
2020-08-29,0.00449,0.005071,0.00445,0.004865,0.00449,0.005071,0.00445,0.004865,19365,9298,10067,1060974343,5095738.007618,501902043,2411219.34314,559072300,2684518.664478
2020-08-30,0.004865,0.00495,0.004489,0.004601,0.004865,0.00495,0.004489,0.004601,7569,3893,3676,426031987,1973186.060465,213360615,989579.28713,212671372,983606.773335
2020-08-31,0.004601,0.0049,0.004532,0.004561,0.004601,0.0049,0.004532,0.004561,6360,3183,3177,277478187,1301129.035645,146015664,685541.679102,131462523,615587.356543
2020-09-01,0.004561,0.004712,0.00425,0.004401,0.004559,0.004712,0.00425,0.004401,6494,3176,3318,294243344,1302051.05984,145023231,643095.906294,149220113,658955.153546
2020-09-02,0.004401,0.004486,0.003931,0.004166,0.004429,0.004486,0.003931,0.004166,4761,2158,2603,261019007,1100769.399785,109187076,457370.199462,151831931,643399.200323
2020-09-03,0.004166,0.0042,0.003346,0.003441,0.004173,0.0042,0.003346,0.003441,6839,3584,3255,346825195,1321182.206443,180207756,692104.546006,166617439,629077.660437
2020-09-04,0.003441,0.004047,0.003346,0.003738,0.003405,0.004047,0.003346,0.003738,7359,3616,3743,378763123,1380721.084244,177137625,643145.256466,201625498,737575.827778
2020-09-05,0.003738,0.00385,0.003203,0.003282,0.003737,0.00385,0.003203,0.003282,5505,2408,3097,296353918,1034084.343772,125731190,440013.417109,170622728,594070.926663
2020-09-06,0.003282,0.003449,0.003131,0.003318,0.003283,0.003449,0.003131,0.003318,3560,1580,1980,163485571,538267.437667,70151470,231201.263386,93334101,307066.174281
2020-09-07,0.003318,0.003535,0.003,0.00332,0.00332,0.003535,0.003,0.00332,4248,2371,1877,213528292,682713.299237,99811753,322640.208959,113716539,360073.090278
2020-09-08,0.00332,0.003354,0.003059,0.003165,0.00334,0.003354,0.003059,0.003165,2468,1187,1281,128559226,411549.32062,51135034,163798.349322,77424192,247750.971298
2020-09-09,0.003165,0.003373,0.003095,0.003323,0.003164,0.003373,0.003095,0.003323,1601,794,807,80373789,260214.635212,41441521,134711.760128,38932268,125502.875084
2020-09-10,0.003323,0.003557,0.003308,0.003446,0.003323,0.003557,0.003308,0.003446,2431,1164,1267,84294836,289422.884403,42154180,144948.098913,42140656,144474.78549
2020-09-11,0.003446,0.003533,0.00332,0.003524,0.003446,0.003533,0.00332,0.003524,1955,1038,917,96413484,333898.661225,50916464,176693.260039,45497020,157205.401186
2020-09-12,0.003524,0.003535,0.0034,0.003478,0.003522,0.003535,0.0034,0.003478,1501,815,686,73296998,252585.107178,41679489,143819.862277,31617509,108765.244901
2020-09-13,0.003478,0.003518,0.003266,0.003314,0.003477,0.003518,0.003266,0.003314,1356,517,839,46294751,156729.426418,17320611,58818.13144,28974140,97911.294978
2020-09-14,0.003314,0.003518,0.003234,0.003483,0.003313,0.003518,0.003234,0.003483,2031,857,1174,95922544,327167.357771,40938714,139737.53129,54983830,187429.826481
2020-09-15,0.003483,0.003589,0.003273,0.003306,0.003463,0.003589,0.003273,0.003306,2634,1150,1484,110862323,382160.535183,58034759,201165.890981,52827564,180994.644202
2020-09-16,0.003306,0.00336,0.003211,0.003303,0.003307,0.00336,0.003211,0.003303,1400,727,673,50964043,167325.915703,24816521,81548.857698,26147522,85777.058005
2020-09-17,0.003303,0.00346,0.003076,0.003181,0.003328,0.00346,0.003076,0.003181,2221,1151,1070,131567364,428728.940531,66298945,216502.672867,65268419,212226.267664
2020-09-18,0.003181,0.00327,0.003045,0.003111,0.00318,0.00327,0.003045,0.003111,1841,805,1036,98516387,309459.756503,40456085,127355.868922,58060302,182103.887581
2020-09-19,0.003111,0.003147,0.002964,0.003043,0.003113,0.003147,0.002964,0.003043,2152,1093,1059,174368643,529645.72318,67614883,206175.852328,106753760,323469.870852
2020-09-20,0.003043,0.003049,0.002897,0.002967,0.003037,0.003049,0.002897,0.002967,2136,888,1248,100972527,299105.385775,40173032,119131.324939,60799495,179974.060836
2020-09-21,0.002967,0.003092,0.002426,0.002598,0.00297,0.003092,0.002426,0.002598,3142,1544,1598,172275753,462043.206805,67264274,181305.162927,105011479,280738.043878
2020-09-22,0.002598,0.002706,0.002491,0.002693,0.002597,0.002706,0.002491,0.002693,1505,774,731,70144164,183947.821974,33515918,88414.325365,36628246,95533.496609
2020-09-23,0.002693,0.00272,0.002446,0.002491,0.002693,0.00272,0.002446,0.002491,1772,830,942,101685076,263057.741872,39184592,101524.109732,62500484,161533.63214
2020-09-24,0.002491,0.002649,0.00243,0.00264,0.002481,0.002649,0.00243,0.00264,1144,568,576,46198248,116159.025553,22341884,56356.573011,23856364,59802.452542
2020-09-25,0.00264,0.0028,0.002585,0.002746,0.002638,0.0028,0.002585,0.002746,1461,772,689,77767053,209052.261015,51636390,138674.967774,26130663,70377.293241
2020-09-26,0.002746,0.002812,0.00271,0.002748,0.002766,0.002812,0.00271,0.002748,869,385,484,54800024,150845.942445,24089371,66433.058389,30710653,84412.884056
2020-09-27,0.002748,0.002792,0.002672,0.002734,0.002768,0.002792,0.002672,0.002734,876,372,504,59744565,162904.062979,25017305,68674.825905,34727260,94229.237074
2020-09-28,0.002734,0.00292,0.002717,0.002834,0.002731,0.00292,0.002717,0.002834,2727,1322,1405,155669954,439745.542007,71976280,203558.949755,83693674,236186.592252
2020-09-29,0.002834,0.003128,0.002834,0.003035,0.002836,0.003128,0.002836,0.003035,5344,2756,2588,273595205,822625.123379,120827372,363323.381262,152767833,459301.742117
2020-09-30,0.003035,0.00328,0.003035,0.003074,0.003037,0.00328,0.003037,0.003074,3177,1687,1490,151209042,473524.975497,75636923,237618.170041,75572119,235906.805456
2020-10-01,0.003074,0.003141,0.002757,0.002871,0.003074,0.003141,0.002757,0.002871,2461,1081,1380,154013855,453505.03812,71107625,210836.186132,82906230,242668.851988
2020-10-02,0.002871,0.002939,0.00264,0.002838,0.002897,0.002939,0.00264,0.002838,2212,1069,1143,106730843,295001.191249,49791930,137652.941578,56938913,157348.249671
2020-10-03,0.002838,0.002849,0.002738,0.00276,0.002823,0.002849,0.002738,0.00276,781,365,416,26050559,72922.64957,11513980,32326.327518,14536579,40596.322052
2020-10-04,0.00276,0.002769,0.002663,0.002759,0.002759,0.002769,0.002663,0.002759,988,506,482,41529148,113017.657818,16348956,44491.078469,25180192,68526.579349
2020-10-05,0.002759,0.002864,0.00274,0.002827,0.00276,0.002864,0.00274,0.002827,1418,748,670,60894714,170542.906182,30485393,85369.916834,30409321,85172.989348
2020-10-06,0.002827,0.002837,0.002631,0.002635,0.00283,0.002837,0.002631,0.002635,1194,553,641,54175317,146456.535811,22798126,61668.724906,31377191,84787.810905
2020-10-07,0.002635,0.002699,0.002616,0.002684,0.002638,0.002699,0.002616,0.002684,810,415,395,30955045,81997.556453,13744427,36424.951826,17210618,45572.604627
2020-10-08,0.002684,0.002847,0.002624,0.002843,0.002684,0.002847,0.002624,0.002843,1286,645,641,44413847,121584.003452,24046537,65996.951639,20367310,55587.051813
2020-10-09,0.002843,0.003004,0.002774,0.002955,0.002843,0.003004,0.002774,0.002955,1788,951,837,87260239,253137.751907,54253626,156644.243313,33006613,96493.508594
2020-10-10,0.002955,0.003335,0.002955,0.003226,0.002972,0.003335,0.002959,0.003226,4668,2226,2442,264820368,853106.583762,97287605,309212.766495,167532763,543893.817267
2020-10-11,0.003226,0.00331,0.003151,0.00326,0.003226,0.00331,0.003151,0.00326,1796,920,876,93634586,301728.206979,41437417,133597.583496,52197169,168130.623483
2020-10-12,0.00326,0.003271,0.003125,0.003165,0.003253,0.003271,0.003125,0.003165,1950,857,1093,92842413,296838.113042,38846993,124188.901857,53995420,172649.211185
2020-10-13,0.003165,0.0033,0.003132,0.003226,0.003168,0.0033,0.003132,0.003226,1741,933,808,79055084,254647.819631,44745932,144370.994226,34309152,110276.825405
2020-10-14,0.003226,0.003285,0.00302,0.003084,0.003219,0.003285,0.00302,0.003084,1561,754,807,63601961,200276.127742,28486109,89756.637114,35115852,110519.490628
2020-10-15,0.003084,0.00309,0.002851,0.002883,0.003088,0.00309,0.002851,0.002883,2486,1189,1297,171688273,505774.933701,59165012,174951.252521,112523261,330823.68118
2020-10-16,0.002883,0.002913,0.002781,0.002808,0.002875,0.002913,0.002781,0.002808,4305,3062,1243,97570264,277388.996905,52151239,148475.515244,45419025,128913.481661
2020-10-17,0.002808,0.0029,0.002756,0.0029,0.002812,0.0029,0.002756,0.0029,3601,2846,755,48501041,138157.511726,23715678,67592.558134,24785363,70564.953592
2020-10-18,0.0029,0.002954,0.00286,0.002937,0.0029,0.002954,0.00286,0.002937,812,455,357,37667503,109502.753228,24651886,71797.580989,13015617,37705.172239
2020-10-19,0.002937,0.002953,0.002779,0.00279,0.002936,0.002953,0.002779,0.00279,1167,527,640,53857294,152538.631706,16295416,46251.008878,37561878,106287.622828
2020-10-20,0.00279,0.002813,0.002485,0.002569,0.00279,0.002813,0.002485,0.002569,3574,1804,1770,192602108,510928.61893,74041789,195405.481904,118560319,315523.137026
2020-10-21,0.002569,0.002803,0.002524,0.002721,0.002565,0.002803,0.002524,0.002721,3321,1616,1705,144265158,384017.172298,64547720,172747.73282,79717438,211269.439478
2020-10-22,0.002721,0.002902,0.002706,0.002778,0.002721,0.002902,0.002706,0.002778,1830,927,903,53025011,148693.227052,29372813,82552.998551,23652198,66140.228501
2020-10-23,0.002778,0.002814,0.002651,0.002729,0.002778,0.002814,0.002651,0.002729,2682,1276,1406,84499321,231621.191773,45633794,125220.842175,38865527,106400.349598
2020-10-24,0.002729,0.002797,0.002705,0.002769,0.002729,0.002797,0.002705,0.002769,920,420,500,29449594,81060.626916,13357936,36811.385529,16091658,44249.241387
2020-10-25,0.002769,0.002842,0.002674,0.002687,0.00277,0.002842,0.002674,0.002687,1525,713,812,60234731,165294.126206,29618094,81392.455772,30616637,83901.670434
2020-10-26,0.002687,0.002768,0.002495,0.0026,0.002687,0.002768,0.002495,0.0026,2415,1209,1206,98354032,258219.55601,38971815,102900.946403,59382217,155318.609607
2020-10-27,0.0026,0.002635,0.002563,0.002628,0.002601,0.002635,0.002563,0.002628,1533,742,791,64065219,166220.995621,33240995,86360.343286,30824224,79860.652335
2020-10-28,0.002628,0.002749,0.002472,0.002519,0.002634,0.002749,0.002472,0.002519,2563,1140,1423,129295872,334649.640843,67207418,173969.557815,62088454,160680.083028
2020-10-29,0.002519,0.0026,0.002435,0.00257,0.002513,0.0026,0.002435,0.00257,2320,1159,1161,87093022,218174.430555,40965413,102880.142756,46127609,115294.287799
2020-10-30,0.00257,0.002598,0.00242,0.002493,0.002564,0.002598,0.00242,0.002493,1490,757,733,51897132,129528.303359,26147519,65314.38165,25749613,64213.921709
2020-10-31,0.002493,0.002556,0.002442,0.00247,0.002484,0.002556,0.002442,0.00247,1781,875,906,83044390,207318.191592,55998825,139824.653716,27045565,67493.537876
2020-11-01,0.00247,0.002515,0.00245,0.002487,0.002478,0.002515,0.00245,0.002487,1435,813,622,89889103,222788.237762,70478905,174676.337382,19410198,48111.90038
2020-11-02,0.002487,0.002506,0.00234,0.002374,0.002483,0.002506,0.00234,0.002374,2141,1045,1096,98058627,236320.49522,48648640,117320.74994,49409987,118999.74528
2020-11-03,0.002374,0.002386,0.002291,0.002368,0.002372,0.002386,0.002291,0.002368,1472,753,719,54056185,126827.817118,26112051,61404.342477,27944134,65423.474641
2020-11-04,0.002368,0.00248,0.002323,0.00237,0.002369,0.00248,0.002323,0.00237,2551,1280,1271,92548241,220294.72612,49680397,118427.526563,42867844,101867.199557
2020-11-05,0.00237,0.002518,0.002357,0.002502,0.002376,0.002518,0.002357,0.002502,1867,971,896,76361874,186375.501236,35557295,86995.232746,40804579,99380.26849
2020-11-06,0.002502,0.002699,0.002464,0.002598,0.002502,0.002699,0.002464,0.002598,4659,2583,2076,240514487,621149.419192,147480604,380443.278378,93033883,240706.140814
2020-11-07,0.002598,0.002809,0.002478,0.002524,0.002596,0.002809,0.002478,0.002524,4688,2333,2355,198095994,517070.690323,125936493,327385.47766,72159501,189685.212663
2020-11-08,0.002524,0.002699,0.002501,0.002665,0.002514,0.002699,0.002501,0.002665,2445,1112,1333,86431976,227304.213512,41125218,108191.340509,45306758,119112.873003
2020-11-09,0.002665,0.002692,0.002517,0.002598,0.002686,0.002692,0.002517,0.002598,2088,1024,1064,73099232,189863.620359,34032405,88612.854547,39066827,101250.765812
2020-11-10,0.002598,0.00273,0.002566,0.002692,0.002598,0.00273,0.002566,0.002692,1915,936,979,61801765,164583.102576,33811627,90250.104256,27990138,74332.99832
2020-11-11,0.002692,0.002774,0.002683,0.002721,0.002693,0.002774,0.002683,0.002721,1830,897,933,58068246,158826.340785,30688517,83963.623912,27379729,74862.716873
2020-11-12,0.002721,0.002733,0.002611,0.002653,0.002721,0.002733,0.002611,0.002653,1763,847,916,46027376,123123.363245,25831608,69279.908351,20195768,53843.454894
2020-11-13,0.002653,0.002729,0.002647,0.00272,0.002648,0.002729,0.002647,0.00272,1750,875,875,46340158,124519.277272,22154424,59598.054759,24185734,64921.222513
2020-11-14,0.00272,0.002729,0.002615,0.002676,0.00272,0.002729,0.002615,0.002676,1165,589,576,34657164,92387.348347,18697698,49910.387503,15959466,42476.960844
2020-11-15,0.002676,0.00276,0.0026,0.002625,0.002677,0.00276,0.0026,0.002625,1940,848,1092,113978195,304462.26945,63130498,168309.962761,50847697,136152.306689
2020-11-16,0.002625,0.002735,0.002608,0.002728,0.002634,0.002735,0.002608,0.002728,1655,793,862,75197765,200840.55975,35750183,95580.861034,39447582,105259.698716
2020-11-17,0.002728,0.002819,0.002502,0.002727,0.002723,0.002819,0.002502,0.002727,3002,1351,1651,135532393,369535.290922,67434183,185199.559767,68098210,184335.731155
2020-11-18,0.002727,0.002773,0.002616,0.002705,0.002734,0.002773,0.002616,0.002705,2984,1550,1434,95317340,257907.393246,52850648,143006.169278,42466692,114901.223968
2020-11-19,0.002705,0.002722,0.002567,0.002675,0.002691,0.002722,0.002567,0.002675,2672,1313,1359,75609342,201896.379503,35500297,94975.482644,40109045,106920.896859
2020-11-20,0.002675,0.002775,0.002659,0.002706,0.002676,0.002775,0.002659,0.002706,2611,1265,1346,112173048,303503.13164,54346521,147402.060709,57826527,156101.070931
2020-11-21,0.002706,0.00309,0.002699,0.003048,0.002716,0.00309,0.002699,0.003048,5451,2821,2630,163979541,478827.49413,88340374,257664.304799,75639167,221163.189331
2020-11-22,0.003048,0.0031,0.002808,0.002987,0.003051,0.0031,0.002808,0.002987,4086,1930,2156,113506277,337338.585541,52266057,155729.097292,61240220,181609.488249
2020-11-23,0.002987,0.003117,0.002915,0.003092,0.003013,0.003117,0.002915,0.003092,3615,1676,1939,114230378,345187.501855,52080278,157695.608719,62150100,187491.893136
2020-11-24,0.003092,0.004089,0.003079,0.003865,0.003084,0.004089,0.003079,0.003865,21136,10358,10778,785216692,2813915.207133,374323111,1334349.728427,410893581,1479565.478706
2020-11-25,0.003865,0.004111,0.003456,0.003655,0.003845,0.004111,0.003456,0.003655,17900,8964,8936,565102778,2154819.894419,272623295,1045640.045891,292479483,1109179.848528
2020-11-26,0.003655,0.003792,0.002801,0.003044,0.003648,0.003792,0.002801,0.003044,7770,3581,4189,291442577,922069.326892,122932773,390006.586998,168509804,532062.739894
2020-11-27,0.003044,0.0031,0.002787,0.002989,0.003044,0.0031,0.002787,0.002989,4625,2149,2476,154341716,455914.611352,73883082,218777.648444,80458634,237136.962908
2020-11-28,0.002989,0.003258,0.002903,0.00323,0.002997,0.003258,0.002903,0.00323,5665,2973,2692,224566546,695322.631305,96374886,298055.237647,128191660,397267.393658
2020-11-29,0.00323,0.0033,0.003149,0.003203,0.00323,0.0033,0.003149,0.003203,2860,1518,1342,82408755,264784.605413,42139257,135398.839868,40269498,129385.765545
2020-11-30,0.003203,0.003395,0.003196,0.003374,0.003202,0.003395,0.003196,0.003374,4571,2300,2271,136312834,448248.511548,62285031,205711.613255,74027803,242536.898293
2020-12-01,0.003374,0.003534,0.00318,0.003314,0.003379,0.003534,0.00318,0.003314,5294,2514,2780,148060599,497641.121907,72337863,243745.815721,75722736,253895.306186
2020-12-02,0.003314,0.003477,0.003278,0.003457,0.003313,0.003477,0.003278,0.003457,4455,2207,2248,123802402,420536.735851,60688299,206515.977796,63114103,214020.758055
2020-12-03,0.003457,0.003524,0.003386,0.003444,0.003442,0.003524,0.003386,0.003444,3761,1880,1881,113733825,391458.111733,58550982,202184.576757,55182843,189273.534976
2020-12-04,0.003444,0.003996,0.003244,0.003578,0.003468,0.003996,0.003244,0.003578,19576,9737,9839,862733365,3206289.934722,410449046,1528614.514619,452284319,1677675.420103
2020-12-05,0.003578,0.003739,0.003374,0.003735,0.003542,0.003739,0.003374,0.003735,6410,3341,3069,179535757,637934.146902,97366808,347016.416066,82168949,290917.730836
2020-12-06,0.003735,0.003735,0.003476,0.003614,0.003719,0.003721,0.003476,0.003614,3225,1550,1675,74644625,268436.903556,37708858,135332.509919,36935767,133104.393637
2020-12-07,0.003614,0.003629,0.00345,0.003506,0.003619,0.003629,0.00345,0.003506,2946,1594,1352,94740652,333792.464829,53623022,188905.2271,41117630,144887.237729
2020-12-08,0.003506,0.003543,0.003208,0.003298,0.003528,0.003543,0.003208,0.003298,3036,1459,1577,90449113,305397.603092,38674754,131153.121627,51774359,174244.481465
