TIMESTAMP,CDT_OPEN_PRICE_USD,CDT_HIGH_PRICE_USD,CDT_LOW_PRICE_USD,CDT_CLOSE_PRICE_USD,CDT_VOLUME_USD,CDT_DIVIDENDS_USD,CDT_STOCK_SPLITS_USD
2021-11-15 00:00:00+00:00,0.5804359912872314,0.5804359912872314,0.28685200214385986,0.294838011264801,17330384,0.0,0.0
2021-11-16 00:00:00+00:00,0.29445499181747437,0.29493099451065063,0.1776210069656372,0.2525160014629364,5619667,0.0,0.0
2021-11-17 00:00:00+00:00,0.2525259852409363,0.35424599051475525,0.20708799362182617,0.27302101254463196,2003180,0.0,0.0
2021-11-18 00:00:00+00:00,0.27290600538253784,0.29483500123023987,0.20079800486564636,0.21126799285411835,1054198,0.0,0.0
2021-11-19 00:00:00+00:00,0.2118159979581833,0.21302799880504608,0.17189699411392212,0.18551500141620636,739940,0.0,0.0
2021-11-20 00:00:00+00:00,0.18559400737285614,0.23360499739646912,0.1575399935245514,0.22093600034713745,979959,0.0,0.0
2021-11-21 00:00:00+00:00,0.22076499462127686,0.22673900425434113,0.1710360050201416,0.18054699897766113,860933,0.0,0.0
2021-11-22 00:00:00+00:00,0.18043600022792816,0.228643998503685,0.17088399827480316,0.19864599406719208,415849,0.0,0.0
2021-11-23 00:00:00+00:00,0.19867900013923645,0.21261000633239746,0.1482270061969757,0.14835800230503082,446964,0.0,0.0
2021-11-24 00:00:00+00:00,0.14831200242042542,0.1826539933681488,0.14561200141906738,0.14609499275684357,286384,0.0,0.0
2021-11-25 00:00:00+00:00,0.16168400645256042,0.2061060070991516,0.15729600191116333,0.1639620065689087,224279,0.0,0.0
2021-11-26 00:00:00+00:00,0.18350599706172943,0.3513660132884979,0.18330399692058563,0.22655199468135834,1409070,0.0,0.0
2021-11-27 00:00:00+00:00,0.2264859974384308,0.24209100008010864,0.2183379977941513,0.22651299834251404,1268839,0.0,0.0
2021-11-28 00:00:00+00:00,0.22653299570083618,0.23049700260162354,0.19536100327968597,0.20809200406074524,268173,0.0,0.0
2021-11-29 00:00:00+00:00,0.20805899798870087,0.23385000228881836,0.18866600096225739,0.19594499468803406,446721,0.0,0.0
2021-11-30 00:00:00+00:00,0.19598400592803955,0.20384100079536438,0.16856299340724945,0.18029999732971191,441079,0.0,0.0
2021-12-01 00:00:00+00:00,0.1804260015487671,0.18685099482536316,0.16369999945163727,0.17515000700950623,661665,0.0,0.0
2021-12-02 00:00:00+00:00,0.17491400241851807,0.19478100538253784,0.16323000192642212,0.16922999918460846,406935,0.0,0.0
2021-12-03 00:00:00+00:00,0.16913700103759766,0.1766590029001236,0.14958299696445465,0.1567309945821762,307637,0.0,0.0
2021-12-04 00:00:00+00:00,0.15676599740982056,0.1589999943971634,0.11927500367164612,0.13130199909210205,239414,0.0,0.0
2021-12-05 00:00:00+00:00,0.13135600090026855,0.13383199274539948,0.10498200356960297,0.10642100125551224,470287,0.0,0.0
2021-12-06 00:00:00+00:00,0.10659600049257278,0.12208899855613708,0.10276799649000168,0.11674799770116806,634732,0.0,0.0
