TIMESTAMP,BTC_MEMPOOL_SIZE_BYTES,BTC_MEMPOOL_SIZE_GROWTH_BYTES_PER_SECOND,BTC_TOTAL_TRANSACTION_COUNT_PER_SECOND,BTC_TOTAL_UNCONFIRMED_TRANSACTION_COUNT_IN_MEMPOOL,BTC_TOTAL_UNSPENT_TRANSACTION_OUTPUT_COUNT
2009-01-17 00:00:00,,,,,768.0
2009-01-17 04:00:00,,,,,785.0
2009-01-17 08:00:00,,,,,799.0
2009-01-17 12:00:00,,,,,821.0
2009-01-17 16:00:00,,,,,840.0
2009-01-17 20:00:00,,,,,858.0
2009-01-18 00:00:00,,,,,874.0
2009-01-18 04:00:00,,,,,890.0
2009-01-18 08:00:00,,,,,904.0
2009-01-18 12:00:00,,,,,924.0
2009-01-18 16:00:00,,,,,943.0
2009-01-18 20:00:00,,,,,963.0
2009-01-19 00:00:00,,,,,981.0
2009-01-19 04:00:00,,,,,1004.0
2009-01-19 08:00:00,,,,,1022.0
2009-01-19 12:00:00,,,,,1041.0
2009-01-19 16:00:00,,,,,1043.0
2009-01-19 20:00:00,,,,,1064.0
2009-01-20 00:00:00,,,,,1084.0
2009-01-20 04:00:00,,,,,1108.0
2009-01-20 08:00:00,,,,,1125.0
2009-01-20 12:00:00,,,,,1143.0
2009-01-20 16:00:00,,,,,1159.0
2009-01-20 20:00:00,,,,,1171.0
2009-01-21 00:00:00,,,,,1190.0
2009-01-21 04:00:00,,,,,1208.0
2009-01-21 08:00:00,,,,,1228.0
2009-01-21 12:00:00,,,,,1249.0
2009-01-21 16:00:00,,,,,1268.0
2009-01-21 20:00:00,,,,,1264.0
2009-01-22 00:00:00,,,,,1271.0
2009-01-22 04:00:00,,,,,1286.0
2009-01-22 08:00:00,,,,,1300.0
2009-01-22 12:00:00,,,,,1315.0
2009-01-22 16:00:00,,,,,1332.0
2009-01-22 20:00:00,,,,,1354.0
2009-01-23 00:00:00,,,,,1355.0
2009-01-23 04:00:00,,,,,1357.0
2009-01-23 08:00:00,,,,,1363.0
2009-01-23 12:00:00,,,,,1366.0
2009-01-23 16:00:00,,,,,1401.0
2009-01-23 20:00:00,,,,,1431.0
2009-01-24 00:00:00,,,,,1464.0
2009-01-24 04:00:00,,,,,1500.0
2009-01-24 08:00:00,,,,,1531.0
2009-01-24 12:00:00,,,,,1555.0
2009-01-24 16:00:00,,,,,1589.0
2009-01-24 20:00:00,,,,,1623.0
2009-01-25 00:00:00,,,,,1658.0
2009-01-25 04:00:00,,,,,1693.0
2009-01-25 08:00:00,,,,,1724.0
2009-01-25 12:00:00,,,,,1752.0
2009-01-25 16:00:00,,,,,1782.0
2009-01-25 20:00:00,,,,,1814.0
2009-01-26 00:00:00,,,,,1846.0
2009-01-26 04:00:00,,,,,1868.0
2009-01-26 08:00:00,,,,,1869.0
2009-01-26 12:00:00,,,,,1876.0
2009-01-26 16:00:00,,,,,1893.0
2009-01-26 20:00:00,,,,,1891.0
2009-01-27 00:00:00,,,,,1908.0
2009-01-27 04:00:00,,,,,1926.0
2009-01-27 08:00:00,,,,,1942.0
2009-01-27 12:00:00,,,,,1955.0
2009-01-27 16:00:00,,,,,1973.0
2009-01-27 20:00:00,,,,,1986.0
2009-01-28 00:00:00,,,,,2001.0
2009-01-28 04:00:00,,,,,2021.0
2009-01-28 08:00:00,,,,,2040.0
2009-01-28 12:00:00,,,,,2059.0
2009-01-28 16:00:00,,,,,2075.0
2009-01-28 20:00:00,,,,,2098.0
2009-01-29 00:00:00,,,,,2113.0
2009-01-29 04:00:00,,,,,2131.0
2009-01-29 08:00:00,,,,,2155.0
2009-01-29 12:00:00,,,,,2175.0
2009-01-29 16:00:00,,,,,2199.0
2009-01-29 20:00:00,,,,,2208.0
2009-01-30 00:00:00,,,,,2230.0
2009-01-30 04:00:00,,,,,2251.0
2009-01-30 08:00:00,,,,,2269.0
2009-01-30 12:00:00,,,,,2291.0
2009-01-30 16:00:00,,,,,2309.0
2009-01-30 20:00:00,,,,,2325.0
2009-01-31 00:00:00,,,,,2346.0
2009-01-31 04:00:00,,,,,2364.0
2009-01-31 08:00:00,,,,,2388.0
2009-01-31 12:00:00,,,,,2413.0
2009-01-31 16:00:00,,,,,2422.0
2009-01-31 20:00:00,,,,,2444.0
2009-02-01 00:00:00,,,,,2460.0
2009-02-01 04:00:00,,,,,2478.0
2009-02-01 08:00:00,,,,,2494.0
2009-02-01 12:00:00,,,,,2515.0
2009-02-01 16:00:00,,,,,2538.0
2009-02-01 20:00:00,,,,,2556.0
2009-02-02 00:00:00,,,,,2577.0
2009-02-02 04:00:00,,,,,2600.0
2009-02-02 08:00:00,,,,,2618.0
2009-02-02 12:00:00,,,,,2641.0
2009-02-02 16:00:00,,,,,2664.0
2009-02-02 20:00:00,,,,,2684.0
2009-02-03 00:00:00,,,,,2708.0
2009-02-03 04:00:00,,,,,2743.0
2009-02-03 08:00:00,,,,,2766.0
2009-02-03 12:00:00,,,,,2786.0
2009-02-03 16:00:00,,,,,2806.0
2009-02-03 20:00:00,,,,,2835.0
2009-02-04 00:00:00,,,,,2855.0
2009-02-04 04:00:00,,,,,2873.0
2009-02-04 08:00:00,,,,,2893.0
2009-02-04 12:00:00,,,,,2913.0
2009-02-04 16:00:00,,,,,2934.0
2009-02-04 20:00:00,,,,,2954.0
2009-02-05 00:00:00,,,,,2978.0
2009-02-05 04:00:00,,,,,2995.0
2009-02-05 08:00:00,,,,,3013.0
2009-02-05 12:00:00,,,,,3033.0
2009-02-05 16:00:00,,,,,3056.0
2009-02-05 20:00:00,,,,,3080.0
2009-02-06 00:00:00,,,,,3103.0
2009-02-06 04:00:00,,,,,3121.0
2009-02-06 08:00:00,,,,,3143.0
2009-02-06 12:00:00,,,,,3159.0
2009-02-06 16:00:00,,,,,3183.0
2009-02-06 20:00:00,,,,,3202.0
2009-02-07 00:00:00,,,,,3209.0
2009-02-07 04:00:00,,,,,3232.0
2009-02-07 08:00:00,,,,,3248.0
2009-02-07 12:00:00,,,,,3271.0
2009-02-07 16:00:00,,,,,3292.0
2009-02-07 20:00:00,,,,,3312.0
2009-02-08 00:00:00,,,,,3330.0
2009-02-08 04:00:00,,,,,3356.0
2009-02-08 08:00:00,,,,,3382.0
2009-02-08 12:00:00,,,,,3403.0
2009-02-08 16:00:00,,,,,3421.0
2009-02-08 20:00:00,,,,,3444.0
2009-02-09 00:00:00,,,,,3464.0
2009-02-09 04:00:00,,,,,3484.0
2009-02-09 08:00:00,,,,,3505.0
2009-02-09 12:00:00,,,,,3531.0
2009-02-09 16:00:00,,,,,3512.0
2009-02-09 20:00:00,,,,,3535.0
2009-02-10 00:00:00,,,,,3558.0
2009-02-10 04:00:00,,,,,3577.0
2009-02-10 08:00:00,,,,,3596.0
2009-02-10 12:00:00,,,,,3614.0
2009-02-10 16:00:00,,,,,3635.0
2009-02-10 20:00:00,,,,,3655.0
2009-02-11 00:00:00,,,,,3681.0
2009-02-11 04:00:00,,,,,3708.0
2009-02-11 08:00:00,,,,,3729.0
2009-02-11 12:00:00,,,,,3739.0
2009-02-11 16:00:00,,,,,3755.0
2009-02-11 20:00:00,,,,,3776.0
2009-02-12 00:00:00,,,,,3794.0
2009-02-12 04:00:00,,,,,3815.0
2009-02-12 08:00:00,,,,,3839.0
2009-02-12 12:00:00,,,,,3856.0
2009-02-12 16:00:00,,,,,3873.0
2009-02-12 20:00:00,,,,,3895.0
2009-02-13 00:00:00,,,,,3919.0
2009-02-13 04:00:00,,,,,3935.0
2009-02-13 08:00:00,,,,,3957.0
2009-02-13 12:00:00,,,,,3976.0
2009-02-13 16:00:00,,,,,3999.0
2009-02-13 20:00:00,,,,,4019.0
2009-02-14 00:00:00,,,,,4045.0
2009-02-14 04:00:00,,,,,4068.0
2009-02-14 08:00:00,,,,,4092.0
2009-02-14 12:00:00,,,,,4113.0
2009-02-14 16:00:00,,,,,4136.0
2009-02-14 20:00:00,,,,,4155.0
2009-02-15 00:00:00,,,,,4174.0
