,Frequency,ADF_P_Val,ADF_Determination,KPSS_P_Val,KPSS_Determination
0,12_Hour,0.3212403897437115,Non-Stationary,0.01,Non-Stationary
1,1_Day,0.10391472658565959,Non-Stationary,0.01,Non-Stationary
2,1_Hour,0.3970780677835222,Non-Stationary,0.01,Non-Stationary
3,2_Hour,0.39537033410450256,Non-Stationary,0.01,Non-Stationary
4,4_Hour,0.32664205085195747,Non-Stationary,0.01,Non-Stationary
5,6_Hour,0.35644255604746705,Non-Stationary,0.01,Non-Stationary
6,8_Hour,0.3389953802658856,Non-Stationary,0.01,Non-Stationary
