,Frequency,ADF_P_Val,ADF_Determination,KPSS_P_Val,KPSS_Determination
0,12_Hour,0.3356008672615838,Non-Stationary,0.01,Non-Stationary
1,1_Day,0.1469019306410796,Non-Stationary,0.01,Non-Stationary
2,1_Hour,0.3747966874299904,Non-Stationary,0.01,Non-Stationary
3,2_Hour,0.37541317052380635,Non-Stationary,0.01,Non-Stationary
4,4_Hour,0.32610880366030615,Non-Stationary,0.01,Non-Stationary
5,6_Hour,0.35110617080473516,Non-Stationary,0.01,Non-Stationary
6,8_Hour,0.33603808851387634,Non-Stationary,0.01,Non-Stationary
