TIMESTAMP,PEPA_OPEN_PRICE_USD,PEPA_HIGH_PRICE_USD,PEPA_LOW_PRICE_USD,PEPA_CLOSE_PRICE_USD,PEPA_VOLUME_USD,PEPA_DIVIDENDS_USD,PEPA_STOCK_SPLITS_USD
2023-03-23 00:00:00+00:00,,,,0.0,92456,0.0,0.0
2023-03-24 00:00:00+00:00,,,,0.0,53761,0.0,0.0
2023-03-25 00:00:00+00:00,,,,0.0,20942,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,37803,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,39814,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,24198,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,113068,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,59657,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,568962,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,984987,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,786771,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,281736,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,188597,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,112819,0.0,0.0
2023-04-06 00:00:00+00:00,,,,0.0,122353,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,94613,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,48911,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,61247,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,51748,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,310870,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,90184,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,80444,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,53859,0.0,0.0
2023-04-15 00:00:00+00:00,,,,0.0,73255,0.0,0.0
2023-04-16 00:00:00+00:00,,,,0.0,43915,0.0,0.0
2023-04-17 00:00:00+00:00,,,,0.0,69502,0.0,0.0
2023-04-18 00:00:00+00:00,,,,0.0,218226,0.0,0.0
2023-04-19 00:00:00+00:00,,,,0.0,179186,0.0,0.0
2023-04-20 00:00:00+00:00,,,,0.0,307675,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,3338515,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,924041,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,557380,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,633404,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,267539,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,302217,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,290145,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,405477,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,449466,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,646675,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,906359,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,2288589,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,817182,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,754411,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,807386,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,1078364,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,518480,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,459828,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,436644,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,413817,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,357086,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,370889,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,262323,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,273858,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,254065,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,261348,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,238261,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,224912,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,279941,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,248801,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,207190,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,239551,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,274922,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,316838,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,159666,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,118603,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,93412,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,87286,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,192160,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,156768,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,197536,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,145637,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,132295,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,122250,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,123763,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,95982,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,113808,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,101381,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,81487,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,92713,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,98584,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,69540,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,47291,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,52959,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,61425,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,58899,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,71679,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,88094,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,89225,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,63236,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,72753,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,174731,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,119832,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,75980,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,57894,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,76350,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,90870,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,79076,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,77367,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,79336,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,105553,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,129389,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,93971,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,137530,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,112055,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,118790,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,116737,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,161961,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,75079,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,72739,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,110815,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,104727,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,108326,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,111487,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,105220,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,115576,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,82769,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,118569,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,101599,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,103187,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,103856,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,99970,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,77320,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,52542,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,69097,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,94307,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,135726,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,136383,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,97913,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,242800,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,240792,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,58698,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,45454,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,22633,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,24223,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,39444,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,52986,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,37610,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,21973,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,29414,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,18063,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,19918,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,19312,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,16391,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,18264,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,5779,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,6864,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,8576,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,10800,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,4969,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,5593,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,1280,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,5254,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,2571,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,3865,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,4420,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,1978,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,841,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,1521,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,3203,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,2999,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,4410,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,2080,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,2522,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,1627,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,4384,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,2577,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,1279,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,2620,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,543,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,631,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,1832,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,1195,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,1978,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,13239,0.0,0.0
