TIMESTAMP,ITGR_OPEN_PRICE_USD,ITGR_HIGH_PRICE_USD,ITGR_LOW_PRICE_USD,ITGR_CLOSE_PRICE_USD,ITGR_VOLUME_USD,ITGR_DIVIDENDS_USD,ITGR_STOCK_SPLITS_USD
2021-09-15 00:00:00+00:00,2.9014201164245605,2.982754945755005,2.6253550052642822,2.625493049621582,12163465,0.0,0.0
2021-09-16 00:00:00+00:00,2.626338005065918,3.309283971786499,2.1192190647125244,2.183845043182373,5813014,0.0,0.0
2021-09-17 00:00:00+00:00,2.1827731132507324,2.3542659282684326,1.787376046180725,1.8499499559402466,3402758,0.0,0.0
2021-09-18 00:00:00+00:00,1.8505610227584839,1.8609060049057007,1.3880740404129028,1.4701770544052124,3127532,0.0,0.0
2021-09-19 00:00:00+00:00,1.4705079793930054,1.5745060443878174,1.2816410064697266,1.3170720338821411,1252315,0.0,0.0
2021-09-20 00:00:00+00:00,1.3171850442886353,1.3293410539627075,1.0434370040893555,1.0479849576950073,859427,0.0,0.0
2021-09-21 00:00:00+00:00,1.0474720001220703,1.1141959428787231,0.984080970287323,1.0003670454025269,631346,0.0,0.0
2021-09-22 00:00:00+00:00,1.0003130435943604,1.0830769538879395,0.8603050112724304,1.0765190124511719,1080213,0.0,0.0
2021-09-23 00:00:00+00:00,1.0767290592193604,1.097146987915039,0.8827800154685974,0.921953022480011,1226714,0.0,0.0
2021-09-24 00:00:00+00:00,0.9220349788665771,1.1653000116348267,0.8219239711761475,0.9633129835128784,1028678,0.0,0.0
2021-09-25 00:00:00+00:00,0.9634739756584167,0.9705629944801331,0.8274750113487244,0.8424729704856873,701021,0.0,0.0
2021-09-26 00:00:00+00:00,0.8424379825592041,0.8751140236854553,0.6571459770202637,0.7717850208282471,1167170,0.0,0.0
2021-09-27 00:00:00+00:00,0.771685004234314,0.7741919755935669,0.6780499815940857,0.6992350220680237,962640,0.0,0.0
2021-09-28 00:00:00+00:00,0.6992449760437012,0.722353994846344,0.6074249744415283,0.6297029852867126,1396782,0.0,0.0
2021-09-29 00:00:00+00:00,0.6294950246810913,0.6778609752655029,0.5595740079879761,0.563090980052948,1455520,0.0,0.0
2021-09-30 00:00:00+00:00,0.5630239844322205,0.6140409708023071,0.47444599866867065,0.5373020172119141,2013016,0.0,0.0
