TIMESTAMP,SHEB29559_OPEN_PRICE_USD,SHEB29559_HIGH_PRICE_USD,SHEB29559_LOW_PRICE_USD,SHEB29559_CLOSE_PRICE_USD,SHEB29559_VOLUME_USD,SHEB29559_DIVIDENDS_USD,SHEB29559_STOCK_SPLITS_USD
2024-02-27 00:00:00+00:00,455.97393798828125,481.0465087890625,407.8792419433594,426.3210754394531,3905195,0.0,0.0
2024-02-28 00:00:00+00:00,426.3210754394531,434.5347900390625,295.0143127441406,325.2733154296875,4389282,0.0,0.0
2024-02-29 00:00:00+00:00,326.1344299316406,343.3211975097656,262.3778991699219,268.5364990234375,3900013,0.0,0.0
2024-03-01 00:00:00+00:00,268.5364990234375,331.0340881347656,259.9062805175781,280.14056396484375,2521184,0.0,0.0
2024-03-02 00:00:00+00:00,280.14056396484375,451.0747985839844,280.14056396484375,326.16314697265625,3468459,0.0,0.0
2024-03-03 00:00:00+00:00,326.16314697265625,378.04840087890625,283.0419616699219,320.9071350097656,2391305,0.0,0.0
2024-03-04 00:00:00+00:00,320.9071350097656,406.3353271484375,301.5310363769531,402.1796569824219,3195918,0.0,0.0
2024-03-05 00:00:00+00:00,402.1796569824219,687.0589599609375,376.62567138671875,461.6688232421875,8804701,0.0,0.0
2024-03-06 00:00:00+00:00,461.6688232421875,497.0192565917969,403.5843505859375,440.3022155761719,4554296,0.0,0.0
2024-03-07 00:00:00+00:00,440.3022155761719,447.36175537109375,369.37261962890625,411.0459899902344,3599379,0.0,0.0
2024-03-08 00:00:00+00:00,411.0459899902344,420.59942626953125,341.5384521484375,389.0287780761719,3359732,0.0,0.0
2024-03-09 00:00:00+00:00,389.0287780761719,493.20086669921875,346.9632263183594,368.0040283203125,3206258,0.0,0.0
2024-03-10 00:00:00+00:00,368.0040283203125,427.8006286621094,332.9655456542969,394.1556091308594,1946072,0.0,0.0
2024-03-11 00:00:00+00:00,394.1556091308594,399.68438720703125,339.4945068359375,366.80694580078125,3059018,0.0,0.0
2024-03-12 00:00:00+00:00,366.80694580078125,377.22265625,305.1547546386719,340.44915771484375,3109257,0.0,0.0
2024-03-13 00:00:00+00:00,340.44915771484375,377.17803955078125,306.7264709472656,339.22381591796875,2309912,0.0,0.0
2024-03-14 00:00:00+00:00,339.22381591796875,350.81536865234375,284.0668640136719,305.3879699707031,2515647,0.0,0.0
2024-03-15 00:00:00+00:00,305.3879699707031,314.1300354003906,236.16943359375,266.4819641113281,3437395,0.0,0.0
2024-03-16 00:00:00+00:00,266.4819641113281,298.1059875488281,225.5355224609375,263.7858581542969,2565266,0.0,0.0
2024-03-17 00:00:00+00:00,263.7858581542969,275.9797058105469,223.64537048339844,250.6044921875,2206107,0.0,0.0
2024-03-18 00:00:00+00:00,262.6861877441406,275.544189453125,210.10009765625,236.33226013183594,2052802,0.0,0.0
2024-03-19 00:00:00+00:00,251.1329345703125,251.24229431152344,184.54844665527344,236.366943359375,2944430,0.0,0.0
2024-03-20 00:00:00+00:00,236.366943359375,266.5848388671875,207.76516723632812,261.42138671875,2784677,0.0,0.0
2024-03-21 00:00:00+00:00,261.42138671875,285.1209411621094,240.7083740234375,243.62351989746094,2050057,0.0,0.0
2024-03-22 00:00:00+00:00,243.62351989746094,252.69476318359375,201.31651306152344,216.77491760253906,1904897,0.0,0.0
2024-03-23 00:00:00+00:00,216.77491760253906,249.9125518798828,202.30355834960938,237.46627807617188,1430411,0.0,0.0
2024-03-24 00:00:00+00:00,237.46627807617188,249.90232849121094,188.6278839111328,231.16888427734375,1203263,0.0,0.0
2024-03-25 00:00:00+00:00,231.15745544433594,286.3941650390625,219.21006774902344,255.90159606933594,1447616,0.0,0.0
2024-03-26 00:00:00+00:00,255.90159606933594,280.2320861816406,249.2893524169922,250.32452392578125,1531039,0.0,0.0
2024-03-27 00:00:00+00:00,250.32452392578125,271.8956298828125,241.84695434570312,266.4869689941406,1645554,0.0,0.0
