TIMESTAMP,SMILEY_OPEN_PRICE_USD,SMILEY_HIGH_PRICE_USD,SMILEY_LOW_PRICE_USD,SMILEY_CLOSE_PRICE_USD,SMILEY_VOLUME_USD,SMILEY_DIVIDENDS_USD,SMILEY_STOCK_SPLITS_USD
2023-06-23 00:00:00+00:00,,,,0.0,396407,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,168620,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,113010,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,143473,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,37728,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,17858,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,10393,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,6160,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,3443,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,3868,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,3357,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,4887,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,13250,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,16315,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,30309,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,1211,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,874,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,14008,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,408,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,1085,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,549,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,1595,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,3278,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,281,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,2895,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,219,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1172,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,52,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,1057,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,1166,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,1168,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,384,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,452,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,105,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,538,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,86,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,826,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,275,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,66,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,549,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,1082,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,1118,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,48,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,186,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,472,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,2068,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,484,0.0,0.0
