,MSE,RMSE,MAE,MAPE,R2
0,0.00037727992815941874,0.019423695018183813,0.015063957108919772,0.06561484091380122,0.8569946812062768
1,9.333027176420259e-05,0.009660759378237438,0.006914486820427969,0.036468063328975134,0.7783185654742183
2,0.0007872672199078055,0.0280582825544937,0.02152151147528095,0.06129002035765976,0.8610749834691683
3,0.000628386632040503,0.02506764113434894,0.01718105171249835,0.048401983435839374,0.7462245168448283
4,0.00023225644161348763,0.015239961995145776,0.010582830891424292,0.029564237367804273,-0.215471610531337
5,0.00025455694403003125,0.01595484077106479,0.012677181552375799,0.03462549676000309,0.7912260769452062
6,0.0002122233069601176,0.014567886152771705,0.01155908866526541,0.04219561845793068,0.5980092889461994
7,9.108279749158168e-05,0.009543730795217439,0.007080296036857174,0.03293450300098982,0.908461840156779
8,0.0003603548993122382,0.01898301607522467,0.01436681429912157,0.06039866699079854,0.576539441485582
9,8.982867078595852e-05,0.009477798836542086,0.007215274469530986,0.029596677111341424,0.6868415743429481
10,0.00010056979053181727,0.010028449059142559,0.00771887427863821,0.034978804083852254,0.8302013312341281
11,0.00014939293814490948,0.01222264039170381,0.008750738495794445,0.0704054385738123,0.8610082587230257
Mean,0.00028137748672850594,0.01568572518017306,0.011719342150511243,0.045539529198567325,0.6899524123580854
