TIMESTAMP,GSWIFT_OPEN_PRICE_USD,GSWIFT_HIGH_PRICE_USD,GSWIFT_LOW_PRICE_USD,GSWIFT_CLOSE_PRICE_USD,GSWIFT_VOLUME_USD,GSWIFT_DIVIDENDS_USD,GSWIFT_STOCK_SPLITS_USD
2023-07-21 00:00:00+00:00,0.08376800268888474,0.08434800058603287,0.04983599856495857,0.06672699749469757,2817797,0.0,0.0
2023-07-22 00:00:00+00:00,0.06672900170087814,0.0680219978094101,0.057128001004457474,0.061792001128196716,552892,0.0,0.0
2023-07-23 00:00:00+00:00,0.06178300082683563,0.10105299949645996,0.059080999344587326,0.08696799725294113,1449653,0.0,0.0
2023-07-24 00:00:00+00:00,0.08570100367069244,0.09268400073051453,0.07239200174808502,0.08589400351047516,1898246,0.0,0.0
2023-07-25 00:00:00+00:00,0.08589799702167511,0.09709600359201431,0.07790999859571457,0.08313299715518951,2895895,0.0,0.0
2023-07-26 00:00:00+00:00,0.08313500136137009,0.08557700365781784,0.07052800059318542,0.07584500312805176,4653348,0.0,0.0
2023-07-27 00:00:00+00:00,0.07644899934530258,0.08240500092506409,0.07644899934530258,0.08056800067424774,1572694,0.0,0.0
2023-07-28 00:00:00+00:00,0.08055499941110611,0.08381199836730957,0.07383400201797485,0.08097100257873535,2710545,0.0,0.0
2023-07-29 00:00:00+00:00,0.08096499741077423,0.16881899535655975,0.07872799783945084,0.13777199387550354,5406054,0.0,0.0
2023-07-30 00:00:00+00:00,0.13759100437164307,0.16971200704574585,0.11087200045585632,0.11570800095796585,4048991,0.0,0.0
2023-07-31 00:00:00+00:00,0.11588200181722641,0.13412299752235413,0.1061680018901825,0.11213500052690506,2850196,0.0,0.0
2023-08-01 00:00:00+00:00,0.11212799698114395,0.15212799608707428,0.11212799698114395,0.14113399386405945,3262282,0.0,0.0
2023-08-02 00:00:00+00:00,0.14185599982738495,0.14422999322414398,0.12535500526428223,0.1437389999628067,2266640,0.0,0.0
2023-08-03 00:00:00+00:00,0.14374099671840668,0.1633020043373108,0.14329099655151367,0.1575939953327179,2442750,0.0,0.0
2023-08-04 00:00:00+00:00,0.1575849950313568,0.16504399478435516,0.13947999477386475,0.14692600071430206,1336837,0.0,0.0
2023-08-05 00:00:00+00:00,0.14671100676059723,0.14681899547576904,0.13156799972057343,0.13720500469207764,1526240,0.0,0.0
2023-08-06 00:00:00+00:00,0.13721099495887756,0.15783999860286713,0.13513100147247314,0.15467500686645508,9618310,0.0,0.0
2023-08-07 00:00:00+00:00,0.15467199683189392,0.1654379963874817,0.1501549929380417,0.16543500125408173,4716512,0.0,0.0
2023-08-08 00:00:00+00:00,0.1654289960861206,0.17705099284648895,0.16085800528526306,0.1622920036315918,7784797,0.0,0.0
2023-08-09 00:00:00+00:00,0.16229699552059174,0.17330799996852875,0.14923499524593353,0.15586300194263458,4277625,0.0,0.0
2023-08-10 00:00:00+00:00,0.15583199262619019,0.15583199262619019,0.14181800186634064,0.14880399405956268,236171,0.0,0.0
2023-08-11 00:00:00+00:00,0.1488109976053238,0.14956599473953247,0.1412860006093979,0.14512400329113007,346645,0.0,0.0
2023-08-12 00:00:00+00:00,0.1451209932565689,0.14657500386238098,0.1376499980688095,0.13823899626731873,1021123,0.0,0.0
2023-08-13 00:00:00+00:00,0.1382340043783188,0.13972599804401398,0.1253349930047989,0.13296400010585785,1650369,0.0,0.0
2023-08-14 00:00:00+00:00,0.13296400010585785,0.13309599459171295,0.1267479956150055,0.13019999861717224,1573771,0.0,0.0
2023-08-15 00:00:00+00:00,0.1301800012588501,0.13327600061893463,0.10356900095939636,0.11225999891757965,1231394,0.0,0.0
2023-08-16 00:00:00+00:00,0.11392199993133545,0.11949600279331207,0.09613499790430069,0.09996899962425232,1751948,0.0,0.0
2023-08-17 00:00:00+00:00,0.09998200088739395,0.10164599865674973,0.09292799979448318,0.09453500062227249,874664,0.0,0.0
2023-08-18 00:00:00+00:00,0.09459199756383896,0.10224000364542007,0.09459199756383896,0.09978300333023071,1241422,0.0,0.0
2023-08-19 00:00:00+00:00,0.09978300333023071,0.10321500152349472,0.09249799698591232,0.1018730029463768,1018873,0.0,0.0
2023-08-20 00:00:00+00:00,0.10188400000333786,0.10188400000333786,0.09521500021219254,0.09825800359249115,1107831,0.0,0.0
