TIMESTAMP,BLCK_OPEN_PRICE_USD,BLCK_HIGH_PRICE_USD,BLCK_LOW_PRICE_USD,BLCK_CLOSE_PRICE_USD,BLCK_VOLUME_USD,BLCK_DIVIDENDS_USD,BLCK_STOCK_SPLITS_USD
2025-05-01 00:00:00+00:00,0.00014600000577047467,0.00015500000154133886,0.0001449999981559813,0.00015300000086426735,9740,0.0,0.0
2025-05-02 00:00:00+00:00,0.00015300000086426735,0.00015500000154133886,0.00014800000644754618,0.0001539999939268455,0,0.0,0.0
2025-05-03 00:00:00+00:00,0.0001539999939268455,0.00015500000154133886,0.00014699999883305281,0.00015199999324977398,0,0.0,0.0
2025-05-04 00:00:00+00:00,0.00015199999324977398,0.00017899999511428177,0.00015199999324977398,0.00017299999308306724,9262,0.0,0.0
2025-05-05 00:00:00+00:00,0.00017299999308306724,0.00017699999443721026,0.00016900000628083944,0.00017100000695791095,23928,0.0,0.0
2025-05-06 00:00:00+00:00,0.00017100000695791095,0.0001720000000204891,0.00015799999528098851,0.00015999999595806003,9361,0.0,0.0
2025-05-07 00:00:00+00:00,0.00015999999595806003,0.0001630000042496249,0.00015799999528098851,0.0001610000035725534,4246,0.0,0.0
2025-05-08 00:00:00+00:00,0.0001610000035725534,0.0001990000018849969,0.00015900000289548188,0.00019500000053085387,30351,0.0,0.0
2025-05-09 00:00:00+00:00,0.000195999993593432,0.00021800000104121864,0.0001939999929163605,0.00021399999968707561,88394,0.0,0.0
2025-05-10 00:00:00+00:00,0.00021399999968707561,0.0002570000069681555,0.00021100000594742596,0.0002570000069681555,60243,0.0,0.0
2025-05-11 00:00:00+00:00,0.0002570000069681555,0.00026199998683296144,0.00024900000425986946,0.00026199998683296144,33687,0.0,0.0
2025-05-12 00:00:00+00:00,0.00026199998683296144,0.00027200000477023423,0.00026199998683296144,0.00027200000477023423,2896,0.0,0.0
2025-05-13 00:00:00+00:00,0.00027200000477023423,0.0003009999927598983,0.0002629999944474548,0.0002880000101868063,25446,0.0,0.0
2025-05-14 00:00:00+00:00,0.0002880000101868063,0.000291000003926456,0.0002749999985098839,0.00027799999224953353,33277,0.0,0.0
2025-05-15 00:00:00+00:00,0.00027799999224953353,0.00028199999360367656,0.00026599998818710446,0.00028199999360367656,7903,0.0,0.0
2025-05-16 00:00:00+00:00,0.00028199999360367656,0.0002880000101868063,0.00028199999360367656,0.0002859999949578196,0,0.0,0.0
2025-05-17 00:00:00+00:00,0.0002859999949578196,0.0002859999949578196,0.0002859999949578196,0.0002859999949578196,0,0.0,0.0
2025-05-18 00:00:00+00:00,0.0002859999949578196,0.0002859999949578196,0.0002629999944474548,0.0002629999944474548,0,0.0,0.0
2025-05-19 00:00:00+00:00,0.0002629999944474548,0.0002690000110305846,0.00026000000070780516,0.0002690000110305846,2242,0.0,0.0
2025-05-20 00:00:00+00:00,0.0002690000110305846,0.0002739999908953905,0.00026199998683296144,0.0002699999895412475,13390,0.0,0.0
2025-05-21 00:00:00+00:00,0.0002699999895412475,0.00027799999224953353,0.00026500000967644155,0.00027200000477023423,8137,0.0,0.0
2025-05-22 00:00:00+00:00,0.00027200000477023423,0.0002849999873433262,0.00027200000477023423,0.00028199999360367656,5946,0.0,0.0
2025-05-23 00:00:00+00:00,0.00028199999360367656,0.0002840000088326633,0.0002300000051036477,0.0002300000051036477,0,0.0,0.0
2025-05-24 00:00:00+00:00,0.0002300000051036477,0.0002300000051036477,0.0002300000051036477,0.0002300000051036477,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.0002300000051036477,0.0002300000051036477,0.0002300000051036477,0.0002300000051036477,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.0002300000051036477,0.0002300000051036477,0.0002280000044265762,0.00022899999748915434,1779,0.0,0.0
2025-05-27 00:00:00+00:00,0.00022899999748915434,0.0002410000015515834,0.00022600000374950469,0.00023700000019744039,24088,0.0,0.0
2025-05-28 00:00:00+00:00,0.00023700000019744039,0.0002390000008745119,0.00023400000645779073,0.00023600000713486224,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.00023600000713486224,0.00023600000713486224,0.00023600000713486224,0.00023600000713486224,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.00023600000713486224,0.00023700000019744039,0.00022600000374950469,0.00022600000374950469,15486,0.0,0.0
2025-05-31 00:00:00+00:00,0.00022600000374950469,0.00022899999748915434,0.0002229999954579398,0.00022699999681208283,12506,0.0,0.0
2025-06-01 00:00:00+00:00,0.00022744052694179118,0.00022835255367681384,0.0002233298000646755,0.00022608228027820587,11474,0.0,0.0
