,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.011164902235119999,0.10566400236980338,0.08357959765346823,0.04282711463940003,3298630.293724043,1816.2114792241982,1436.6122873263894,0.04050236864001427,0.39920842206135987
1,0.003923877532902433,0.06264080348139933,0.0509924539319769,0.026781719316120032,1159296.2415894994,1076.7052025718822,876.4867078293006,0.025289563498139805,0.8788135129665634
2,0.007356095515571999,0.08576764404043953,0.07033756285996219,0.027765989886591434,2173333.786644803,1474.222436264469,1209.0012701612902,0.026590456317038966,0.7887473037458715
3,0.011395042135516134,0.10674755990965194,0.07921887994059824,0.0313945062903149,3366626.6993686203,1834.8369206695934,1361.6586805555553,0.030062354430076668,0.6469162333643813
4,0.013516589761511067,0.1162608633454525,0.09279113541343272,0.0287388921685935,4020123.61923806,2005.0244881990975,1600.2677184139777,0.0277753724511314,0.8373648293644509
5,0.008817233816692766,0.09390007471460787,0.07355947649755214,0.026944630809543336,3960308.1813605838,1990.0512020237127,1558.9669513888882,0.026077671095306867,0.6931306344450608
6,0.0018361424413842666,0.0428502308048582,0.031004204117096965,0.025566874783544302,2745528.533839416,1656.9635761963548,1198.8929788306448,0.024562185210587232,0.6136190109009466
7,0.0008641340405908334,0.02939613268238737,0.0204426536726592,0.0205103191222766,1292113.4910389183,1136.7107643455138,790.491097110215,0.019531408309298132,0.8892004674420103
8,0.0009796246230194,0.031298954382269366,0.021642057502992803,0.030933070184117836,3016887.369122768,1736.9188611454267,1201.0144624255947,0.029474177848112532,0.5167713036052074
9,0.0005099793362620666,0.022582716346087398,0.017133132683407565,0.025675024251076733,1791782.7892374136,1338.574570326343,1015.5543313172043,0.024485369049535632,0.785926605062321
10,0.0003045699013555333,0.017451912178325566,0.014235493818050234,0.022542653115296834,1157993.7159359609,1076.0999936822598,877.7730538194443,0.021483170597463002,0.8148088827525853
11,0.0005009576797055333,0.022382080568649265,0.017034075108918936,0.03532988147739383,1904673.742618149,1380.0989730429148,1050.3361752352155,0.0331728239041928,0.8324217634731648
Mean,0.005097429084969336,0.061411914568660984,0.04766422693334301,0.028750889670355783,2490608.205309853,1543.534872307647,1181.421309534477,0.02741724344590811,0.7247440807653268
