TIMESTAMP,BTRS_OPEN_PRICE_USD,BTRS_HIGH_PRICE_USD,BTRS_LOW_PRICE_USD,BTRS_CLOSE_PRICE_USD,BTRS_VOLUME_USD,BTRS_DIVIDENDS_USD,BTRS_STOCK_SPLITS_USD
2019-11-04 00:00:00+00:00,4.719954013824463,4.724046230316162,4.460157871246338,4.718285083770752,9356,0.0,0.0
2019-11-05 00:00:00+00:00,4.718285083770752,8.511298179626465,0.6416590213775635,7.474102973937988,47139,0.0,0.0
2019-11-06 00:00:00+00:00,7.4740681648254395,9.022991180419922,5.9517998695373535,6.5169677734375,30,0.0,0.0
2019-11-07 00:00:00+00:00,6.510194778442383,11.146721839904785,4.715987205505371,9.082660675048828,49,0.0,0.0
2019-11-08 00:00:00+00:00,9.084443092346191,15.787500381469727,4.781869888305664,8.000375747680664,2801,0.0,0.0
2019-11-09 00:00:00+00:00,8.000446319580078,17.46671485900879,1.2920650243759155,7.984984874725342,6771,0.0,0.0
2019-11-10 00:00:00+00:00,7.984178066253662,17.385353088378906,7.141214847564697,7.349507808685303,8330,0.0,0.0
2019-11-11 00:00:00+00:00,7.349507808685303,17.234140396118164,2.511838912963867,2.511838912963867,32,0.0,0.0
2019-11-12 00:00:00+00:00,7.882918834686279,16.19745635986328,2.522218942642212,7.005498886108398,2796,0.0,0.0
2019-11-13 00:00:00+00:00,7.006927967071533,7.9013237953186035,1.30138099193573,5.993500232696533,5354,0.0,0.0
2019-11-14 00:00:00+00:00,5.993805885314941,7.947892189025879,5.144083023071289,7.835525989532471,694,0.0,0.0
2019-11-15 00:00:00+00:00,7.835525989532471,8.715021133422852,1.0953049659729004,8.44901180267334,6104,0.0,0.0
2019-11-16 00:00:00+00:00,8.450942993164062,12.954788208007812,2.1767969131469727,12.759814262390137,229,0.0,0.0
2019-11-17 00:00:00+00:00,12.759814262390137,15.718206405639648,3.9193270206451416,5.166670799255371,19,0.0,0.0
2019-11-18 00:00:00+00:00,5.165536880493164,17.204023361206055,5.1397528648376465,16.53959846496582,1964,0.0,0.0
2019-11-19 00:00:00+00:00,16.54862403869629,16.78028678894043,2.8359711170196533,15.82859992980957,1732,0.0,0.0
2019-11-20 00:00:00+00:00,15.82859992980957,15.85581111907959,1.9778259992599487,15.428629875183105,2517,0.0,0.0
2019-11-21 00:00:00+00:00,15.4287109375,15.44814682006836,2.101280927658081,8.856843948364258,17,0.0,0.0
