,Time,BTC_Market_Cap_USD,ETH_Market_Cap_USD,XRP_Market_Cap_USD,DOGE_Market_Cap_USD,ADA_Market_Cap_USD,LTC_Market_Cap_USD,BCH_Market_Cap_USD,XMR_Market_Cap_USD,DASH_Market_Cap_USD,ZEC_Market_Cap_USD
37,2010-08-23,247957.0,,,,,,,,,
38,2010-08-24,246754.0,,,,,,,,,
39,2010-08-25,249910.0,,,,,,,,,
40,2010-08-26,246034.0,,,,,,,,,
41,2010-08-27,247093.0,,,,,,,,,
42,2010-08-28,247836.0,,,,,,,,,
43,2010-08-29,247616.0,,,,,,,,,
44,2010-08-30,249814.0,,,,,,,,,
45,2010-08-31,239749.0,,,,,,,,,
46,2010-09-01,241850.0,,,,,,,,,
47,2010-09-02,241370.0,,,,,,,,,
48,2010-09-03,236898.0,,,,,,,,,
49,2010-09-04,240865.0,,,,,,,,,
50,2010-09-05,242245.0,,,,,,,,,
51,2010-09-06,243246.0,,,,,,,,,
52,2010-09-07,240403.0,,,,,,,,,
53,2010-09-08,241680.0,,,,,,,,,
54,2010-09-09,240631.0,,,,,,,,,
55,2010-09-10,242208.0,,,,,,,,,
56,2010-09-11,248207.0,,,,,,,,,
57,2010-09-12,244827.0,,,,,,,,,
58,2010-09-13,246505.0,,,,,,,,,
59,2010-09-14,246678.0,,,,,,,,,
60,2010-09-15,245133.0,,,,,,,,,
61,2010-09-16,247451.0,,,,,,,,,
62,2010-09-17,240293.0,,,,,,,,,
63,2010-09-18,241137.0,,,,,,,,,
64,2010-09-19,249124.0,,,,,,,,,
65,2010-09-20,250962.0,,,,,,,,,
66,2010-09-21,254732.0,,,,,,,,,
67,2010-09-22,252735.0,,,,,,,,,
68,2010-09-23,253093.0,,,,,,,,,
69,2010-09-24,253576.0,,,,,,,,,
70,2010-09-25,254162.0,,,,,,,,,
71,2010-09-26,254415.0,,,,,,,,,
72,2010-09-27,255503.0,,,,,,,,,
73,2010-09-28,255390.0,,,,,,,,,
74,2010-09-29,256150.0,,,,,,,,,
75,2010-09-30,256099.0,,,,,,,,,
76,2010-10-01,257006.0,,,,,,,,,
77,2010-10-02,256278.0,,,,,,,,,
78,2010-10-03,254983.0,,,,,,,,,
79,2010-10-04,255315.0,,,,,,,,,
80,2010-10-05,256431.0,,,,,,,,,
81,2010-10-06,259976.0,,,,,,,,,
82,2010-10-07,272850.0,,,,,,,,,
83,2010-10-08,323006.0,,,,,,,,,
84,2010-10-09,371894.0,,,,,,,,,
85,2010-10-10,399357.0,,,,,,,,,
86,2010-10-11,392809.0,,,,,,,,,
87,2010-10-12,399684.0,,,,,,,,,
88,2010-10-13,417586.0,,,,,,,,,
89,2010-10-14,438632.0,,,,,,,,,
90,2010-10-15,436496.0,,,,,,,,,
91,2010-10-16,428869.0,,,,,,,,,
92,2010-10-17,436585.0,,,,,,,,,
93,2010-10-18,440968.0,,,,,,,,,
94,2010-10-19,424161.0,,,,,,,,,
95,2010-10-20,429740.0,,,,,,,,,
96,2010-10-21,442318.0,,,,,,,,,
97,2010-10-22,456965.0,,,,,,,,,
98,2010-10-23,464277.0,,,,,,,,,
99,2010-10-24,485933.0,,,,,,,,,
100,2010-10-25,485067.0,,,,,,,,,
101,2010-10-26,620193.0,,,,,,,,,
102,2010-10-27,743514.0,,,,,,,,,
103,2010-10-28,786908.0,,,,,,,,,
104,2010-10-29,815999.0,,,,,,,,,
105,2010-10-30,854774.0,,,,,,,,,
106,2010-10-31,857209.0,,,,,,,,,
107,2010-11-01,862272.0,,,,,,,,,
108,2010-11-02,859090.0,,,,,,,,,
109,2010-11-03,863242.0,,,,,,,,,
110,2010-11-04,958988.0,,,,,,,,,
111,2010-11-05,1053471.0,,,,,,,,,
112,2010-11-06,1464669.0,,,,,,,,,
113,2010-11-07,1823996.0,,,,,,,,,
114,2010-11-08,1329677.0,,,,,,,,,
115,2010-11-09,1073503.0,,,,,,,,,
116,2010-11-10,1021590.0,,,,,,,,,
117,2010-11-11,1030700.0,,,,,,,,,
118,2010-11-12,1133761.0,,,,,,,,,
119,2010-11-13,1286441.0,,,,,,,,,
120,2010-11-14,1271347.0,,,,,,,,,
121,2010-11-15,1256983.0,,,,,,,,,
122,2010-11-16,1130948.0,,,,,,,,,
123,2010-11-17,1044784.0,,,,,,,,,
124,2010-11-18,1133163.0,,,,,,,,,
125,2010-11-19,1271768.0,,,,,,,,,
126,2010-11-20,1307999.0,,,,,,,,,
127,2010-11-21,1286487.0,,,,,,,,,
128,2010-11-22,1305266.0,,,,,,,,,
129,2010-11-23,1319591.0,,,,,,,,,
130,2010-11-24,1322715.0,,,,,,,,,
131,2010-11-25,1317164.0,,,,,,,,,
132,2010-11-26,1321797.0,,,,,,,,,
133,2010-11-27,1333957.0,,,,,,,,,
134,2010-11-28,1302591.0,,,,,,,,,
135,2010-11-29,1200902.0,,,,,,,,,
136,2010-11-30,1036117.0,,,,,,,,,
137,2010-12-01,1035723.0,,,,,,,,,
138,2010-12-02,1147016.0,,,,,,,,,
139,2010-12-03,1192236.0,,,,,,,,,
140,2010-12-04,1096732.0,,,,,,,,,
141,2010-12-05,979869.0,,,,,,,,,
142,2010-12-06,1027841.0,,,,,,,,,
143,2010-12-07,1025142.0,,,,,,,,,
144,2010-12-08,1152903.0,,,,,,,,,
145,2010-12-09,1028300.0,,,,,,,,,
146,2010-12-10,977448.0,,,,,,,,,
147,2010-12-11,1045083.0,,,,,,,,,
148,2010-12-12,1038959.0,,,,,,,,,
149,2010-12-13,1069970.0,,,,,,,,,
150,2010-12-14,1158192.0,,,,,,,,,
151,2010-12-15,1180486.0,,,,,,,,,
152,2010-12-16,1192818.0,,,,,,,,,
153,2010-12-17,1197451.0,,,,,,,,,
154,2010-12-18,1201197.0,,,,,,,,,
155,2010-12-19,1199237.0,,,,,,,,,
156,2010-12-20,1248252.0,,,,,,,,,
157,2010-12-21,1232762.0,,,,,,,,,
158,2010-12-22,1220279.0,,,,,,,,,
159,2010-12-23,1232226.0,,,,,,,,,
160,2010-12-24,1234032.0,,,,,,,,,
161,2010-12-25,1234385.0,,,,,,,,,
162,2010-12-26,1279977.0,,,,,,,,,
163,2010-12-27,1284582.0,,,,,,,,,
164,2010-12-28,1356546.0,,,,,,,,,
165,2010-12-29,1426287.0,,,,,,,,,
166,2010-12-30,1478682.0,,,,,,,,,
167,2010-12-31,1503735.0,,,,,,,,,
168,2011-01-01,1486083.0,,,,,,,,,
169,2011-01-02,1495199.0,,,,,,,,,
170,2011-01-03,1473717.0,,,,,,,,,
171,2011-01-04,1501129.0,,,,,,,,,
172,2011-01-05,1488066.0,,,,,,,,,
173,2011-01-06,1510679.0,,,,,,,,,
174,2011-01-07,1564730.0,,,,,,,,,
175,2011-01-08,1604317.0,,,,,,,,,
176,2011-01-09,1642113.0,,,,,,,,,
177,2011-01-10,1653887.0,,,,,,,,,
178,2011-01-11,1665903.0,,,,,,,,,
179,2011-01-12,1648580.0,,,,,,,,,
180,2011-01-13,1628193.0,,,,,,,,,
181,2011-01-14,1839657.0,,,,,,,,,
182,2011-01-15,2018566.0,,,,,,,,,
183,2011-01-16,2022140.0,,,,,,,,,
184,2011-01-17,1896996.0,,,,,,,,,
185,2011-01-18,1709854.0,,,,,,,,,
186,2011-01-19,1617830.0,,,,,,,,,
187,2011-01-20,1819830.0,,,,,,,,,
188,2011-01-21,2100121.0,,,,,,,,,
189,2011-01-22,2219215.0,,,,,,,,,
190,2011-01-23,2307038.0,,,,,,,,,
191,2011-01-24,2247218.0,,,,,,,,,
192,2011-01-25,2166682.0,,,,,,,,,
193,2011-01-26,2165552.0,,,,,,,,,
194,2011-01-27,2175749.0,,,,,,,,,
195,2011-01-28,2277703.0,,,,,,,,,
196,2011-01-29,2322378.0,,,,,,,,,
197,2011-01-30,2433551.0,,,,,,,,,
198,2011-01-31,2634576.0,,,,,,,,,
199,2011-02-01,3306594.0,,,,,,,,,
200,2011-02-02,3769488.0,,,,,,,,,
201,2011-02-03,3737529.0,,,,,,,,,
202,2011-02-04,4059217.0,,,,,,,,,
203,2011-02-05,4672256.0,,,,,,,,,
204,2011-02-06,4841577.0,,,,,,,,,
205,2011-02-07,4769676.0,,,,,,,,,
206,2011-02-08,4827676.0,,,,,,,,,
207,2011-02-09,5335378.0,,,,,,,,,
208,2011-02-10,5519931.0,,,,,,,,,
209,2011-02-11,5501868.0,,,,,,,,,
210,2011-02-12,5618644.0,,,,,,,,,
211,2011-02-13,5659050.0,,,,,,,,,
212,2011-02-14,5693466.0,,,,,,,,,
213,2011-02-15,5690289.0,,,,,,,,,
214,2011-02-16,5675041.0,,,,,,,,,
215,2011-02-17,5660045.0,,,,,,,,,
216,2011-02-18,5250148.0,,,,,,,,,
217,2011-02-19,4869726.0,,,,,,,,,
218,2011-02-20,4910766.0,,,,,,,,,
219,2011-02-21,4555463.0,,,,,,,,,
220,2011-02-22,4712656.0,,,,,,,,,
221,2011-02-23,4968106.0,,,,,,,,,
222,2011-02-24,5326925.0,,,,,,,,,
223,2011-02-25,5184453.0,,,,,,,,,
224,2011-02-26,5161893.0,,,,,,,,,
225,2011-02-27,5116373.0,,,,,,,,,
226,2011-02-28,4855975.0,,,,,,,,,
227,2011-03-01,4946502.0,,,,,,,,,
228,2011-03-02,5174268.0,,,,,,,,,
229,2011-03-03,5158902.0,,,,,,,,,
230,2011-03-04,5053686.0,,,,,,,,,
231,2011-03-05,5089695.0,,,,,,,,,
232,2011-03-06,5072589.0,,,,,,,,,
233,2011-03-07,4931343.0,,,,,,,,,
234,2011-03-08,4940573.0,,,,,,,,,
235,2011-03-09,4838241.0,,,,,,,,,
236,2011-03-10,5075470.0,,,,,,,,,
237,2011-03-11,5002993.0,,,,,,,,,
238,2011-03-12,5087980.0,,,,,,,,,
239,2011-03-13,5078690.0,,,,,,,,,
240,2011-03-14,5069440.0,,,,,,,,,
241,2011-03-15,5010595.0,,,,,,,,,
242,2011-03-16,4904990.0,,,,,,,,,
243,2011-03-17,4752721.0,,,,,,,,,
244,2011-03-18,4747100.0,,,,,,,,,
245,2011-03-19,4394547.0,,,,,,,,,
246,2011-03-20,4299008.0,,,,,,,,,
247,2011-03-21,4345436.0,,,,,,,,,
248,2011-03-22,4487167.0,,,,,,,,,
249,2011-03-23,4754613.0,,,,,,,,,
250,2011-03-24,4873492.0,,,,,,,,,
251,2011-03-25,5028655.0,,,,,,,,,
252,2011-03-26,5002625.0,,,,,,,,,
253,2011-03-27,4749491.0,,,,,,,,,
254,2011-03-28,4668815.0,,,,,,,,,
255,2011-03-29,4595963.0,,,,,,,,,
256,2011-03-30,4575841.0,,,,,,,,,
257,2011-03-31,4559162.0,,,,,,,,,
258,2011-04-01,4494838.0,,,,,,,,,
259,2011-04-02,4523679.0,,,,,,,,,
260,2011-04-03,4542325.0,,,,,,,,,
261,2011-04-04,4246099.0,,,,,,,,,
262,2011-04-05,4086215.0,,,,,,,,,
263,2011-04-06,4349403.0,,,,,,,,,
264,2011-04-07,4396182.0,,,,,,,,,
265,2011-04-08,4407240.0,,,,,,,,,
266,2011-04-09,4343919.0,,,,,,,,,
267,2011-04-10,4369999.0,,,,,,,,,
268,2011-04-11,4435296.0,,,,,,,,,
269,2011-04-12,4829904.0,,,,,,,,,
270,2011-04-13,5261004.0,,,,,,,,,
271,2011-04-14,5732314.0,,,,,,,,,
272,2011-04-15,5890780.0,,,,,,,,,
273,2011-04-16,6028217.0,,,,,,,,,
274,2011-04-17,6411878.0,,,,,,,,,
275,2011-04-18,6839451.0,,,,,,,,,
276,2011-04-19,7023057.0,,,,,,,,,
277,2011-04-20,6923070.0,,,,,,,,,
278,2011-04-21,7017931.0,,,,,,,,,
279,2011-04-22,7823965.0,,,,,,,,,
280,2011-04-23,9248175.0,,,,,,,,,
281,2011-04-24,10279533.0,,,,,,,,,
282,2011-04-25,9570399.0,,,,,,,,,
283,2011-04-26,10135612.0,,,,,,,,,
284,2011-04-27,11079074.0,,,,,,,,,
285,2011-04-28,12333888.0,,,,,,,,,
286,2011-04-29,15367056.0,,,,,,,,,
287,2011-04-30,19437951.0,,,,,,,,,
288,2011-05-01,19783564.0,,,,,,,,,
289,2011-05-02,19102213.0,,,,,,,,,
290,2011-05-03,20078536.0,,,,,,,,,
291,2011-05-04,20935716.0,,,,,,,,,
292,2011-05-05,20522274.0,,,,,,,,,
293,2011-05-06,20713926.0,,,,,,,,,
294,2011-05-07,21686760.0,,,,,,,,,
295,2011-05-08,22998889.0,,,,,,,,,
296,2011-05-09,23539345.0,,,,,,,,,
297,2011-05-10,29582943.0,,,,,,,,,
298,2011-05-11,34800892.0,,,,,,,,,
299,2011-05-12,36366224.0,,,,,,,,,
300,2011-05-13,44842418.0,,,,,,,,,
301,2011-05-14,47391710.0,,,,,,,,,
302,2011-05-15,43365851.0,,,,,,,,,
303,2011-05-16,46655597.0,,,,,,,,,
304,2011-05-17,47421133.0,,,,,,,,,
305,2011-05-18,43874393.0,,,,,,,,,
306,2011-05-19,42227440.0,,,,,,,,,
307,2011-05-20,38791995.0,,,,,,,,,
308,2011-05-21,37368275.0,,,,,,,,,
309,2011-05-22,40293249.0,,,,,,,,,
310,2011-05-23,43551774.0,,,,,,,,,
311,2011-05-24,45953100.0,,,,,,,,,
312,2011-05-25,50234175.0,,,,,,,,,
313,2011-05-26,54027876.0,,,,,,,,,
314,2011-05-27,54637500.0,,,,,,,,,
315,2011-05-28,53595112.0,,,,,,,,,
316,2011-05-29,53182720.0,,,,,,,,,
317,2011-05-30,55006122.0,,,,,,,,,
318,2011-05-31,56007097.0,,,,,,,,,
319,2011-06-01,58534315.0,,,,,,,,,
320,2011-06-02,64667774.0,,,,,,,,,
321,2011-06-03,79801091.0,,,,,,,,,
322,2011-06-04,105971985.0,,,,,,,,,
323,2011-06-05,114729496.0,,,,,,,,,
324,2011-06-06,113574295.0,,,,,,,,,
325,2011-06-07,136161191.0,,,,,,,,,
326,2011-06-08,173237555.0,,,,,,,,,
327,2011-06-09,190410351.0,,,,,,,,,
328,2011-06-10,171412543.0,,,,,,,,,
329,2011-06-11,125368326.0,,,,,,,,,
330,2011-06-12,108349814.0,,,,,,,,,
331,2011-06-13,125141673.0,,,,,,,,,
332,2011-06-14,127619646.0,,,,,,,,,
333,2011-06-15,126848024.0,,,,,,,,,
334,2011-06-16,119674374.0,,,,,,,,,
335,2011-06-17,107299892.0,,,,,,,,,
336,2011-06-18,108139030.0,,,,,,,,,
337,2011-06-19,113141466.0,,,,,,,,,
338,2011-06-20,112145599.0,,,,,,,,,
339,2011-06-21,112344499.0,,,,,,,,,
340,2011-06-22,112559549.0,,,,,,,,,
341,2011-06-23,112780549.0,,,,,,,,,
342,2011-06-24,112984549.0,,,,,,,,,
343,2011-06-25,113168149.0,,,,,,,,,
344,2011-06-26,113156483.0,,,,,,,,,
345,2011-06-27,110747895.0,,,,,,,,,
346,2011-06-28,112557331.0,,,,,,,,,
347,2011-06-29,113026898.0,,,,,,,,,
348,2011-06-30,110316372.0,,,,,,,,,
349,2011-07-01,105525896.0,,,,,,,,,
350,2011-07-02,103308875.0,,,,,,,,,
351,2011-07-03,103673522.0,,,,,,,,,
352,2011-07-04,98618830.0,,,,,,,,,
353,2011-07-05,90265146.0,,,,,,,,,
354,2011-07-06,93468567.0,,,,,,,,,
355,2011-07-07,99546500.0,,,,,,,,,
356,2011-07-08,98344105.0,,,,,,,,,
357,2011-07-09,97123416.0,,,,,,,,,
358,2011-07-10,99199068.0,,,,,,,,,
359,2011-07-11,98736678.0,,,,,,,,,
360,2011-07-12,95826667.0,,,,,,,,,
361,2011-07-13,95110418.0,,,,,,,,,
362,2011-07-14,95214774.0,,,,,,,,,
363,2011-07-15,94770188.0,,,,,,,,,
364,2011-07-16,93924129.0,,,,,,,,,
365,2011-07-17,91811943.0,,,,,,,,,
366,2011-07-18,91108799.0,,,,,,,,,
367,2011-07-19,93553077.0,,,,,,,,,
368,2011-07-20,94515688.0,,,,,,,,,
369,2011-07-21,93782959.0,,,,,,,,,
370,2011-07-22,93802991.0,,,,,,,,,
371,2011-07-23,94162522.0,,,,,,,,,
372,2011-07-24,95262303.0,,,,,,,,,
373,2011-07-25,96609057.0,,,,,,,,,
374,2011-07-26,96324767.0,,,,,,,,,
375,2011-07-27,96135244.0,,,,,,,,,
376,2011-07-28,94732479.0,,,,,,,,,
377,2011-07-29,93478440.0,,,,,,,,,
378,2011-07-30,93739662.0,,,,,,,,,
379,2011-07-31,93337828.0,,,,,,,,,
380,2011-08-01,91920488.0,,,,,,,,,
381,2011-08-02,87510311.0,,,,,,,,,
382,2011-08-03,74241908.0,,,,,,,,,
383,2011-08-04,69885549.0,,,,,,,,,
384,2011-08-05,71603180.0,,,,,,,,,
385,2011-08-06,56927267.0,,,,,,,,,
386,2011-08-07,50487855.0,,,,,,,,,
387,2011-08-08,54961459.0,,,,,,,,,
388,2011-08-09,62338688.0,,,,,,,,,
389,2011-08-10,69979908.0,,,,,,,,,
390,2011-08-11,68654202.0,,,,,,,,,
391,2011-08-12,66515485.0,,,,,,,,,
392,2011-08-13,68963042.0,,,,,,,,,
393,2011-08-14,73691602.0,,,,,,,,,
394,2011-08-15,77341870.0,,,,,,,,,
395,2011-08-16,78037102.0,,,,,,,,,
396,2011-08-17,77235628.0,,,,,,,,,
397,2011-08-18,77094303.0,,,,,,,,,
398,2011-08-19,79551134.0,,,,,,,,,
399,2011-08-20,81854001.0,,,,,,,,,
400,2011-08-21,80718046.0,,,,,,,,,
401,2011-08-22,78828301.0,,,,,,,,,
402,2011-08-23,77652473.0,,,,,,,,,
403,2011-08-24,77529355.0,,,,,,,,,
404,2011-08-25,73033274.0,,,,,,,,,
405,2011-08-26,63580558.0,,,,,,,,,
406,2011-08-27,59839347.0,,,,,,,,,
407,2011-08-28,63074803.0,,,,,,,,,
408,2011-08-29,64477097.0,,,,,,,,,
409,2011-08-30,63541612.0,,,,,,,,,
410,2011-08-31,60845806.0,,,,,,,,,
411,2011-09-01,58832625.0,,,,,,,,,
412,2011-09-02,60602524.0,,,,,,,,,
413,2011-09-03,61354172.0,,,,,,,,,
414,2011-09-04,59841683.0,,,,,,,,,
415,2011-09-05,56591212.0,,,,,,,,,
416,2011-09-06,52152755.0,,,,,,,,,
417,2011-09-07,50675815.0,,,,,,,,,
418,2011-09-08,49563408.0,,,,,,,,,
419,2011-09-09,41773432.0,,,,,,,,,
420,2011-09-10,35429397.0,,,,,,,,,
421,2011-09-11,38519277.0,,,,,,,,,
422,2011-09-12,43552631.0,,,,,,,,,
423,2011-09-13,42983208.0,,,,,,,,,
424,2011-09-14,41533805.0,,,,,,,,,
425,2011-09-15,38014137.0,,,,,,,,,
426,2011-09-16,35146702.0,,,,,,,,,
427,2011-09-17,34920546.0,,,,,,,,,
428,2011-09-18,36302669.0,,,,,,,,,
429,2011-09-19,38901942.0,,,,,,,,,
430,2011-09-20,42266003.0,,,,,,,,,
431,2011-09-21,42947875.0,,,,,,,,,
432,2011-09-22,40509097.0,,,,,,,,,
433,2011-09-23,40195074.0,,,,,,,,,
434,2011-09-24,40375234.0,,,,,,,,,
435,2011-09-25,39444168.0,,,,,,,,,
436,2011-09-26,37459854.0,,,,,,,,,
437,2011-09-27,35970726.0,,,,,,,,,
438,2011-09-28,35645668.0,,,,,,,,,
439,2011-09-29,35206533.0,,,,,,,,,
440,2011-09-30,36480805.0,,,,,,,,,
441,2011-10-01,37627371.0,,,,,,,,,
442,2011-10-02,37146923.0,,,,,,,,,
443,2011-10-03,37146308.0,,,,,,,,,
444,2011-10-04,36934846.0,,,,,,,,,
445,2011-10-05,36392626.0,,,,,,,,,
446,2011-10-06,35592411.0,,,,,,,,,
447,2011-10-07,33454218.0,,,,,,,,,
448,2011-10-08,30851929.0,,,,,,,,,
449,2011-10-09,30133971.0,,,,,,,,,
450,2011-10-10,30492725.0,,,,,,,,,
451,2011-10-11,29742486.0,,,,,,,,,
452,2011-10-12,30089451.0,,,,,,,,,
453,2011-10-13,30584526.0,,,,,,,,,
454,2011-10-14,30001001.0,,,,,,,,,
455,2011-10-15,29226712.0,,,,,,,,,
456,2011-10-16,27646716.0,,,,,,,,,
457,2011-10-17,22873329.0,,,,,,,,,
458,2011-10-18,18562360.0,,,,,,,,,
459,2011-10-19,17561280.0,,,,,,,,,
460,2011-10-20,17235755.0,,,,,,,,,
461,2011-10-21,18456925.0,,,,,,,,,
462,2011-10-22,21583438.0,,,,,,,,,
463,2011-10-23,23467658.0,,,,,,,,,
464,2011-10-24,21322693.0,,,,,,,,,
465,2011-10-25,19920676.0,,,,,,,,,
466,2011-10-26,20813866.0,,,,,,,,,
467,2011-10-27,21908653.0,,,,,,,,,
468,2011-10-28,23495822.0,,,,,,,,,
469,2011-10-29,25478971.0,,,,,,,,,
470,2011-10-30,25875312.0,,,,,,,,,
471,2011-10-31,24654531.0,,,,,,,,,
472,2011-11-01,24233900.0,,,,,,,,,
473,2011-11-02,24251145.0,,,,,,,,,
474,2011-11-03,24275878.0,,,,,,,,,
475,2011-11-04,23818274.0,,,,,,,,,
476,2011-11-05,23083938.0,,,,,,,,,
477,2011-11-06,22538113.0,,,,,,,,,
478,2011-11-07,22697565.0,,,,,,,,,
479,2011-11-08,23009885.0,,,,,,,,,
480,2011-11-09,22949531.0,,,,,,,,,
481,2011-11-10,22202938.0,,,,,,,,,
482,2011-11-11,22609640.0,,,,,,,,,
483,2011-11-12,23303843.0,,,,,,,,,
484,2011-11-13,23060671.0,,,,,,,,,
485,2011-11-14,19972464.0,,,,,,,,,
486,2011-11-15,17435098.0,,,,,,,,,
487,2011-11-16,18764150.0,,,,,,,,,
488,2011-11-17,18503766.0,,,,,,,,,
489,2011-11-18,16589987.0,,,,,,,,,
490,2011-11-19,16214391.0,,,,,,,,,
491,2011-11-20,16940990.0,,,,,,,,,
492,2011-11-21,17309342.0,,,,,,,,,
493,2011-11-22,17806113.0,,,,,,,,,
494,2011-11-23,17992509.0,,,,,,,,,
495,2011-11-24,18386099.0,,,,,,,,,
496,2011-11-25,19116456.0,,,,,,,,,
497,2011-11-26,19101681.0,,,,,,,,,
498,2011-11-27,19170398.0,,,,,,,,,
499,2011-11-28,19494170.0,,,,,,,,,
500,2011-11-29,20558432.0,,,,,,,,,
501,2011-11-30,22196907.0,,,,,,,,,
502,2011-12-01,23534418.0,,,,,,,,,
503,2011-12-02,24018254.0,,,,,,,,,
504,2011-12-03,23028326.0,,,,,,,,,
505,2011-12-04,21912835.0,,,,,,,,,
506,2011-12-05,22270500.0,,,,,,,,,
507,2011-12-06,23082539.0,,,,,,,,,
508,2011-12-07,23529727.0,,,,,,,,,
509,2011-12-08,23365972.0,,,,,,,,,
510,2011-12-09,23309085.0,,,,,,,,,
511,2011-12-10,23605434.0,,,,,,,,,
512,2011-12-11,24769647.0,,,,,,,,,
513,2011-12-12,25087919.0,,,,,,,,,
514,2011-12-13,25254062.0,,,,,,,,,
515,2011-12-14,25099519.0,,,,,,,,,
516,2011-12-15,24969355.0,,,,,,,,,
517,2011-12-16,25210559.0,,,,,,,,,
518,2011-12-17,25245994.0,,,,,,,,,
519,2011-12-18,25170535.0,,,,,,,,,
520,2011-12-19,26530398.0,,,,,,,,,
521,2011-12-20,29551737.0,,,,,,,,,
522,2011-12-21,30922133.0,,,,,,,,,
523,2011-12-22,30774474.0,,,,,,,,,
524,2011-12-23,31086708.0,,,,,,,,,
525,2011-12-24,31312685.0,,,,,,,,,
526,2011-12-25,32446893.0,,,,,,,,,
527,2011-12-26,32792714.0,,,,,,,,,
528,2011-12-27,32228244.0,,,,,,,,,
529,2011-12-28,32908979.0,,,,,,,,,
530,2011-12-29,33381804.0,,,,,,,,,
531,2011-12-30,33602360.0,,,,,,,,,
532,2011-12-31,35855139.0,,,,,,,,,
533,2012-01-01,39880989.0,,,,,,,,,
534,2012-01-02,41962352.0,,,,,,,,,
535,2012-01-03,40473046.0,,,,,,,,,
536,2012-01-04,41949464.0,,,,,,,,,
537,2012-01-05,50289956.0,,,,,,,,,
538,2012-01-06,54849906.0,,,,,,,,,
539,2012-01-07,54354184.0,,,,,,,,,
540,2012-01-08,56001044.0,,,,,,,,,
541,2012-01-09,54078111.0,,,,,,,,,
542,2012-01-10,51224731.0,,,,,,,,,
543,2012-01-11,53936795.0,,,,,,,,,
544,2012-01-12,55407211.0,,,,,,,,,
545,2012-01-13,53397862.0,,,,,,,,,
546,2012-01-14,53360929.0,,,,,,,,,
547,2012-01-15,55769250.0,,,,,,,,,
548,2012-01-16,55540746.0,,,,,,,,,
549,2012-01-17,49848176.0,,,,,,,,,
550,2012-01-18,46652290.0,,,,,,,,,
551,2012-01-19,49983963.0,,,,,,,,,
552,2012-01-20,52319698.0,,,,,,,,,
553,2012-01-21,51697937.0,,,,,,,,,
554,2012-01-22,50998395.0,,,,,,,,,
555,2012-01-23,51744402.0,,,,,,,,,
556,2012-01-24,51715541.0,,,,,,,,,
557,2012-01-25,49278287.0,,,,,,,,,
558,2012-01-26,45637501.0,,,,,,,,,
559,2012-01-27,43593001.0,,,,,,,,,
560,2012-01-28,44806878.0,,,,,,,,,
561,2012-01-29,45207726.0,,,,,,,,,
562,2012-01-30,44693933.0,,,,,,,,,
563,2012-01-31,45169828.0,,,,,,,,,
564,2012-02-01,47827265.0,,,,,,,,,
565,2012-02-02,50140702.0,,,,,,,,,
566,2012-02-03,49770063.0,,,,,,,,,
567,2012-02-04,48883844.0,,,,,,,,,
568,2012-02-05,47809313.0,,,,,,,,,
569,2012-02-06,45988545.0,,,,,,,,,
570,2012-02-07,46279869.0,,,,,,,,,
571,2012-02-08,46803124.0,,,,,,,,,
572,2012-02-09,47424934.0,,,,,,,,,
573,2012-02-10,48764614.0,,,,,,,,,
574,2012-02-11,47826538.0,,,,,,,,,
