,Time,ZEC_Average_Price_USD_3,NEM_Average_Price_USD_3,LUNA_Average_Price_USD_3,MATIC_Average_Price_USD_3
235,2015-11-21,,0.000103,,
236,2015-11-22,,0.000106,,
237,2015-11-23,,0.000102,,
238,2015-11-24,,,,
239,2015-11-25,,0.000111,,
240,2015-11-26,,0.000111,,
241,2015-11-27,,0.000105,,
242,2015-11-28,,0.000106,,
243,2015-11-29,,0.000103,,
244,2015-11-30,,,,
245,2015-12-01,,0.000119,,
246,2015-12-02,,0.000112,,
247,2015-12-03,,0.000107,,
248,2015-12-04,,0.000113,,
249,2015-12-05,,0.00012,,
250,2015-12-06,,0.000111,,
251,2015-12-07,,0.000107,,
252,2015-12-08,,0.000128,,
253,2015-12-09,,0.000136,,
254,2015-12-10,,,,
255,2015-12-11,,,,
256,2015-12-12,,0.000127,,
257,2015-12-13,,0.000145,,
258,2015-12-14,,0.00014,,
259,2015-12-15,,0.000126,,
260,2015-12-16,,0.000147,,
261,2015-12-17,,0.000246,,
262,2015-12-18,,0.000206,,
263,2015-12-19,,0.000183,,
264,2015-12-20,,0.000154,,
265,2015-12-21,,0.000171,,
266,2015-12-22,,0.000195,,
267,2015-12-23,,0.0002,,
268,2015-12-24,,0.000186,,
269,2015-12-25,,0.000188,,
270,2015-12-26,,0.000171,,
271,2015-12-27,,0.000153,,
272,2015-12-28,,0.00015,,
273,2015-12-29,,0.000153,,
274,2015-12-30,,0.000159,,
275,2015-12-31,,0.000156,,
276,2016-01-01,,0.000163,,
277,2016-01-02,,0.000169,,
278,2016-01-03,,0.000166,,
279,2016-01-04,,0.000193,,
280,2016-01-05,,0.000193,,
281,2016-01-06,,0.000188,,
282,2016-01-07,,0.000226,,
283,2016-01-08,,0.000258,,
284,2016-01-09,,0.000257,,
285,2016-01-10,,0.000256,,
286,2016-01-11,,0.000253,,
287,2016-01-12,,0.000254,,
288,2016-01-13,,0.000253,,
289,2016-01-14,,0.000278,,
290,2016-01-15,,0.00029,,
291,2016-01-16,,0.000265,,
292,2016-01-17,,0.000287,,
293,2016-01-18,,0.000331,,
294,2016-01-19,,0.000412,,
295,2016-01-20,,0.000553,,
296,2016-01-21,,0.000538,,
297,2016-01-22,,0.000441,,
298,2016-01-23,,0.00047,,
299,2016-01-24,,0.000428,,
300,2016-01-25,,0.000394,,
301,2016-01-26,,0.000407,,
302,2016-01-27,,0.000416,,
303,2016-01-28,,0.000415,,
304,2016-01-29,,0.0004,,
305,2016-01-30,,0.00045,,
306,2016-01-31,,0.000463,,
307,2016-02-01,,0.00048,,
308,2016-02-02,,0.00055,,
309,2016-02-03,,0.000647,,
310,2016-02-04,,0.00061,,
311,2016-02-05,,0.000618,,
312,2016-02-06,,0.000631,,
313,2016-02-07,,0.000615,,
314,2016-02-08,,0.000604,,
315,2016-02-09,,0.000577,,
316,2016-02-10,,0.000554,,
317,2016-02-11,,0.000545,,
318,2016-02-12,,0.00058,,
319,2016-02-13,,0.000572,,
320,2016-02-14,,0.000573,,
321,2016-02-15,,0.000584,,
322,2016-02-16,,0.000554,,
323,2016-02-17,,0.000517,,
324,2016-02-18,,0.000477,,
325,2016-02-19,,0.000553,,
326,2016-02-20,,0.000629,,
327,2016-02-21,,0.000624,,
328,2016-02-22,,0.000699,,
329,2016-02-23,,0.00066,,
330,2016-02-24,,0.00067,,
331,2016-02-25,,0.000645,,
332,2016-02-26,,0.000635,,
333,2016-02-27,,0.000646,,
334,2016-02-28,,0.000638,,
335,2016-02-29,,0.000656,,
336,2016-03-01,,0.000638,,
337,2016-03-02,,0.000628,,
338,2016-03-03,,0.000623,,
339,2016-03-04,,0.000625,,
340,2016-03-05,,0.000663,,
341,2016-03-06,,0.000865,,
342,2016-03-07,,0.00144,,
343,2016-03-08,,0.00159,,
344,2016-03-09,,0.0014,,
345,2016-03-10,,0.00138,,
346,2016-03-11,,0.00137,,
347,2016-03-12,,0.00135,,
348,2016-03-13,,0.00134,,
349,2016-03-14,,0.00129,,
350,2016-03-15,,0.00124,,
351,2016-03-16,,0.00119,,
352,2016-03-17,,0.00122,,
353,2016-03-18,,0.00123,,
354,2016-03-19,,0.00123,,
355,2016-03-20,,0.00125,,
356,2016-03-21,,0.00123,,
357,2016-03-22,,0.00126,,
358,2016-03-23,,0.00127,,
359,2016-03-24,,0.00127,,
360,2016-03-25,,0.00126,,
361,2016-03-26,,0.0014,,
362,2016-03-27,,0.0015,,
363,2016-03-28,,0.00151,,
364,2016-03-29,,0.00156,,
365,2016-03-30,,0.00151,,
366,2016-03-31,,0.00146,,
367,2016-04-01,,0.0015,,
368,2016-04-02,,0.00141,,
369,2016-04-03,,0.0014,,
370,2016-04-04,,0.00132,,
371,2016-04-05,,0.00135,,
372,2016-04-06,,0.00136,,
373,2016-04-07,,0.00136,,
374,2016-04-08,,0.00137,,
375,2016-04-09,,0.00139,,
376,2016-04-10,,0.00139,,
377,2016-04-11,,0.0014,,
378,2016-04-12,,0.00138,,
379,2016-04-13,,0.00137,,
380,2016-04-14,,0.00146,,
381,2016-04-15,,0.0015,,
382,2016-04-16,,0.00144,,
383,2016-04-17,,0.00147,,
384,2016-04-18,,0.00154,,
385,2016-04-19,,0.00158,,
386,2016-04-20,,0.00165,,
387,2016-04-21,,0.00164,,
388,2016-04-22,,0.00157,,
389,2016-04-23,,0.00159,,
390,2016-04-24,,0.00155,,
391,2016-04-25,,0.00152,,
392,2016-04-26,,0.00153,,
393,2016-04-27,,0.00158,,
394,2016-04-28,,0.00163,,
395,2016-04-29,,0.0016,,
396,2016-04-30,,0.00163,,
397,2016-05-01,,0.00161,,
398,2016-05-02,,0.00159,,
399,2016-05-03,,0.00157,,
400,2016-05-04,,0.00156,,
401,2016-05-05,,0.00154,,
402,2016-05-06,,0.00154,,
403,2016-05-07,,0.00157,,
404,2016-05-08,,0.00152,,
405,2016-05-09,,0.0015,,
406,2016-05-10,,0.00149,,
407,2016-05-11,,0.00152,,
408,2016-05-12,,0.00153,,
409,2016-05-13,,0.00154,,
410,2016-05-14,,0.00147,,
411,2016-05-15,,0.00146,,
412,2016-05-16,,0.00153,,
413,2016-05-17,,0.00148,,
414,2016-05-18,,0.00147,,
415,2016-05-19,,0.00147,,
416,2016-05-20,,0.0017,,
417,2016-05-21,,0.00164,,
418,2016-05-22,,0.00166,,
419,2016-05-23,,0.00168,,
420,2016-05-24,,0.00166,,
421,2016-05-25,,0.00164,,
422,2016-05-26,,0.00157,,
423,2016-05-27,,0.0015,,
424,2016-05-28,,0.00157,,
425,2016-05-29,,0.00154,,
426,2016-05-30,,0.00162,,
427,2016-05-31,,0.00181,,
428,2016-06-01,,0.00189,,
429,2016-06-02,,0.00196,,
430,2016-06-03,,0.00197,,
431,2016-06-04,,0.00202,,
432,2016-06-05,,0.002,,
433,2016-06-06,,0.00199,,
434,2016-06-07,,0.00205,,
435,2016-06-08,,0.00198,,
436,2016-06-09,,0.00189,,
437,2016-06-10,,0.0019,,
438,2016-06-11,,0.00191,,
439,2016-06-12,,0.00202,,
440,2016-06-13,,0.00213,,
441,2016-06-14,,0.00229,,
442,2016-06-15,,0.00234,,
443,2016-06-16,,0.00251,,
444,2016-06-17,,0.00259,,
445,2016-06-18,,0.00269,,
446,2016-06-19,,0.0044,,
447,2016-06-20,,0.0056,,
448,2016-06-21,,0.00501,,
449,2016-06-22,,0.00465,,
450,2016-06-23,,0.00437,,
451,2016-06-24,,0.00588,,
452,2016-06-25,,0.00722,,
453,2016-06-26,,0.00687,,
454,2016-06-27,,0.00794,,
455,2016-06-28,,0.0126,,
456,2016-06-29,,0.0111,,
457,2016-06-30,,0.0108,,
458,2016-07-01,,0.0111,,
459,2016-07-02,,0.0104,,
460,2016-07-03,,0.0106,,
461,2016-07-04,,0.011,,
462,2016-07-05,,0.0101,,
463,2016-07-06,,0.00956,,
464,2016-07-07,,0.0078,,
465,2016-07-08,,0.00831,,
466,2016-07-09,,0.00808,,
467,2016-07-10,,0.00807,,
468,2016-07-11,,0.00817,,
469,2016-07-12,,0.00889,,
470,2016-07-13,,0.00892,,
471,2016-07-14,,0.0085,,
472,2016-07-15,,0.00808,,
473,2016-07-16,,0.00801,,
474,2016-07-17,,0.00778,,
475,2016-07-18,,0.00759,,
476,2016-07-19,,0.00698,,
477,2016-07-20,,0.007,,
478,2016-07-21,,0.00693,,
479,2016-07-22,,0.00674,,
480,2016-07-23,,0.0071,,
481,2016-07-24,,0.00689,,
482,2016-07-25,,0.00687,,
483,2016-07-26,,0.00672,,
484,2016-07-27,,0.00666,,
485,2016-07-28,,0.00659,,
486,2016-07-29,,0.00656,,
487,2016-07-30,,0.0066,,
488,2016-07-31,,0.00669,,
489,2016-08-01,,0.00652,,
490,2016-08-02,,0.00572,,
491,2016-08-03,,0.00507,,
492,2016-08-04,,0.00532,,
493,2016-08-05,,0.00525,,
494,2016-08-06,,0.00521,,
495,2016-08-07,,0.00517,,
496,2016-08-08,,0.00505,,
497,2016-08-09,,0.00524,,
498,2016-08-10,,0.00559,,
499,2016-08-11,,0.00564,,
500,2016-08-12,,0.00635,,
501,2016-08-13,,0.00664,,
502,2016-08-14,,0.00647,,
503,2016-08-15,,0.00639,,
504,2016-08-16,,0.00618,,
505,2016-08-17,,0.00621,,
506,2016-08-18,,0.00637,,
507,2016-08-19,,0.00663,,
508,2016-08-20,,0.00652,,
509,2016-08-21,,0.00639,,
510,2016-08-22,,0.00631,,
511,2016-08-23,,0.00589,,
512,2016-08-24,,0.00571,,
513,2016-08-25,,0.00591,,
514,2016-08-26,,0.006,,
515,2016-08-27,,0.0057,,
516,2016-08-28,,0.00585,,
517,2016-08-29,,0.00589,,
518,2016-08-30,,0.00586,,
519,2016-08-31,,0.00574,,
520,2016-09-01,,0.00557,,
521,2016-09-02,,0.00567,,
522,2016-09-03,,0.00568,,
523,2016-09-04,,0.00565,,
524,2016-09-05,,0.00563,,
525,2016-09-06,,0.00557,,
526,2016-09-07,,0.00569,,
527,2016-09-08,,0.00567,,
528,2016-09-09,,0.00583,,
529,2016-09-10,,0.00595,,
530,2016-09-11,,0.00588,,
531,2016-09-12,,0.00573,,
532,2016-09-13,,0.0058,,
533,2016-09-14,,0.00577,,
534,2016-09-15,,0.0057,,
535,2016-09-16,,0.00555,,
536,2016-09-17,,0.00537,,
537,2016-09-18,,0.00521,,
538,2016-09-19,,0.00522,,
539,2016-09-20,,0.00521,,
540,2016-09-21,,0.00524,,
541,2016-09-22,,0.00536,,
542,2016-09-23,,0.00523,,
543,2016-09-24,,0.00521,,
544,2016-09-25,,0.00511,,
545,2016-09-26,,0.00509,,
546,2016-09-27,,0.00474,,
547,2016-09-28,,0.00464,,
548,2016-09-29,,0.00443,,
549,2016-09-30,,0.00432,,
550,2016-10-01,,0.00444,,
551,2016-10-02,,0.00439,,
552,2016-10-03,,0.00427,,
553,2016-10-04,,0.00431,,
554,2016-10-05,,0.00429,,
555,2016-10-06,,0.00438,,
556,2016-10-07,,0.00422,,
557,2016-10-08,,0.00396,,
558,2016-10-09,,0.00388,,
559,2016-10-10,,0.00368,,
560,2016-10-11,,0.00406,,
561,2016-10-12,,0.00415,,
562,2016-10-13,,0.004,,
563,2016-10-14,,0.00421,,
564,2016-10-15,,0.00404,,
565,2016-10-16,,0.00401,,
566,2016-10-17,,0.00379,,
567,2016-10-18,,0.00382,,
568,2016-10-19,,0.00385,,
569,2016-10-20,,0.00374,,
570,2016-10-21,,0.0037,,
571,2016-10-22,,0.00369,,
572,2016-10-23,,0.00365,,
573,2016-10-24,,0.00385,,
574,2016-10-25,,0.00394,,
575,2016-10-26,,0.00388,,
576,2016-10-27,,0.00386,,
577,2016-10-28,102814.0,0.00379,,
578,2016-10-29,5714.0,0.00352,,
579,2016-10-30,1003.0,0.00358,,
580,2016-10-31,753.706,0.00365,,
581,2016-11-01,1573.0,0.00379,,
582,2016-11-02,1059.0,0.00382,,
583,2016-11-03,937.65,0.00369,,
584,2016-11-04,726.777,0.00373,,
585,2016-11-05,535.155,0.00384,,
586,2016-11-06,431.809,0.00374,,
587,2016-11-07,286.297,0.0037,,
588,2016-11-08,212.982,0.00401,,
589,2016-11-09,261.169,0.0039,,
590,2016-11-10,231.856,0.00405,,
591,2016-11-11,199.199,0.00455,,
592,2016-11-12,161.522,0.00493,,
593,2016-11-13,127.081,0.00479,,
594,2016-11-14,105.224,0.00438,,
595,2016-11-15,111.414,0.00423,,
596,2016-11-16,105.832,0.00407,,
597,2016-11-17,91.578,0.00391,,
598,2016-11-18,79.065,0.00391,,
599,2016-11-19,66.376,0.00395,,
600,2016-11-20,62.733,0.00392,,
601,2016-11-21,56.628,0.00389,,
602,2016-11-22,58.272,0.00378,,
603,2016-11-23,66.9,0.0037,,
604,2016-11-24,82.353,0.00359,,
605,2016-11-25,96.824,0.00354,,
606,2016-11-26,82.239,0.00363,,
607,2016-11-27,73.282,0.00369,,
608,2016-11-28,68.19,0.00371,,
609,2016-11-29,69.991,0.00373,,
610,2016-11-30,69.168,0.00369,,
611,2016-12-01,64.423,0.00365,,
612,2016-12-02,61.083,0.00347,,
613,2016-12-03,58.698,0.00345,,
614,2016-12-04,58.421,0.00343,,
615,2016-12-05,55.158,0.00338,,
616,2016-12-06,49.665,0.00313,,
617,2016-12-07,50.837,0.00331,,
618,2016-12-08,54.018,0.00338,,
619,2016-12-09,50.731,0.00326,,
620,2016-12-10,48.923,0.00329,,
621,2016-12-11,48.595,0.00334,,
622,2016-12-12,48.739,0.00338,,
623,2016-12-13,48.23,0.00334,,
624,2016-12-14,44.744,0.00338,,
625,2016-12-15,42.141,0.00341,,
626,2016-12-16,40.21,0.00347,,
627,2016-12-17,37.094,0.00354,,
628,2016-12-18,36.189,0.00373,,
629,2016-12-19,34.893,0.00382,,
630,2016-12-20,36.817,0.00375,,
631,2016-12-21,36.144,0.00356,,
632,2016-12-22,41.221,0.00353,,
633,2016-12-23,51.847,0.00345,,
634,2016-12-24,48.331,0.00341,,
635,2016-12-25,45.579,0.00352,,
636,2016-12-26,43.547,0.00356,,
637,2016-12-27,42.645,0.00352,,
638,2016-12-28,47.299,0.00339,,
639,2016-12-29,49.741,0.00349,,
640,2016-12-30,50.208,0.00368,,
641,2016-12-31,48.323,0.00368,,
642,2017-01-01,47.904,0.00356,,
643,2017-01-02,48.725,0.00342,,
644,2017-01-03,48.875,0.00343,,
645,2017-01-04,51.802,0.0035,,
646,2017-01-05,51.203,0.00345,,
647,2017-01-06,47.384,0.00332,,
648,2017-01-07,45.55,0.00329,,
649,2017-01-08,46.16,0.00342,,
650,2017-01-09,45.592,0.00349,,
651,2017-01-10,45.154,0.00356,,
652,2017-01-11,42.844,0.00342,,
653,2017-01-12,42.521,0.0035,,
654,2017-01-13,43.318,0.00359,,
655,2017-01-14,43.388,0.00367,,
656,2017-01-15,43.648,0.00367,,
657,2017-01-16,43.927,0.0037,,
658,2017-01-17,44.145,0.00359,,
659,2017-01-18,43.436,0.00351,,
660,2017-01-19,43.482,0.00358,,
661,2017-01-20,43.473,0.00364,,
662,2017-01-21,43.662,0.00366,,
663,2017-01-22,43.669,0.00367,,
664,2017-01-23,42.894,0.00369,,
665,2017-01-24,41.995,0.00377,,
666,2017-01-25,40.634,0.00403,,
667,2017-01-26,39.737,0.00475,,
668,2017-01-27,38.614,0.00541,,
669,2017-01-28,38.257,0.00498,,
670,2017-01-29,38.613,0.00515,,
671,2017-01-30,38.835,0.00512,,
672,2017-01-31,39.347,0.00524,,
673,2017-02-01,39.335,0.00528,,
674,2017-02-02,39.282,0.00572,,
675,2017-02-03,38.182,0.00663,,
676,2017-02-04,38.342,0.007,,
677,2017-02-05,37.893,0.00655,,
678,2017-02-06,37.089,0.00595,,
679,2017-02-07,36.124,0.00644,,
680,2017-02-08,35.063,0.00667,,
681,2017-02-09,33.85,0.00635,,
682,2017-02-10,32.415,0.00613,,
683,2017-02-11,33.008,0.00659,,
684,2017-02-12,32.174,0.00696,,
685,2017-02-13,30.623,0.00673,,
686,2017-02-14,31.073,0.00668,,
687,2017-02-15,32.195,0.00688,,
688,2017-02-16,33.416,0.0071,,
689,2017-02-17,32.311,0.00705,,
690,2017-02-18,31.3,0.00692,,
691,2017-02-19,30.64,0.00652,,
692,2017-02-20,30.48,0.00642,,
693,2017-02-21,30.09,0.00628,,
694,2017-02-22,28.517,0.00638,,
695,2017-02-23,27.189,0.00666,,
696,2017-02-24,30.285,0.00674,,
697,2017-02-25,29.658,0.00648,,
698,2017-02-26,29.158,0.00645,,
699,2017-02-27,31.82,0.00646,,
700,2017-02-28,36.525,0.00676,,
701,2017-03-01,39.652,0.00778,,
702,2017-03-02,40.584,0.0082,,
703,2017-03-03,39.616,0.00921,,
704,2017-03-04,41.409,0.00944,,
705,2017-03-05,39.641,0.0102,,
706,2017-03-06,39.175,0.0114,,
707,2017-03-07,39.042,0.0111,,
708,2017-03-08,36.56,0.00998,,
709,2017-03-09,36.132,0.00903,,
710,2017-03-10,36.542,0.00923,,
711,2017-03-11,37.201,0.00963,,
712,2017-03-12,39.03,0.00996,,
713,2017-03-13,44.515,0.0104,,
714,2017-03-14,44.969,0.0115,,
715,2017-03-15,44.542,0.0114,,
716,2017-03-16,47.469,0.011,,
717,2017-03-17,48.793,0.0109,,
718,2017-03-18,59.444,0.0115,,
719,2017-03-19,70.042,0.0136,,
720,2017-03-20,71.834,0.0155,,
721,2017-03-21,70.1,0.0149,,
722,2017-03-22,66.735,0.016,,
723,2017-03-23,66.964,0.0156,,
724,2017-03-24,67.026,0.0144,,
725,2017-03-25,64.543,0.0127,,
726,2017-03-26,62.149,0.0134,,
727,2017-03-27,59.046,0.0132,,
728,2017-03-28,60.616,0.0131,,
729,2017-03-29,63.618,0.014,,
730,2017-03-30,64.602,0.0144,,
731,2017-03-31,70.831,0.0148,,
732,2017-04-01,70.578,0.0168,,
733,2017-04-02,66.544,0.0175,,
734,2017-04-03,64.843,0.02,,
735,2017-04-04,63.339,0.0185,,
736,2017-04-05,60.925,0.0176,,
737,2017-04-06,57.388,0.0172,,
738,2017-04-07,58.155,0.0172,,
739,2017-04-08,61.857,0.0179,,
740,2017-04-09,66.147,0.02,,
741,2017-04-10,65.902,0.021,,
742,2017-04-11,63.802,0.0208,,
743,2017-04-12,62.273,0.0206,,
744,2017-04-13,63.309,0.0211,,
745,2017-04-14,66.957,0.0219,,
746,2017-04-15,73.07,0.0235,,
747,2017-04-16,72.15,0.0241,,
748,2017-04-17,70.563,0.0251,,
749,2017-04-18,70.967,0.0273,,
750,2017-04-19,71.378,0.0333,,
751,2017-04-20,68.839,0.0309,,
752,2017-04-21,68.773,0.0301,,
753,2017-04-22,69.248,0.0326,,
754,2017-04-23,68.533,0.0316,,
755,2017-04-24,68.9,0.0331,,
756,2017-04-25,68.881,0.0369,,
757,2017-04-26,72.581,0.0436,,
758,2017-04-27,75.354,0.0494,,
759,2017-04-28,82.215,0.0468,,
760,2017-04-29,90.943,0.0495,,
761,2017-04-30,95.804,0.0503,,
762,2017-05-01,95.979,0.0535,,
763,2017-05-02,92.157,0.0508,,
764,2017-05-03,90.503,0.0527,,
765,2017-05-04,96.125,0.0577,,
766,2017-05-05,102.788,0.0719,,
767,2017-05-06,102.563,0.0715,,
768,2017-05-07,103.215,0.0827,,
769,2017-05-08,103.386,0.12,,
770,2017-05-09,95.312,0.112,,
771,2017-05-10,95.849,0.111,,
772,2017-05-11,95.122,0.111,,
773,2017-05-12,97.269,0.12,,
774,2017-05-13,94.463,0.125,,
775,2017-05-14,95.022,0.126,,
776,2017-05-15,93.966,0.122,,
777,2017-05-16,90.666,0.113,,
778,2017-05-17,88.229,0.114,,
779,2017-05-18,92.118,0.176,,
