,Time,BTC_Average_Price_USD,USDT_Average_Price_USD,ETH_Average_Price_USD,SOL_Average_Price_USD,XRP_Average_Price_USD,DOGE_Average_Price_USD,ADA_Average_Price_USD,LTC_Average_Price_USD,BCH_Average_Price_USD,XMR_Average_Price_USD
1595,2014-11-28,369.434,,0.697,,0.0146,0.000241,,3.55,,0.553
1596,2014-11-29,378.702,,0.666,,0.0145,0.000243,,3.601,,0.566
1597,2014-11-30,377.846,,0.651,,0.0129,0.00024,,3.585,,0.567
1598,2014-12-01,379.647,,,,0.0112,0.000239,,3.573,,0.544
1599,2014-12-02,381.317,,,,0.0132,0.000237,,3.606,,0.517
1600,2014-12-03,378.7,,0.733,,0.0131,0.000234,,3.611,,0.504
1601,2014-12-04,374.17,,0.6,,0.0132,0.000227,,3.596,,0.487
1602,2014-12-05,372.933,,,,0.0136,0.000227,,3.589,,0.44
1603,2014-12-06,374.938,,,,0.0139,0.000227,,3.604,,0.428
1604,2014-12-07,375.025,,0.698,,0.0147,0.000225,,3.697,,0.453
1605,2014-12-08,368.947,,0.686,,0.0134,0.000219,,3.661,,0.462
1606,2014-12-09,352.726,,0.761,,0.0148,0.000209,,3.55,,0.407
1607,2014-12-10,349.289,,0.762,,0.0158,0.000205,,3.505,,0.387
1608,2014-12-11,351.872,,0.788,,0.0164,0.000203,,3.489,,0.389
1609,2014-12-12,350.835,,0.769,,0.0164,0.000202,,3.472,,0.377
1610,2014-12-13,347.5,,,,0.0169,0.000198,,3.457,,0.372
1611,2014-12-14,348.199,,0.761,,0.0172,0.00019,,3.475,,0.377
1612,2014-12-15,347.166,,0.666,,0.0181,0.000184,,3.46,,0.385
1613,2014-12-16,335.169,,0.819,,0.0211,0.00017,,3.184,,0.361
1614,2014-12-17,323.149,,0.669,,0.0253,0.000177,,2.985,,0.321
1615,2014-12-18,312.662,,0.77,,0.0278,0.000178,,2.848,,0.319
1616,2014-12-19,312.341,,0.761,,0.0234,0.000189,,2.818,,0.311
1617,2014-12-20,324.713,,0.8,,0.0239,0.000202,,2.925,,0.321
1618,2014-12-21,323.943,,0.771,,0.0249,0.000191,,2.881,,0.332
1619,2014-12-22,328.083,,0.763,,0.0256,0.000191,,2.868,,0.339
1620,2014-12-23,332.744,,0.757,,0.0242,0.000193,,2.879,,0.348
1621,2014-12-24,329.188,,0.739,,0.0232,0.00019,,2.811,,0.417
1622,2014-12-25,319.032,,0.719,,0.0241,0.000183,,2.7,,0.426
1623,2014-12-26,323.135,,0.781,,0.0254,0.000186,,2.757,,0.44
1624,2014-12-27,318.737,,0.774,,0.0243,0.000183,,2.744,,0.44
1625,2014-12-28,315.441,,,,0.0237,0.000179,,2.729,,0.53
1626,2014-12-29,314.822,,,,0.0242,0.000178,,2.702,,0.543
1627,2014-12-30,311.944,,,,0.0242,0.000178,,2.697,,0.48
1628,2014-12-31,312.724,,0.722,,0.0243,0.00018,,2.715,,0.452
1629,2015-01-01,315.626,,0.734,,0.0244,0.000182,,2.713,,0.434
1630,2015-01-02,314.346,,0.726,,0.0243,0.000182,,2.681,,0.46
1631,2015-01-03,303.591,,,,0.0224,0.000174,,2.393,,0.469
1632,2015-01-04,274.82,,0.727,,0.019,0.000164,,2.052,,0.433
1633,2015-01-05,272.076,,0.677,,0.0201,0.000159,,2.085,,0.414
1634,2015-01-06,276.104,,0.77,,0.0207,0.000162,,2.091,,0.434
1635,2015-01-07,287.178,,0.843,,0.0208,0.000171,,2.129,,0.458
1636,2015-01-08,287.542,,1.007,,0.0208,0.000169,,2.066,,0.445
1637,2015-01-09,283.794,,1.166,,,0.000167,,1.996,,0.425
1638,2015-01-10,280.21,,1.258,,0.0203,0.000163,,1.813,,0.397
1639,2015-01-11,273.146,,1.326,,0.0192,0.000159,,1.784,,0.391
1640,2015-01-12,269.036,,1.351,,0.0188,0.000156,,1.744,,0.371
1641,2015-01-13,239.441,,1.226,,0.0172,0.000141,,1.592,,0.326
1642,2015-01-14,197.577,,1.044,,0.0147,0.000125,,1.355,,0.257
1643,2015-01-15,205.937,,1.341,,0.0149,0.000137,,1.309,,0.251
1644,2015-01-16,211.756,,1.15,,0.0168,0.000139,,1.385,,0.265
1645,2015-01-17,200.604,,1.214,,0.016,0.000136,,1.323,,0.255
1646,2015-01-18,205.929,,1.131,,0.0151,0.000137,,1.317,,0.249
1647,2015-01-19,211.824,,1.221,,0.0157,0.000138,,1.342,,0.249
1648,2015-01-20,210.64,,1.169,,0.0159,0.000141,,1.331,,0.24
1649,2015-01-21,214.636,,1.05,,0.0163,0.000146,,1.347,,0.242
1650,2015-01-22,232.311,,1.05,,0.0168,0.000153,,1.429,,0.272
1651,2015-01-23,229.752,,1.016,,0.0168,0.000151,,1.42,,0.268
1652,2015-01-24,237.146,,1.148,,0.0166,0.000157,,1.548,,0.282
1653,2015-01-25,248.51,,1.07,,0.0166,0.000161,,2.15,,0.308
1654,2015-01-26,281.323,,1.017,,0.0172,0.000167,,2.232,,0.327
1655,2015-01-27,261.244,,0.927,,0.0156,0.000154,,2.038,,0.308
1656,2015-01-28,252.788,,0.768,,0.0155,0.000146,,2.003,,0.309
1657,2015-01-29,232.4,,0.738,,0.0148,0.000139,,1.912,,0.295
1658,2015-01-30,232.471,,1.06,,0.0148,0.00014,,1.935,,0.303
1659,2015-01-31,227.909,,1.059,,0.0144,0.000141,,1.922,,0.294
1660,2015-02-01,218.482,,,,0.0143,0.000137,,1.789,,0.284
1661,2015-02-02,226.795,,1.019,,0.014,0.000141,,1.795,,0.292
1662,2015-02-03,236.83,,0.859,,0.0134,0.000147,,1.877,,0.292
1663,2015-02-04,225.308,,0.685,,0.0132,0.000143,,1.803,,0.276
1664,2015-02-05,222.448,,0.614,,0.0136,0.000142,,1.775,,0.278
1665,2015-02-06,219.936,,0.86,,0.0152,0.00014,,1.777,,0.27
1666,2015-02-07,225.863,,0.796,,0.0147,0.000144,,1.804,,0.271
1667,2015-02-08,224.9,,0.776,,0.0145,0.000142,,1.797,,0.267
1668,2015-02-09,220.946,,0.695,,0.0143,0.000139,,1.756,,0.255
1669,2015-02-10,218.176,,0.612,,0.0139,0.000137,,1.732,,0.246
1670,2015-02-11,220.585,,0.569,,0.0136,0.000138,,1.755,,0.239
1671,2015-02-12,219.338,,0.679,,0.0138,0.000138,,1.741,,0.233
1672,2015-02-13,231.691,,0.68,,0.0143,0.000141,,1.816,,0.251
1673,2015-02-14,246.158,,0.526,,0.015,0.000143,,1.87,,0.265
1674,2015-02-15,250.235,,0.698,,0.0148,0.000147,,1.909,,0.265
1675,2015-02-16,234.532,,0.674,,0.0137,0.000141,,1.818,,0.25
1676,2015-02-17,238.71,,0.681,,0.0138,0.000143,,1.834,,0.251
1677,2015-02-18,239.529,,,,0.014,0.000141,,1.836,,0.242
1678,2015-02-19,237.832,,,,0.0138,0.000142,,1.832,,0.269
1679,2015-02-20,242.991,,0.741,,0.0137,0.000141,,1.848,,0.29
1680,2015-02-21,244.115,,0.615,,0.0134,0.00014,,1.846,,0.298
1681,2015-02-22,241.202,,0.722,,0.0134,0.00014,,1.828,,0.288
1682,2015-02-23,236.119,,0.696,,0.0131,0.000136,,1.802,,0.328
1683,2015-02-24,238.067,,,,0.0134,0.000137,,1.814,,0.357
1684,2015-02-25,237.006,,,,0.0134,0.000138,,1.804,,0.338
1685,2015-02-26,235.973,,0.541,,0.0133,0.000137,,1.795,,0.349
1686,2015-02-27,250.348,,0.579,,0.0134,0.000141,,1.844,,0.378
1687,2015-02-28,252.709,,0.621,,0.0132,0.000139,,1.84,,0.404
1688,2015-03-01,251.478,,0.574,,0.0128,0.000138,,1.836,,0.41
1689,2015-03-02,262.486,,0.655,,0.0121,0.00014,,1.907,,0.412
1690,2015-03-03,275.364,,0.694,,0.0116,0.000138,,1.942,,0.407
1691,2015-03-04,278.934,,0.674,,0.00987,0.00014,,1.951,,0.406
1692,2015-03-05,270.497,,0.667,,0.0113,0.000137,,1.911,,0.425
1693,2015-03-06,272.846,,0.697,,0.0109,0.000138,,1.909,,0.472
1694,2015-03-07,273.282,,0.932,,0.0107,0.000139,,1.907,,0.483
1695,2015-03-08,275.227,,0.876,,0.0101,0.000138,,1.913,,0.47
1696,2015-03-09,281.962,,0.883,,0.0107,0.000139,,1.924,,0.505
1697,2015-03-10,293.828,,0.82,,0.0102,0.000139,,2.019,,0.703
1698,2015-03-11,293.97,,1.076,,0.0102,0.000141,,2.008,,0.742
1699,2015-03-12,294.297,,1.095,,0.0104,0.000143,,2.025,,0.678
1700,2015-03-13,291.01,,0.821,,0.0106,0.000141,,2.027,,0.653
1701,2015-03-14,283.365,,0.82,,0.0111,0.000139,,1.997,,0.631
1702,2015-03-15,283.896,,0.815,,0.0109,0.000139,,2.004,,0.724
1703,2015-03-16,290.818,,0.739,,0.011,0.000142,,2.038,,0.778
1704,2015-03-17,288.825,,0.778,,0.0109,0.000141,,2.016,,0.776
1705,2015-03-18,273.617,,0.676,,0.0108,0.000137,,1.895,,0.699
1706,2015-03-19,257.124,,0.943,,0.0104,0.00013,,1.756,,0.641
1707,2015-03-20,260.716,,0.997,,0.0106,0.000131,,1.774,,0.642
1708,2015-03-21,259.368,,1.01,,0.0102,0.000129,,1.72,,0.643
1709,2015-03-22,261.797,,1.011,,0.0102,0.000131,,1.759,,0.756
1710,2015-03-23,267.213,,1.048,,0.0103,0.000135,,1.788,,0.758
1711,2015-03-24,256.186,,0.983,,0.00995,0.000132,,1.727,,0.721
1712,2015-03-25,244.675,,0.989,,0.00917,0.000128,,1.67,,0.712
1713,2015-03-26,248.965,,0.974,,0.00882,0.000131,,1.701,,0.752
1714,2015-03-27,247.396,,0.9,,0.0089,0.000129,,1.686,,0.748
1715,2015-03-28,251.271,,0.968,,0.00885,0.000128,,1.699,,0.803
1716,2015-03-29,245.128,,0.898,,0.00857,0.000124,,1.668,,0.771
1717,2015-03-30,245.129,,0.752,,0.00849,0.000125,,1.665,,0.762
1718,2015-03-31,245.298,,0.898,,0.00799,0.000125,,1.659,,0.932
1719,2015-04-01,243.148,,0.802,,,0.000124,,1.643,,0.978
1720,2015-04-02,248.23,,0.794,,0.0077,0.000127,,1.668,,0.965
1721,2015-04-03,253.57,,,,0.00792,0.000127,,1.686,,0.952
1722,2015-04-04,252.689,,,,0.00876,0.000125,,1.679,,0.911
1723,2015-04-05,255.001,,0.882,,0.00881,0.000122,,1.687,,0.795
1724,2015-04-06,257.67,,0.884,,0.00883,0.00012,,1.687,,0.828
1725,2015-04-07,253.059,,0.666,,0.00882,0.000118,,1.669,,0.756
1726,2015-04-08,248.466,,0.771,,0.00911,0.000117,,1.641,,0.77
1727,2015-04-09,243.593,,,,0.0092,0.000115,,1.598,,0.728
1728,2015-04-10,237.873,,0.691,,0.00873,0.000112,,1.549,,0.777
1729,2015-04-11,235.894,,0.705,,0.00848,0.000111,,1.507,,0.81
1730,2015-04-12,235.993,,0.731,,0.00832,0.000112,,1.468,,0.808
1731,2015-04-13,232.263,,,,0.00862,0.000108,,1.453,,0.741
1732,2015-04-14,220.026,,0.684,,0.00821,0.000101,,1.356,,0.669
1733,2015-04-15,220.804,,0.697,,0.00797,0.000102,,1.379,,0.663
1734,2015-04-16,226.535,,0.678,,0.008,0.000104,,1.399,,0.671
1735,2015-04-17,224.203,,0.621,,0.00803,0.000105,,1.41,,0.653
1736,2015-04-18,222.465,,0.705,,0.00803,0.000106,,1.403,,0.673
1737,2015-04-19,224.044,,0.747,,0.00789,0.000106,,1.406,,0.682
1738,2015-04-20,223.809,,,,0.00787,0.000105,,1.4,,0.664
1739,2015-04-21,225.98,,,,0.00792,0.000103,,1.406,,0.62
1740,2015-04-22,235.296,,,,0.00802,0.000109,,1.451,,0.612
1741,2015-04-23,234.356,,,,0.00802,0.000108,,1.448,,0.582
1742,2015-04-24,231.602,,0.827,,0.00798,0.000104,,1.426,,0.581
1743,2015-04-25,228.42,,0.893,,0.00828,0.000102,,1.405,,0.556
1744,2015-04-26,218.799,,,,0.00774,9.86e-05,,1.345,,0.55
1745,2015-04-27,221.019,,1.199,,0.00777,0.000102,,1.344,,0.545
1746,2015-04-28,225.576,,1.12,,0.00763,0.0001,,1.367,,0.505
1747,2015-04-29,225.106,,1.173,,0.00785,9.86e-05,,1.363,,0.466
1748,2015-04-30,231.562,,1.227,,0.00804,0.000102,,1.412,,0.491
1749,2015-05-01,235.075,,,,0.00804,9.92e-05,,1.428,,0.506
1750,2015-05-02,234.385,,0.968,,0.00805,9.71e-05,,1.419,,0.494
1751,2015-05-03,239.501,,0.968,,0.00805,9.26e-05,,1.434,,0.503
1752,2015-05-04,240.104,,0.757,,0.00802,9.04e-05,,1.427,,0.487
1753,2015-05-05,235.564,,0.779,,,8.86e-05,,1.401,,0.461
1754,2015-05-06,234.619,,,,0.00789,8.8e-05,,1.401,,0.462
1755,2015-05-07,232.198,,0.904,,0.00775,8.8e-05,,1.406,,0.467
1756,2015-05-08,240.039,,0.805,,0.00747,9.04e-05,,1.458,,0.481
1757,2015-05-09,242.641,,0.713,,0.0076,9.1e-05,,1.46,,0.494
1758,2015-05-10,241.37,,0.685,,0.00756,9.09e-05,,1.441,,0.529
1759,2015-05-11,241.467,,0.697,,0.00739,9.12e-05,,1.442,,0.525
1760,2015-05-12,241.493,,0.685,,0.00734,0.000108,,1.438,,0.494
1761,2015-05-13,242.205,,0.838,,0.00721,0.000111,,1.449,,0.486
1762,2015-05-14,236.365,,0.829,,0.0068,0.000113,,1.443,,0.489
1763,2015-05-15,237.222,,0.7,,0.00658,0.000119,,1.448,,0.52
1764,2015-05-16,236.928,,,,0.00665,0.000118,,1.456,,0.568
1765,2015-05-17,236.816,,0.924,,0.00654,0.000115,,1.454,,0.578
1766,2015-05-18,236.105,,0.702,,0.00628,0.000115,,1.455,,0.56
1767,2015-05-19,232.979,,0.704,,0.00571,0.00012,,1.444,,0.521
1768,2015-05-20,233.256,,0.766,,0.00664,0.000132,,1.454,,0.53
1769,2015-05-21,235.065,,0.717,,0.00663,0.000131,,1.466,,0.493
1770,2015-05-22,237.015,,0.749,,0.00656,0.000132,,1.622,,0.457
1771,2015-05-23,240.003,,0.841,,0.00672,0.000138,,1.827,,0.476
1772,2015-05-24,239.853,,0.899,,0.00683,0.00014,,1.808,,0.476
1773,2015-05-25,238.622,,0.875,,0.00686,0.000143,,1.807,,0.473
1774,2015-05-26,237.372,,0.892,,0.00691,0.000152,,1.798,,0.454
1775,2015-05-27,237.443,,0.909,,0.00681,0.000178,,1.838,,0.429
1776,2015-05-28,237.222,,0.921,,0.00698,0.000191,,1.838,,0.434
1777,2015-05-29,236.889,,0.943,,0.00856,0.00018,,1.825,,0.449
1778,2015-05-30,234.263,,,,0.00896,0.000163,,1.808,,0.439
1779,2015-05-31,232.298,,,,0.00834,0.000158,,1.718,,0.463
1780,2015-06-01,227.302,,,,0.00802,0.000149,,1.633,,0.456
1781,2015-06-02,224.221,,0.883,,0.00744,0.000153,,1.632,,0.454
1782,2015-06-03,226.123,,0.887,,0.00802,0.000153,,1.681,,0.46
1783,2015-06-04,225.462,,,,0.00791,0.000151,,1.674,,0.467
1784,2015-06-05,224.648,,,,0.0079,0.000151,,1.695,,0.481
1785,2015-06-06,225.153,,0.696,,0.00792,0.000156,,1.759,,0.512
1786,2015-06-07,224.866,,0.701,,0.0079,0.000156,,1.747,,0.522
1787,2015-06-08,226.036,,0.89,,0.008,0.000156,,1.763,,0.521
1788,2015-06-09,229.474,,0.877,,0.00796,0.000162,,1.798,,0.518
1789,2015-06-10,229.253,,0.901,,0.00803,0.000154,,1.776,,0.488
1790,2015-06-11,229.8,,0.902,,0.00801,0.000154,,1.783,,0.474
1791,2015-06-12,230.569,,0.897,,0.008,0.000156,,1.803,,0.471
1792,2015-06-13,230.832,,,,0.00802,0.000159,,1.824,,0.477
1793,2015-06-14,233.557,,0.821,,0.00819,0.000167,,1.962,,0.487
1794,2015-06-15,235.626,,0.704,,0.00828,0.000165,,2.005,,0.503
1795,2015-06-16,241.816,,0.743,,0.00915,0.000182,,2.297,,0.503
1796,2015-06-17,250.867,,0.99,,0.0096,0.000203,,2.942,,0.503
1797,2015-06-18,248.304,,1.019,,0.00997,0.000202,,3.031,,0.497
1798,2015-06-19,247.452,,0.949,,0.0111,0.000205,,2.925,,0.508
1799,2015-06-20,243.001,,1.027,,0.0109,0.000199,,2.889,,0.528
1800,2015-06-21,243.39,,1.014,,0.0109,0.000198,,2.988,,0.528
1801,2015-06-22,245.632,,1.071,,0.0103,0.000198,,2.999,,0.528
1802,2015-06-23,245.012,,1.1,,0.0106,0.000188,,2.978,,0.527
1803,2015-06-24,243.214,,1.072,,0.0108,0.000182,,2.904,,0.521
1804,2015-06-25,242.511,,1.133,,0.0109,0.000183,,2.831,,0.509
1805,2015-06-26,242.731,,1.046,,0.0111,0.000183,,2.865,,0.491
1806,2015-06-27,246.389,,1.055,,0.0115,0.000191,,2.955,,0.49
1807,2015-06-28,249.74,,1.235,,0.0113,0.000188,,3.081,,0.486
1808,2015-06-29,252.903,,1.26,,0.012,0.000191,,3.313,,0.481
1809,2015-06-30,262.642,,1.378,,0.0118,0.000198,,4.06,,0.493
1810,2015-07-01,260.055,,1.6,,0.0111,0.00019,,3.983,,0.498
1811,2015-07-02,257.569,,1.39,,0.011,0.000191,,4.09,,0.496
1812,2015-07-03,256.101,,1.726,,0.011,0.000189,,4.131,,0.493
1813,2015-07-04,257.741,,1.46,,0.0109,0.000188,,4.138,,0.497
1814,2015-07-05,264.51,,1.584,,0.0101,0.000187,,4.253,,0.513
1815,2015-07-06,271.941,,1.771,,0.0101,0.000189,,5.113,,0.508
1816,2015-07-07,267.655,,1.996,,0.00966,0.000184,,5.302,,0.504
1817,2015-07-08,268.562,,1.949,,0.00959,0.000185,,5.709,,0.513
1818,2015-07-09,269.981,,2.025,,0.00929,0.000196,,7.053,,0.509
1819,2015-07-10,281.268,,1.817,,0.00901,0.000208,,6.351,,0.518
1820,2015-07-11,291.386,,2.177,,0.00869,0.000194,,4.299,,0.533
1821,2015-07-12,304.274,,2.391,,0.00873,0.000198,,5.041,,0.577
1822,2015-07-13,293.763,,2.153,,0.00843,0.000193,,4.701,,0.57
1823,2015-07-14,290.261,,2.228,,0.00862,0.000189,,4.665,,0.565
1824,2015-07-15,290.258,,2.147,,0.0087,0.000188,,4.508,,0.56
1825,2015-07-16,282.262,,2.071,,0.00817,0.000173,,3.725,,0.537
1826,2015-07-17,277.177,,2.023,,0.00798,0.000176,,3.736,,0.527
1827,2015-07-18,277.466,,,,0.00802,0.000175,,3.932,,0.528
1828,2015-07-19,274.834,,,,0.00802,0.000168,,3.892,,0.523
1829,2015-07-20,276.116,,1.994,,0.00814,0.000167,,3.735,,0.533
1830,2015-07-21,278.551,,2.29,,0.00782,0.000169,,3.758,,0.57
1831,2015-07-22,276.546,,2.717,,0.00764,0.00018,,3.796,,0.578
1832,2015-07-23,277.064,,3.009,,0.00747,0.000176,,3.811,,0.577
1833,2015-07-24,282.729,,3.053,,0.00765,0.000182,,4.182,,0.575
1834,2015-07-25,288.564,,3.168,,0.00779,0.000187,,4.652,,0.576
1835,2015-07-26,290.788,,3.103,,0.00788,0.000183,,4.613,,0.571
1836,2015-07-27,291.318,,3.122,,0.00838,0.000181,,4.663,,0.589
1837,2015-07-28,294.087,,3.256,,0.00853,0.000181,,5.028,,0.599
1838,2015-07-29,290.804,,2.772,,0.0083,0.000183,,4.895,,0.595
1839,2015-07-30,287.751,,2.645,,0.00852,0.000179,,4.619,,0.579
1840,2015-07-31,284.668,,3.112,,0.00847,0.000181,,4.628,,0.572
1841,2015-08-01,280.98,,3.009,,0.00827,0.000174,,4.298,,0.575
1842,2015-08-02,280.317,,2.459,,0.00818,0.00017,,4.046,,0.592
1843,2015-08-03,282.591,,2.482,,0.00831,0.000172,,4.257,,0.609
1844,2015-08-04,283.586,,2.593,,0.00829,0.000169,,4.326,,0.601
1845,2015-08-05,282.593,,2.707,,0.00823,0.000171,,4.351,,0.611
1846,2015-08-06,279.109,,3.167,,0.00815,0.000168,,4.177,,0.658
1847,2015-08-07,278.091,,3.109,,0.00808,0.000164,,4.137,,0.711
1848,2015-08-08,272.542,,1.697,,0.00844,0.000161,,4.09,,0.706
1849,2015-08-09,263.326,,0.796,,0.00878,0.000158,,3.902,,0.668
1850,2015-08-10,264.516,,0.73,,0.00879,0.000157,,3.945,,0.676
1851,2015-08-11,265.458,,0.819,,0.00867,0.000158,,4.018,,0.632
1852,2015-08-12,267.668,,1.093,,0.00837,0.000156,,4.049,,0.624
1853,2015-08-13,264.053,,1.394,,0.00817,0.000153,,3.899,,0.604
1854,2015-08-14,264.837,,1.967,,0.0082,0.000154,,3.994,,0.583
1855,2015-08-15,264.722,,1.796,,0.00844,0.000153,,4.006,,0.617
1856,2015-08-16,258.969,,1.381,,0.00836,0.000147,,3.937,,0.628
1857,2015-08-17,257.854,,1.39,,0.00829,0.000146,,3.973,,0.609
1858,2015-08-18,253.79,,1.198,,0.00819,0.000141,,3.922,,0.594
1859,2015-08-19,231.748,,1.248,,0.00786,0.000128,,3.527,,0.528
1860,2015-08-20,232.887,,1.349,,0.0078,0.000135,,3.569,,0.572
1861,2015-08-21,233.452,,1.495,,0.00788,0.000141,,3.591,,0.588
1862,2015-08-22,229.848,,1.415,,0.00781,0.000137,,3.537,,0.556
1863,2015-08-23,229.287,,1.349,,0.00761,0.000133,,3.477,,0.538
1864,2015-08-24,219.892,,1.301,,0.00761,0.000126,,3.185,,0.498
1865,2015-08-25,213.673,,1.194,,0.00712,0.000122,,2.802,,0.462
1866,2015-08-26,225.249,,1.14,,0.00735,0.000132,,2.969,,0.496
1867,2015-08-27,225.623,,1.158,,0.00761,0.00013,,2.96,,0.476
1868,2015-08-28,227.685,,1.166,,0.00744,0.000128,,2.857,,0.467
1869,2015-08-29,230.117,,1.176,,0.00738,0.000128,,2.899,,0.472
1870,2015-08-30,229.659,,1.224,,0.00797,0.000127,,2.864,,0.468
1871,2015-08-31,228.792,,1.313,,0.00794,0.000125,,2.836,,0.462
1872,2015-09-01,228.197,,1.357,,0.00782,0.000126,,2.828,,0.458
1873,2015-09-02,228.016,,1.32,,0.00777,0.000124,,2.801,,0.461
1874,2015-09-03,227.614,,1.271,,0.00762,0.000122,,2.71,,0.461
1875,2015-09-04,229.058,,1.269,,0.0073,0.000122,,2.696,,0.463
1876,2015-09-05,231.934,,1.295,,0.00784,0.000124,,2.774,,0.473
1877,2015-09-06,239.717,,1.333,,0.00788,0.000128,,3.033,,0.492
1878,2015-09-07,240.53,,1.284,,0.00792,0.000126,,3.044,,0.502
1879,2015-09-08,243.394,,1.253,,0.00786,0.000128,,3.073,,0.508
1880,2015-09-09,240.462,,1.227,,0.00768,0.000129,,2.984,,0.516
1881,2015-09-10,238.539,,1.191,,0.00769,0.000126,,2.942,,0.503
1882,2015-09-11,239.916,,1.052,,0.00767,0.000127,,2.953,,0.499
1883,2015-09-12,238.114,,1.026,,0.00825,0.000126,,2.91,,0.478
1884,2015-09-13,232.617,,0.983,,0.00819,0.000122,,2.811,,0.464
1885,2015-09-14,230.218,,0.903,,0.00859,0.000121,,2.827,,0.468
1886,2015-09-15,230.152,,0.918,,0.00774,0.000122,,2.823,,0.493
1887,2015-09-16,228.705,,0.923,,0.0075,0.00012,,2.79,,0.495
1888,2015-09-17,230.686,,0.88,,0.00737,0.000123,,2.842,,0.509
1889,2015-09-18,233.043,,0.865,,0.00753,0.000124,,2.959,,0.497
1890,2015-09-19,231.588,,0.85,,0.00743,0.000122,,2.906,,0.495
1891,2015-09-20,230.94,,0.892,,0.00761,0.000129,,2.841,,0.492
1892,2015-09-21,228.015,,0.924,,0.00727,0.000128,,2.802,,0.483
1893,2015-09-22,228.689,,0.895,,0.00718,0.000124,,2.822,,0.47
1894,2015-09-23,230.404,,0.893,,0.00672,0.00012,,2.857,,0.463
1895,2015-09-24,232.239,,0.864,,0.00667,0.000122,,2.885,,0.461
1896,2015-09-25,235.295,,0.771,,0.00666,0.000121,,2.909,,0.462
1897,2015-09-26,234.051,,0.734,,0.00652,0.00012,,2.867,,0.45
1898,2015-09-27,233.409,,0.746,,0.00656,0.000119,,2.862,,0.443
1899,2015-09-28,237.125,,0.655,,0.00642,0.00012,,2.97,,0.446
1900,2015-09-29,237.937,,0.617,,0.00588,0.000121,,3.071,,0.442
1901,2015-09-30,236.866,,0.672,,0.00543,0.000122,,2.995,,0.388
1902,2015-10-01,236.899,,0.696,,0.00544,0.000121,,2.992,,0.412
1903,2015-10-02,237.726,,0.676,,0.00583,0.00012,,2.987,,0.406
1904,2015-10-03,238.381,,0.692,,0.00561,0.000119,,3.009,,0.412
1905,2015-10-04,238.794,,0.675,,0.00525,0.000117,,3.012,,0.407
1906,2015-10-05,238.724,,0.66,,0.00502,0.000115,,2.995,,0.4
1907,2015-10-06,243.136,,0.622,,0.0053,0.000118,,3.051,,0.416
1908,2015-10-07,245.262,,0.633,,0.00546,0.000119,,3.104,,0.403
1909,2015-10-08,243.701,,0.602,,0.00509,0.000117,,3.06,,0.398
1910,2015-10-09,243.629,,0.656,,0.00494,0.000117,,3.09,,0.388
1911,2015-10-10,244.579,,0.639,,0.00508,0.000116,,3.107,,0.39
1912,2015-10-11,245.811,,0.628,,0.00516,0.000116,,3.12,,0.385
1913,2015-10-12,246.638,,0.633,,0.00524,0.000118,,3.153,,0.389
1914,2015-10-13,247.404,,0.612,,0.00537,0.000116,,3.15,,0.389
1915,2015-10-14,251.284,,0.569,,0.00545,0.000117,,3.148,,0.395
1916,2015-10-15,254.488,,0.539,,0.0054,0.000117,,3.105,,0.391
1917,2015-10-16,259.868,,0.548,,0.00542,0.000116,,3.099,,0.394
1918,2015-10-17,269.135,,0.539,,0.0052,0.000116,,3.072,,0.425
1919,2015-10-18,266.726,,0.533,,0.00499,0.000115,,3.031,,0.417
1920,2015-10-19,263.775,,0.501,,0.00504,0.000115,,3.026,,0.405
1921,2015-10-20,267.214,,0.49,,0.00476,0.000116,,3.067,,0.39
1922,2015-10-21,268.111,,0.444,,0.00468,0.000114,,3.084,,0.391
1923,2015-10-22,271.908,,0.455,,0.00472,0.000115,,3.102,,0.395
1924,2015-10-23,276.61,,0.547,,0.00469,0.000112,,3.111,,0.4
1925,2015-10-24,279.731,,0.547,,0.00463,0.00011,,3.099,,0.391
1926,2015-10-25,289.505,,0.622,,0.00461,0.000112,,3.109,,0.407
1927,2015-10-26,284.408,,0.64,,0.00466,0.000112,,3.089,,0.393
1928,2015-10-27,292.005,,0.815,,0.00465,0.000115,,3.1,,0.397
1929,2015-10-28,301.252,,0.879,,0.00464,0.00012,,3.092,,0.415
1930,2015-10-29,309.563,,1.071,,0.00465,0.000129,,3.26,,0.437
1931,2015-10-30,324.762,,1.136,,0.0048,0.000136,,3.902,,0.45
1932,2015-10-31,321.941,,0.963,,0.00466,0.000127,,3.799,,0.433
1933,2015-11-01,316.359,,0.952,,0.00489,0.000125,,3.708,,0.42
1934,2015-11-02,335.738,,1.058,,0.00514,0.000128,,3.914,,0.424
1935,2015-11-03,384.145,,0.995,,0.0054,0.000133,,4.35,,0.448
1936,2015-11-04,449.287,,0.933,,0.00505,0.000141,,4.799,,0.501
1937,2015-11-05,401.566,,0.933,,0.00452,0.000141,,3.945,,0.463
1938,2015-11-06,372.194,,0.898,,0.00458,0.000138,,3.558,,0.427
1939,2015-11-07,383.625,,0.91,,0.00469,0.000137,,3.566,,0.447
1940,2015-11-08,382.2,,0.954,,0.00466,0.000134,,3.507,,0.477
1941,2015-11-09,374.932,,1.033,,0.0046,0.000131,,3.337,,0.479
1942,2015-11-10,365.764,,0.984,,0.00439,0.000134,,3.234,,0.471
1943,2015-11-11,315.768,,0.848,,0.00424,0.000126,,2.99,,0.443
