,Time,SOL_Market_Cap_USD_2,TRX_Market_Cap_USD_2,EOS_Market_Cap_USD_2,ATOM_Market_Cap_USD_2,XLM_Market_Cap_USD_2,IOTA_Market_Cap_USD_2
0,2018-01-02,,,,,9394309769.0,
1,2018-01-03,,,,,13343099139.0,
2,2018-01-04,,,,,14644180261.0,
3,2018-01-05,,,,,12182972418.0,
4,2018-01-06,,,,,12313163166.0,
5,2018-01-07,,,,,12722818447.0,
6,2018-01-08,,,,,11700902812.0,
7,2018-01-09,,,,,11187961096.0,
8,2018-01-10,,,,,9692056107.0,
9,2018-01-11,,,,,9482480515.0,
10,2018-01-12,,,,,11687023498.0,
11,2018-01-13,,,,,12092864322.0,
12,2018-01-14,,,,,11124824810.0,
13,2018-01-15,,,,,11291551089.0,
14,2018-01-16,,,,,8809395220.0,
15,2018-01-17,,,,,7180349278.0,
16,2018-01-18,,,,,9214828389.0,
17,2018-01-19,,,,,9161945360.0,
18,2018-01-20,,,,,9384641049.0,
19,2018-01-21,,,,,8642749496.0,
20,2018-01-22,,,,,8456943006.0,
21,2018-01-23,,,,,8522226560.0,
22,2018-01-24,,,,,9703558686.0,
23,2018-01-25,,,,,10868118339.0,
24,2018-01-26,,,,,10980335331.0,
25,2018-01-27,,,,,11214920710.0,
26,2018-01-28,,,,,10992165537.0,
27,2018-01-29,,,,,10485603594.0,
28,2018-01-30,,,,,9463187671.0,
29,2018-01-31,,,,,9142775713.0,
30,2018-02-01,,,,,9008157811.0,
31,2018-02-02,,,,,7271969806.0,
32,2018-02-03,,,,,7837739802.0,
33,2018-02-04,,,,,7762204543.0,
34,2018-02-05,,,,,6593917956.0,
35,2018-02-06,,,,,5772507034.0,
36,2018-02-07,,,,,6653127493.0,
37,2018-02-08,,,,,6594553328.0,
38,2018-02-09,,,,,6748642517.0,
39,2018-02-10,,,,,7401986081.0,
40,2018-02-11,,,,,6758247073.0,
41,2018-02-12,,,,,7080451584.0,
42,2018-02-13,,,,,7189397982.0,
43,2018-02-14,,,,,7876789807.0,
44,2018-02-15,,,,,8248277926.0,
45,2018-02-16,,,,,8197597477.0,
46,2018-02-17,,,,,8599265510.0,
47,2018-02-18,,,,,8333138565.0,
48,2018-02-19,,,,,8261844396.0,
49,2018-02-20,,,,,7898268388.0,
50,2018-02-21,,,,,7150906363.0,
51,2018-02-22,,,,,6814876981.0,
52,2018-02-23,,,,,6654658646.0,
53,2018-02-24,,,,,6535698155.0,
54,2018-02-25,,,,,6326160636.0,
55,2018-02-26,,,,,6506747271.0,
56,2018-02-27,,,,,6622612699.0,
57,2018-02-28,,,,,6362666905.0,
58,2018-03-01,,,,,6178105786.0,
59,2018-03-02,,,,,5993731254.0,
60,2018-03-03,,,,,5938321829.0,
61,2018-03-04,,,,,6513447889.0,
62,2018-03-05,,,,,6975804830.0,
63,2018-03-06,,,,,6424894181.0,
64,2018-03-07,,,,,6034626387.0,
65,2018-03-08,,,,,5863749412.0,
66,2018-03-09,,,,,5358914108.0,
67,2018-03-10,,,,,5652952935.0,
68,2018-03-11,,,,,5390397866.0,
69,2018-03-12,,,,,5470639250.0,
70,2018-03-13,,,,,5294030393.0,
71,2018-03-14,,,,,5040604562.0,
72,2018-03-15,,,,,4305346271.0,
73,2018-03-16,,,,,4338738964.0,
74,2018-03-17,,,,,4058925519.0,
75,2018-03-18,,,,,3473430781.0,
76,2018-03-19,,,,,4216457638.0,
77,2018-03-20,,,,,4657693695.0,
78,2018-03-21,,,,,4828899435.0,
79,2018-03-22,,,,,4510699834.0,
80,2018-03-23,,,,,4275085377.0,
81,2018-03-24,,,,,4449486938.0,
82,2018-03-25,,,,,4371387954.0,
83,2018-03-26,,,,,4272341583.0,
84,2018-03-27,,,,,4046251126.0,
85,2018-03-28,,,,,4066540247.0,
86,2018-03-29,,,,,3747729429.0,
87,2018-03-30,,,,,3444681930.0,
88,2018-03-31,,,,,3788594580.0,
89,2018-04-01,,,,,3756765337.0,
90,2018-04-02,,,,,4006955087.0,
91,2018-04-03,,,,,4282364001.0,
92,2018-04-04,,,,,4021485668.0,
93,2018-04-05,,,,,3662899275.0,
94,2018-04-06,,,,,3595137088.0,
95,2018-04-07,,,,,3754117171.0,
96,2018-04-08,,,,,3787134190.0,
97,2018-04-09,,,,,3750325555.0,
98,2018-04-10,,,,,3692070215.0,
99,2018-04-11,,,,,3758385255.0,
100,2018-04-12,,,,,4106570263.0,
101,2018-04-13,,,,,4643398035.0,
102,2018-04-14,,,,,4694869127.0,
103,2018-04-15,,,,,5213742728.0,
104,2018-04-16,,,,,5286167594.0,
105,2018-04-17,,,,,5538150381.0,
106,2018-04-18,,,,,6106301042.0,
107,2018-04-19,,,,,6749005750.0,
108,2018-04-20,,,,,6968700111.0,
109,2018-04-21,,,,,6968391790.0,
110,2018-04-22,,,,,6936812199.0,
111,2018-04-23,,,,,6875298193.0,
112,2018-04-24,,,,,7277160391.0,
113,2018-04-25,,,,,6622265509.0,
114,2018-04-26,,,,,6844874257.0,
115,2018-04-27,,,,,7608098356.0,
116,2018-04-28,,,,,7755289818.0,
117,2018-04-29,,,,,8269785419.0,
118,2018-04-30,,,,,8054701377.0,
119,2018-05-01,,,,,7851515210.0,
120,2018-05-02,,,,,8140890659.0,
121,2018-05-03,,,,,8077268421.0,
122,2018-05-04,,,,,8027995708.0,
123,2018-05-05,,,,,7999513896.0,
124,2018-05-06,,,,,7687718329.0,
125,2018-05-07,,,,,7279172483.0,
126,2018-05-08,,,,,7236570819.0,
127,2018-05-09,,,,,6944101168.0,
128,2018-05-10,,,,,6872782138.0,
129,2018-05-11,,,,,6017046931.0,
130,2018-05-12,,,,,6162664273.0,
131,2018-05-13,,,,,6763368328.0,
132,2018-05-14,,,,,6687167999.0,
133,2018-05-15,,,,,6667852455.0,
134,2018-05-16,,,,,6093968361.0,
135,2018-05-17,,,,,6089410038.0,
136,2018-05-18,,,,,5742581347.0,
137,2018-05-19,,,,,5878079421.0,
138,2018-05-20,,,,,5985355528.0,
139,2018-05-21,,,,,5966626888.0,
140,2018-05-22,,,,,5760867978.0,
141,2018-05-23,,,,,5231645902.0,
142,2018-05-24,,,,,5291596865.0,
143,2018-05-25,,,,,5395472925.0,
144,2018-05-26,,,,,5408087133.0,
145,2018-05-27,,,,,5149523181.0,
146,2018-05-28,,,,,4890805062.0,
147,2018-05-29,,,,,4950779525.0,
148,2018-05-30,,,,,5168252054.0,
149,2018-05-31,,,,,5380106567.0,
150,2018-06-01,,,,,5402214070.0,
151,2018-06-02,,,,,5514717549.0,
152,2018-06-03,,,,,5642681595.0,
153,2018-06-04,,,,,5506484810.0,
154,2018-06-05,,,,,5372681167.0,
155,2018-06-06,,,,,5453507560.0,
156,2018-06-07,,,,,5558650583.0,
157,2018-06-08,,,,,5399607450.0,
158,2018-06-09,,,,,5336082733.0,
159,2018-06-10,,,,,4867998921.0,
160,2018-06-11,,,,,4546700427.0,
161,2018-06-12,,,,,4513387165.0,
162,2018-06-13,,,,,4142216378.0,
163,2018-06-14,,,,,4319134276.0,
164,2018-06-15,,,,,4414960163.0,
165,2018-06-16,,,,,4286097337.0,
166,2018-06-17,,,,,4301983370.0,
167,2018-06-18,,,,,4255301371.0,
168,2018-06-19,,,,,4360238801.0,
169,2018-06-20,,,,,4282630444.0,
170,2018-06-21,,,,,4300508354.0,
171,2018-06-22,,,,,3993868808.0,
172,2018-06-23,,,,,3764006490.0,
173,2018-06-24,,,,,3592801118.0,
174,2018-06-25,,,,,3659802298.0,
175,2018-06-26,,,,,3633004555.0,
176,2018-06-27,,,,,3503485326.0,
177,2018-06-28,,,,,3559690263.0,
178,2018-06-29,,,,,3326838025.0,
179,2018-06-30,,,,,3664416545.0,
180,2018-07-01,,,,,3643531837.0,
181,2018-07-02,,,,,3858800333.0,
182,2018-07-03,,,,,4004438424.0,
183,2018-07-04,,,,,3926250438.0,
184,2018-07-05,,,,,3900686427.0,
185,2018-07-06,,,,,3818737542.0,
186,2018-07-07,,,,,3846331615.0,
187,2018-07-08,,,,,3954817676.0,
188,2018-07-09,,,,,3971501660.0,
189,2018-07-10,,,,,3703406898.0,
190,2018-07-11,,,,,3560575816.0,
191,2018-07-12,,,,,3464266401.0,
192,2018-07-13,,,,,3556128572.0,
193,2018-07-14,,,,,3820179208.0,
194,2018-07-15,,,,,4072785706.0,
195,2018-07-16,,,,,4280011089.0,
196,2018-07-17,,,,,4485792051.0,
197,2018-07-18,,,,,5347312641.0,
198,2018-07-19,,,,,5645841422.0,
199,2018-07-20,,,,,5363403350.0,
200,2018-07-21,,,,,5309606020.0,
201,2018-07-22,,,,,5547796701.0,
202,2018-07-23,,,,,5452630431.0,
203,2018-07-24,,,,,5544898660.0,
204,2018-07-25,,,,,5799157106.0,
205,2018-07-26,,,,,6170461942.0,
206,2018-07-27,,,,,5821337709.0,
207,2018-07-28,,,,,5952193722.0,
208,2018-07-29,,,,,5830072999.0,
209,2018-07-30,,,,,5565881027.0,
210,2018-07-31,,,,,5223345519.0,
211,2018-08-01,,,,,5120673983.0,
212,2018-08-02,,,,,5073107533.0,
213,2018-08-03,,,,,4777416163.0,
214,2018-08-04,,,,,4681433195.0,
215,2018-08-05,,,,,4522797710.0,
216,2018-08-06,,,,,4482278013.0,
217,2018-08-07,,,,,4455451373.0,
218,2018-08-08,,,,,3955025172.0,
219,2018-08-09,,,,,3938687510.0,
220,2018-08-10,,,,,4168492265.0,
221,2018-08-11,,,,,4010281320.0,
222,2018-08-12,,,,,4192016729.0,
223,2018-08-13,,,,,4323539161.0,
224,2018-08-14,,,,,3979945764.0,
225,2018-08-15,,,,,4195949379.0,
226,2018-08-16,,,,,4031030321.0,
227,2018-08-17,,,,,4229739928.0,
228,2018-08-18,,,,,4279504117.0,
229,2018-08-19,,,,,4244919592.0,
230,2018-08-20,,,,,4225032910.0,
231,2018-08-21,,,,,4071914190.0,
232,2018-08-22,,,,,4114650455.0,
233,2018-08-23,,,,,3981196872.0,
234,2018-08-24,,,,,4047673418.0,
235,2018-08-25,,,,,4084487815.0,
236,2018-08-26,,,,,3998458770.0,
237,2018-08-27,,,,,4099685460.0,
238,2018-08-28,,,,,4316386619.0,
239,2018-08-29,,,,,4321027591.0,
240,2018-08-30,,,,,4131500838.0,
241,2018-08-31,,,,,4139955931.0,
242,2018-09-01,,,,,4280357828.0,
243,2018-09-02,,,,,4261888133.0,
244,2018-09-03,,,,,4176894286.0,
245,2018-09-04,,,,,4215545357.0,
246,2018-09-05,,,,,4153184726.0,
247,2018-09-06,,,,,3731685963.0,
248,2018-09-07,,,,,3879844973.0,
249,2018-09-08,,,,,3813975601.0,
250,2018-09-09,,,,,3656276131.0,
251,2018-09-10,,,,,3591121564.0,
252,2018-09-11,,,,,3623170036.0,
253,2018-09-12,,,,,3677405561.0,
254,2018-09-13,,,,,3859154606.0,
255,2018-09-14,,,,,3822209860.0,
256,2018-09-15,,,,,3816421364.0,
257,2018-09-16,,,,,3837290569.0,
258,2018-09-17,,,,,3820789917.0,
259,2018-09-18,,,,,3804325122.0,
260,2018-09-19,,,,,3886905144.0,
261,2018-09-20,,,,,3975964845.0,
262,2018-09-21,,,,,4635953627.0,
263,2018-09-22,,,,,4496746577.0,
264,2018-09-23,,,,,5170383439.0,
265,2018-09-24,,,,,5026701679.0,
266,2018-09-25,,,,,4531334757.0,
267,2018-09-26,,,,,4668514185.0,
268,2018-09-27,,,,,4755471505.0,
269,2018-09-28,,,,,4802695907.0,
270,2018-09-29,,,,,4755045462.0,
271,2018-09-30,,,,,4842680368.0,
