,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
ETH Opening Price ($),10493.0,1053.8148498999333,383.11,1235.0991509935343,82.17,104.6052,127.596,144.11800000000002,205.32,383.11,1805.29,3155.2400000000002,3785.044,4435.3736,4846.71
ETH High Price ($),10493.0,1069.296191746879,387.39,1251.4561387019287,83.68,105.9848,129.46,145.856,207.58,387.39,1827.4,3190.0,3830.8439999999996,4494.6396,4868.0
ETH Low Price ($),10493.0,1036.7219289049842,377.69,1217.2143368108402,81.79,103.4036,125.886,142.554,203.08,377.69,1779.06,3112.8740000000003,3728.0919999999987,4382.574799999999,4776.37
ETH Close Price ($),10493.0,1053.9712179548271,383.14,1235.1077129672417,82.17,104.6052,127.596,144.11800000000002,205.32,383.14,1806.1,3155.2400000000002,3785.044,4435.3736,4846.71
