,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
ETH Opening Price ($),6996.0,1053.8473098913664,382.765,1235.372347648528,82.81,104.499,127.7875,144.36,205.3125,382.765,1806.475,3158.425,3785.2875000000004,4431.219500000001,4839.12
ETH High Price ($),6996.0,1072.7596426529446,388.2,1255.192176900805,83.96,106.5885,130.24,146.405,207.9225,388.2,1838.05,3203.965,3838.77,4510.285500000001,4868.0
ETH Low Price ($),6996.0,1032.5628673527729,376.32,1212.8174531538334,81.79,102.93,125.6625,142.195,202.47,376.32,1773.9625,3102.335,3714.0925,4351.260000000002,4776.37
ETH Close Price ($),6996.0,1054.0818396226416,382.975,1235.3851735513433,82.81,104.499,127.7875,144.36,205.3125,382.975,1807.6675,3158.425,3785.2875000000004,4431.219500000001,4839.12
