,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
ETH Opening Price ($),41972.0,1054.0081042123318,383.09000000000003,1235.3512636362302,82.17,104.61710000000001,127.7255,144.241,205.36,383.09000000000003,1806.6075,3156.666,3785.8785,4437.327600000001,4846.71
ETH High Price ($),41972.0,1061.6359322881922,385.34000000000003,1243.346352516119,82.95,105.2071,128.6,145.0,206.56,385.34000000000003,1819.0,3175.611000000001,3810.852,4457.696300000001,4868.0
ETH Low Price ($),41972.0,1045.7692583150672,380.595,1226.712159981639,81.79,104.1071,126.851,143.36,204.2175,380.595,1795.0125,3136.923000000001,3760.2854999999995,4409.645000000002,4833.19
ETH Close Price ($),41972.0,1054.0471962260556,383.105,1235.3533992854657,82.17,104.61710000000001,127.7255,144.241,205.36,383.105,1806.6875,3156.666,3785.8785,4437.327600000001,4846.71
