TIMESTAMP,WXTZ_OPEN_PRICE_USD,WXTZ_HIGH_PRICE_USD,WXTZ_LOW_PRICE_USD,WXTZ_CLOSE_PRICE_USD,Adj Close,WXTZ_VOLUME_USD,WXTZ_DIVIDENDS_USD,WXTZ_STOCK_SPLITS_USD
,0.5708885192871094,0.5719569325447083,0.5575542449951172,0.5692026019096375,,7846992.0,0.0,0.0
