TIMESTAMP,2OMB_OPEN_PRICE_USD,2OMB_HIGH_PRICE_USD,2OMB_LOW_PRICE_USD,2OMB_CLOSE_PRICE_USD,2OMB_VOLUME_USD,2OMB_DIVIDENDS_USD,2OMB_STOCK_SPLITS_USD
2022-01-06 00:00:00+00:00,30.95762062072754,31.290756225585938,14.633390426635742,18.902896881103516,2484554,0.0,0.0
2022-01-07 00:00:00+00:00,18.902896881103516,18.902896881103516,4.799895763397217,4.799895763397217,922335,0.0,0.0
2022-01-08 00:00:00+00:00,4.799895763397217,4.799895763397217,2.3156158924102783,2.9568769931793213,416743,0.0,0.0
2022-01-09 00:00:00+00:00,2.9568769931793213,8.324897766113281,2.892656087875366,6.3118672370910645,3036752,0.0,0.0
2022-01-10 00:00:00+00:00,6.3118672370910645,7.074991226196289,4.91786003112793,5.288304805755615,677471,0.0,0.0
2022-01-11 00:00:00+00:00,5.288304805755615,5.4737019538879395,2.7487359046936035,3.8486380577087402,811505,0.0,0.0
2022-01-12 00:00:00+00:00,3.8486380577087402,5.820855140686035,3.7710459232330322,4.7020769119262695,1055707,0.0,0.0
2022-01-13 00:00:00+00:00,4.7020769119262695,7.201794147491455,4.252394199371338,7.133203029632568,1874892,0.0,0.0
2022-01-14 00:00:00+00:00,7.133203029632568,10.115119934082031,6.462073802947998,9.690814018249512,3213160,0.0,0.0
2022-01-15 00:00:00+00:00,9.690814018249512,17.86357879638672,9.452428817749023,15.90442943572998,11718497,0.0,0.0
2022-01-16 00:00:00+00:00,15.90442943572998,19.30293846130371,10.437735557556152,10.437735557556152,5454192,0.0,0.0
2022-01-17 00:00:00+00:00,10.437735557556152,10.694258689880371,5.088992118835449,6.276822090148926,5006694,0.0,0.0
2022-01-18 00:00:00+00:00,6.276822090148926,7.270791053771973,5.575642108917236,6.926185131072998,3826396,0.0,0.0
2022-01-19 00:00:00+00:00,6.926185131072998,10.132389068603516,6.488719940185547,7.3148298263549805,4829314,0.0,0.0
2022-01-20 00:00:00+00:00,7.3148298263549805,9.92101001739502,7.268127918243408,7.578775882720947,3961654,0.0,0.0
2022-01-21 00:00:00+00:00,7.578775882720947,7.954016208648682,5.973453998565674,6.498387813568115,3077211,0.0,0.0
2022-01-22 00:00:00+00:00,6.498387813568115,7.944552898406982,5.247406959533691,7.944552898406982,7001746,0.0,0.0
2022-01-23 00:00:00+00:00,7.944552898406982,8.688009262084961,6.5983757972717285,6.8918070793151855,7897069,0.0,0.0
2022-01-24 00:00:00+00:00,6.891808986663818,6.891808986663818,3.5073680877685547,4.921832084655762,5362180,0.0,0.0
2022-01-25 00:00:00+00:00,4.921832084655762,5.1936259269714355,3.971565008163452,4.072020053863525,3888755,0.0,0.0
2022-01-26 00:00:00+00:00,4.072020053863525,4.072020053863525,2.5103800296783447,2.7980310916900635,5735994,0.0,0.0
2022-01-27 00:00:00+00:00,2.7980310916900635,2.8215439319610596,2.343264102935791,2.538106918334961,2689754,0.0,0.0
