TIMESTAMP,GOLDGR_OPEN_PRICE_USD,GOLDGR_HIGH_PRICE_USD,GOLDGR_LOW_PRICE_USD,GOLDGR_CLOSE_PRICE_USD,GOLDGR_VOLUME_USD,GOLDGR_DIVIDENDS_USD,GOLDGR_STOCK_SPLITS_USD
2025-04-28 00:00:00+00:00,105.92803192138672,107.45586395263672,105.92803192138672,106.45719909667969,164167,0.0,0.0
2025-04-29 00:00:00+00:00,106.45719909667969,106.52268981933594,105.95537567138672,106.23664093017578,213133,0.0,0.0
2025-04-30 00:00:00+00:00,106.23664093017578,106.99164581298828,106.11978912353516,106.27503204345703,151138,0.0,0.0
2025-05-01 00:00:00+00:00,106.27503204345703,106.28089904785156,105.13640594482422,105.86319732666016,177700,0.0,0.0
2025-05-02 00:00:00+00:00,105.86319732666016,106.22329711914062,105.5593490600586,105.7276611328125,148138,0.0,0.0
2025-05-03 00:00:00+00:00,105.7276611328125,106.1892318725586,105.5586929321289,106.10636901855469,150310,0.0,0.0
2025-05-04 00:00:00+00:00,106.10636901855469,106.24129486083984,106.06288146972656,106.10100555419922,153816,0.0,0.0
2025-05-05 00:00:00+00:00,106.10100555419922,106.3553695678711,106.05998992919922,106.28086853027344,41210,0.0,0.0
2025-05-06 00:00:00+00:00,106.28086853027344,106.67750549316406,106.2511978149414,106.517822265625,62658,0.0,0.0
2025-05-07 00:00:00+00:00,106.517822265625,106.56291961669922,106.36035919189453,106.39424133300781,42217,0.0,0.0
2025-05-08 00:00:00+00:00,106.39424133300781,107.71263885498047,106.2594985961914,106.36354064941406,78539,0.0,0.0
2025-05-09 00:00:00+00:00,106.36354064941406,107.03555297851562,106.0484390258789,106.7626953125,99516,0.0,0.0
2025-05-10 00:00:00+00:00,106.7626953125,106.77291870117188,106.2584457397461,106.46355438232422,127733,0.0,0.0
2025-05-11 00:00:00+00:00,106.46355438232422,106.4710464477539,106.13250732421875,106.17475128173828,97593,0.0,0.0
2025-05-12 00:00:00+00:00,106.17475128173828,106.22173309326172,104.28471374511719,104.29202270507812,94338,0.0,0.0
2025-05-13 00:00:00+00:00,104.29202270507812,104.83296966552734,103.81195068359375,104.30632019042969,25954,0.0,0.0
2025-05-14 00:00:00+00:00,104.30632019042969,104.63140869140625,101.99019622802734,101.99056243896484,0,0.0,0.0
2025-05-15 00:00:00+00:00,101.99056243896484,104.43226623535156,101.06026458740234,104.13288879394531,35090,0.0,0.0
2025-05-16 00:00:00+00:00,104.13288879394531,104.18780517578125,102.05406951904297,103.00236511230469,0,0.0,0.0
2025-05-17 00:00:00+00:00,103.00236511230469,103.46273803710938,102.78829193115234,102.9615707397461,0,0.0,0.0
2025-05-18 00:00:00+00:00,102.9615707397461,104.37808227539062,102.49756622314453,104.353271484375,35530,0.0,0.0
2025-05-19 00:00:00+00:00,104.353271484375,104.65770721435547,103.25530242919922,104.21974182128906,35973,0.0,0.0
2025-05-20 00:00:00+00:00,104.21974182128906,105.92264556884766,103.285400390625,105.9215087890625,29682,0.0,0.0
2025-05-21 00:00:00+00:00,105.9215087890625,106.97142791748047,105.57981872558594,106.97142791748047,32750,0.0,0.0
2025-05-22 00:00:00+00:00,106.97142791748047,107.48345947265625,105.85531616210938,106.18867492675781,0,0.0,0.0
2025-05-23 00:00:00+00:00,106.18867492675781,108.2010269165039,106.09909057617188,107.33348846435547,27188,0.0,0.0
2025-05-24 00:00:00+00:00,107.33348846435547,108.3134994506836,107.33348846435547,107.87174224853516,0,0.0,0.0
2025-05-25 00:00:00+00:00,107.87174224853516,108.68711853027344,107.40352630615234,107.81025695800781,0,0.0,0.0
2025-05-26 00:00:00+00:00,107.81025695800781,108.44109344482422,107.10992431640625,108.00615692138672,6478,0.0,0.0
2025-05-27 00:00:00+00:00,108.00615692138672,108.01952362060547,106.39280700683594,106.39283752441406,0,0.0,0.0
2025-05-28 00:00:00+00:00,106.39283752441406,107.3585433959961,105.49565124511719,105.49565124511719,14785,0.0,0.0
2025-05-29 00:00:00+00:00,105.49565124511719,107.42530822753906,105.2083511352539,106.67989349365234,26300,0.0,0.0
2025-05-30 00:00:00+00:00,106.67989349365234,106.80902099609375,105.51136779785156,105.97266387939453,0,0.0,0.0
2025-05-31 00:00:00+00:00,105.97266387939453,106.61479949951172,105.92068481445312,106.30717468261719,0,0.0,0.0
2025-06-01 00:00:00+00:00,106.30717468261719,106.59046936035156,105.7960205078125,106.07913208007812,8653,0.0,0.0
