TIMESTAMP,DOGS33660_OPEN_PRICE_USD,DOGS33660_HIGH_PRICE_USD,DOGS33660_LOW_PRICE_USD,DOGS33660_CLOSE_PRICE_USD,DOGS33660_VOLUME_USD,DOGS33660_DIVIDENDS_USD,DOGS33660_STOCK_SPLITS_USD
2024-10-28 00:00:00+00:00,,,,0.0,43299,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,18244,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,12415,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,3925,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,1570,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,1555,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,475,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,1010,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,3088,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,1049,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,224,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,315,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,359,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,207,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,364,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,1932,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,951,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,630,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,236,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,238,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,810,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,319,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,99,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,494,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,339,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,658,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,339,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,107,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,350,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,319,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,391,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,287,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,100,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,53,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,77,0.0,0.0
