TIMESTAMP,KOBO_CLOSE_PRICE_USD,KOBO_OPEN_PRICE_USD,KOBO_HIGH_PRICE_USD,KOBO_LOW_PRICE_USD
2018-04-30,0.089221,0.085244,0.090201,0.082726
2018-05-01,0.083409,0.089221,0.089246,0.082776
2018-05-02,0.077484,0.083409,0.084105,0.076739
2018-05-03,0.080029,0.077484,0.080661,0.075094
2018-05-04,0.088584,0.080029,0.089137,0.078361
2018-05-05,0.084787,0.088584,0.089953,0.080213
2018-05-06,0.084034,0.084788,0.113123,0.076853
2018-05-07,0.083632,0.084034,0.086718,0.080388
2018-05-08,0.081787,0.083388,0.083717,9e-06
2018-05-09,0.087032,0.081787,0.096085,0.079966
2018-05-10,0.082386,0.087032,0.098255,0.082244
2018-05-11,0.065628,0.082386,0.082386,0.064635
2018-05-12,0.085782,0.065628,0.123705,0.064446
2018-05-13,0.080193,0.085977,0.10004,0.077726
2018-05-14,0.07536,0.080193,0.080413,0.070752
2018-05-15,0.068448,0.075354,0.080138,0.068121
2018-05-16,0.067605,0.068447,0.068627,0.064796
2018-05-17,0.070376,0.067663,0.072797,0.06628
2018-05-18,0.069125,0.070204,0.070902,0.068108
2018-05-19,0.067815,0.069125,0.069326,0.066043
2018-05-20,0.069847,0.067815,0.070337,0.067238
2018-05-21,0.067667,0.069847,0.070026,0.067364
2018-05-22,0.066872,0.067667,0.068663,0.066086
2018-05-23,0.063151,0.066849,0.067205,0.062597
2018-05-24,0.062325,0.063103,0.063933,0.059895
2018-05-25,0.062386,0.062351,0.06416,0.061296
2018-05-26,0.061404,0.062374,0.063744,0.061078
2018-05-27,0.057616,0.061418,0.061559,0.056741
2018-05-28,0.054633,0.057641,0.058327,0.054399
2018-05-29,0.057676,0.054666,0.058173,0.054239
2018-05-30,0.057084,0.057744,0.058457,0.056351
2018-05-31,0.063112,0.057059,0.064027,0.056797
2018-06-01,0.062312,0.063106,0.063729,0.058743
2018-06-02,0.060379,0.062362,0.063129,0.060379
2018-06-03,0.061436,0.060333,0.06255,0.059753
2018-06-04,0.05887,0.061397,0.061529,0.058581
2018-06-05,0.058915,0.058826,0.059761,0.056552
2018-06-06,0.059315,0.058966,0.059679,0.056066
2018-06-07,0.059551,0.059318,0.06007,0.058823
2018-06-08,0.058218,0.059526,0.059583,0.057673
2018-06-09,0.056074,0.058219,0.058751,0.055886
2018-06-10,0.050422,0.056089,0.056089,0.049478
2018-06-11,0.050934,0.05048,0.051106,0.049591
2018-06-12,0.04825,0.050909,0.051053,0.047599
2018-06-13,0.046462,0.048262,0.048419,0.044916
2018-06-14,0.049023,0.046489,0.049531,0.046323
2018-06-15,0.047195,0.049116,0.049116,0.047035
2018-06-16,0.047963,0.047217,0.048434,0.046811
2018-06-17,0.04632,0.047972,0.048519,0.046242
2018-06-18,0.066857,0.046358,0.074246,0.045962
2018-06-19,0.065311,0.06689,0.06958,0.055659
2018-06-20,0.065643,0.065237,0.066513,0.063004
2018-06-21,0.051459,0.06564,0.065788,0.051387
2018-06-22,0.046407,0.051462,0.05159,0.045593
2018-06-23,0.047185,0.046406,0.047929,0.0462
2018-06-24,0.047156,0.047247,0.047851,0.044286
2018-06-25,0.047817,0.04714,0.048342,0.046619
2018-06-26,0.046888,0.047849,0.048023,0.046667
2018-06-27,0.047746,0.04674,0.048229,0.046442
2018-06-28,0.04479,0.047838,0.048023,0.044687
2018-06-29,0.046064,0.044777,0.046609,0.042748
2018-06-30,0.047777,0.046033,0.049808,0.045996
2018-07-01,0.052099,0.047776,0.052615,0.047208
2018-07-02,0.054297,0.052094,0.054763,1e-06
2018-07-03,0.04953,0.054297,0.054724,0.000663
2018-07-04,0.050215,0.04953,0.054803,0.048905
2018-07-05,0.052714,0.050215,0.055458,0.049735
2018-07-06,0.053108,0.052714,0.053579,0.051737
2018-07-07,0.054026,0.053108,0.054187,0.051185
2018-07-08,0.052758,0.054026,0.054203,0.052551
2018-07-09,0.051882,0.052758,0.052987,0.051696
2018-07-10,0.043098,0.051882,0.052038,0.042995
2018-07-11,0.042189,0.043098,0.043739,0.040561
2018-07-12,0.035207,0.042189,0.050819,0.02923
2018-07-13,0.037258,0.035207,0.038463,0.035056
2018-07-14,0.035563,0.037258,0.03758,0.035225
2018-07-15,0.035827,0.035563,0.036901,0.035259
2018-07-16,0.038128,0.035827,0.038194,0.035425
2018-07-17,0.031293,0.038128,0.038249,0.028219
2018-07-18,0.03451,0.031293,0.035964,0.030024
2018-07-19,0.031389,0.03451,0.035598,0.03126
2018-07-20,0.030539,0.031389,0.032106,0.03043
2018-07-21,0.041237,0.030539,0.042564,0.029885
2018-07-22,0.041078,0.041237,0.042136,0.037357
2018-07-23,0.042,0.041078,0.04609,0.039721
2018-07-24,0.046145,0.042,0.046472,0.041886
2018-07-25,0.044446,0.046145,0.046544,0.043888
2018-07-26,0.044486,0.044446,0.045053,0.044432
2018-07-27,0.044568,0.044486,0.044568,0.044486
2018-07-28,0.044486,0.044568,0.044568,0.044486
2018-07-29,0.037204,0.044486,0.044651,0.025415
2018-07-30,0.033584,0.037204,0.037997,0.032288
2018-07-31,0.030864,0.033584,0.033604,0.030474
2018-08-01,0.030135,0.030864,0.0312,0.029482
2018-08-02,0.027918,0.030135,0.030492,0.027854
2018-08-03,0.027366,0.027918,0.027918,0.02695
2018-08-04,0.025782,0.027366,0.027632,0.025502
2018-08-05,0.02588,0.025782,0.02609,0.025358
2018-08-06,0.022652,0.02588,0.026296,0.022369
2018-08-07,0.022035,0.022652,0.02338,0.021803
2018-08-08,0.020592,0.022035,0.022035,0.020116
2018-08-09,0.021513,0.020592,0.021785,0.020271
2018-08-10,0.020551,0.021513,0.02166,0.0201
2018-08-11,0.021129,0.020551,0.021827,0.020164
2018-08-12,0.020741,0.021129,0.021417,0.020356
2018-08-13,0.021382,0.020741,0.022097,0.020729
2018-08-14,0.021032,0.021382,0.022117,0.019537
2018-08-15,0.022071,0.021032,0.023279,0.021019
2018-08-16,0.022217,0.022071,0.022781,0.021916
2018-08-17,0.023193,0.022217,0.023193,0.022151
2018-08-18,0.021729,0.023193,0.023268,0.021601
2018-08-19,0.021855,0.021729,0.022038,0.021332
2018-08-20,0.02108,0.021855,0.021975,0.020996
2018-08-21,0.021867,0.02108,0.021935,0.021063
2018-08-22,0.021448,0.021867,0.023175,0.021104
2018-08-23,0.022029,0.021448,0.02216,0.021433
2018-08-24,0.022626,0.022029,0.022731,0.021844
2018-08-25,0.022778,0.022626,0.022957,0.022545
2018-08-26,0.022675,0.022778,0.02292,0.022244
2018-08-27,0.023332,0.022675,0.023359,0.022509
2018-08-28,0.023925,0.023332,0.024089,0.023228
2018-08-29,0.024451,0.023925,0.024526,0.022482
2018-08-30,0.024305,0.024451,0.024498,0.023652
2018-08-31,0.024277,0.024305,0.024475,0.02396
2018-09-01,0.024399,0.024277,0.024866,0.024256
2018-09-02,0.024824,0.024399,0.025347,0.024133
2018-09-03,0.023482,0.024824,0.025045,0.023422
2018-09-04,0.024101,0.023482,0.024269,0.022989
2018-09-05,0.021955,0.024101,0.024218,0.021943
2018-09-06,0.021561,0.021955,0.022009,0.020701
2018-09-07,0.020973,0.021561,0.021919,0.02091
2018-09-08,0.020256,0.020973,0.021196,0.020109
2018-09-09,0.020435,0.020256,0.021017,0.020161
2018-09-10,0.020659,0.020435,0.020784,0.020435
2018-09-11,0.020788,0.020659,0.020911,0.020239
2018-09-12,0.020879,0.020788,0.020923,0.020439
2018-09-13,0.021337,0.020879,0.021495,0.02087
2018-09-14,0.021375,0.021337,0.021701,0.021
2018-09-15,0.021484,0.021375,0.021645,0.021331
2018-09-16,0.020957,0.021484,0.021484,0.020711
2018-09-17,0.019859,0.020957,0.021124,0.019726
2018-09-18,0.019916,0.019859,0.020041,0.019592
2018-09-19,0.02007,0.019916,0.020311,0.019198
2018-09-20,0.020444,0.02007,0.020488,0.019962
2018-09-21,0.023229,0.020444,0.02438,0.02043
2018-09-22,0.023501,0.023229,0.023662,0.02306
2018-09-23,0.023422,0.023501,0.023707,0.023264
2018-09-24,0.022751,0.023422,0.023509,0.022648
2018-09-25,0.022232,0.022751,0.022751,0.021944
2018-09-26,0.022327,0.022232,0.022635,0.022046
2018-09-27,0.023077,0.022327,0.023209,0.022222
2018-09-28,0.023223,0.023077,0.023546,0.022581
2018-09-29,0.023215,0.023223,0.023301,0.022664
2018-09-30,0.02171,0.023215,0.02322,0.021424
2018-10-01,0.021651,0.02171,0.021843,0.021389
2018-10-02,0.021707,0.021651,0.021864,0.021602
2018-10-03,0.02146,0.021707,0.02173,0.02117
2018-10-04,0.021714,0.02146,0.021889,0.021448
2018-10-05,0.022094,0.021714,0.022161,0.021609
2018-10-06,0.021918,0.022094,0.022105,0.021815
2018-10-07,0.021618,0.021918,0.021961,0.021543
2018-10-08,0.021855,0.021618,0.022003,0.021563
2018-10-09,0.019789,0.021855,0.021877,0.019733
2018-10-10,0.019659,0.019789,0.019789,0.01936
2018-10-11,0.018516,0.019659,0.019659,0.018441
2018-10-12,0.01864,0.018516,0.018791,0.01842
2018-10-13,0.01822,0.01864,0.018809,0.018052
2018-10-14,0.018366,0.01822,0.018557,0.018197
2018-10-15,0.019686,0.018366,0.021838,0.018333
2018-10-16,0.019835,0.019686,0.020124,0.019561
2018-10-17,0.019767,0.019835,0.019935,0.019609
2018-10-18,0.01898,0.019767,0.037628,0.017999
2018-10-19,0.019777,0.01898,0.020195,0.017878
2018-10-20,0.020613,0.019777,0.020631,0.018973
2018-10-21,0.020917,0.020613,0.021058,0.020556
2018-10-22,0.020884,0.020917,0.021043,0.020794
2018-10-23,0.020764,0.020884,0.020927,0.020708
2018-10-24,0.020842,0.020764,0.021023,0.020761
2018-10-25,0.019421,0.020842,0.020873,0.019421
2018-10-26,0.023317,0.019421,0.023572,0.019421
2018-10-27,0.021223,0.023317,0.023339,0.021208
2018-10-28,0.020833,0.021223,0.021933,0.020757
2018-10-29,0.020364,0.020833,0.020834,0.018447
2018-10-30,0.020668,0.020364,0.020779,0.020364
2018-10-31,0.023244,0.020668,0.024785,0.020654
2018-11-01,0.024863,0.023244,0.026249,0.022947
2018-11-02,0.024647,0.024863,0.025478,0.024545
2018-11-03,0.024913,0.024647,0.024916,0.024252
2018-11-04,0.025454,0.024913,0.025485,0.024773
2018-11-05,0.02284,0.025454,0.046277,0.022068
2018-11-06,0.022706,0.02284,0.025065,0.022597
2018-11-07,0.020671,0.022706,0.025152,0.019794
2018-11-08,0.022257,0.020671,0.022324,0.019366
2018-11-09,0.019935,0.022257,0.022339,0.01966
2018-11-10,0.019422,0.019935,0.020064,0.019422
2018-11-11,0.019606,0.019422,0.019606,0.019155
2018-11-12,0.026432,0.019606,0.026547,0.019369
2018-11-13,0.022173,0.026432,0.026591,0.019456
2018-11-14,0.020067,0.022173,0.02367,0.019596
2018-11-15,0.01898,0.020067,0.020218,0.018202
2018-11-16,0.017944,0.01898,0.018998,0.017565
2018-11-17,0.017836,0.017944,0.017944,0.01767
2018-11-18,0.01794,0.017836,0.018102,0.017818
2018-11-19,0.014789,0.01794,0.01794,0.014649
2018-11-20,0.013651,0.014789,0.015113,0.012846
2018-11-21,0.013803,0.013651,0.01415,0.013179
2018-11-22,0.013176,0.013803,0.013992,0.013176
2018-11-23,0.013224,0.013176,0.013422,0.012753
2018-11-24,0.011713,0.013224,0.0135,0.011427
2018-11-25,0.012212,0.011713,0.012495,0.010932
2018-11-26,0.011416,0.012212,0.012482,0.011002
2018-11-27,0.011673,0.011416,0.011828,0.010954
2018-11-28,0.01294,0.011673,0.013332,0.011631
2018-11-29,0.012935,0.01294,0.013427,0.012522
2018-11-30,0.011994,0.012935,0.013007,0.011819
2018-12-01,0.012644,0.011994,0.012886,0.011819
2018-12-02,0.012479,0.012644,0.012972,0.012299
2018-12-03,0.011689,0.012479,0.012535,0.01152
2018-12-04,0.011926,0.011689,0.01238,0.011391
2018-12-05,0.012901,0.011926,0.013076,0.011103
2018-12-06,0.012142,0.012901,0.013606,0.012059
2018-12-07,0.011846,0.012142,0.012365,0.011277
2018-12-08,0.01469,0.011846,0.015322,0.011839
2018-12-09,0.015111,0.01469,0.015656,0.01437
2018-12-10,0.013782,0.015111,0.015435,0.013591
2018-12-11,0.013497,0.013782,0.013879,0.013278
2018-12-12,0.013158,0.01338,0.014186,0.013042
2018-12-13,0.012366,0.013158,0.013285,0.012293
2018-12-14,0.012108,0.012366,0.01269,0.011906
2018-12-15,0.012359,0.012108,0.012417,0.010201
2018-12-16,0.012936,0.012359,0.013167,0.012141
2018-12-17,0.014121,0.012936,0.01452,0.012877
2018-12-18,0.014721,0.014121,0.014792,0.013828
2018-12-19,0.01484,0.014721,0.015733,0.014652
2018-12-20,0.016416,0.01484,0.016732,0.014731
2018-12-21,0.01547,0.016416,0.016702,0.015211
2018-12-22,0.01607,0.01547,0.01615,0.015267
2018-12-23,0.015856,0.01607,0.016398,0.015727
2018-12-24,0.016145,0.015856,0.017075,0.015856
2018-12-25,0.015211,0.016145,0.016171,0.014881
2018-12-26,0.015307,0.015211,0.015541,0.014848
2018-12-27,0.014484,0.015307,0.015432,0.014383
2018-12-28,0.015743,0.014484,0.015929,0.014417
2018-12-29,0.015142,0.015743,0.015943,0.015085
2018-12-30,0.014362,0.015142,0.015558,0.014259
2018-12-31,0.013981,0.014362,0.014462,0.013803
2019-01-01,0.014348,0.013981,0.014431,0.013736
2019-01-02,0.014985,0.014348,0.015067,0.014216
2019-01-03,0.014193,0.014985,0.015004,0.01413
2019-01-04,0.014285,0.014193,0.014389,0.013934
2019-01-05,0.014141,0.014285,0.014492,0.014115
2019-01-06,0.015038,0.014141,0.028242,0.013832
2019-01-07,0.01479,0.015038,0.01513,0.014684
2019-01-08,0.014737,0.01479,0.015128,0.014612
2019-01-09,0.01468,0.014737,0.014959,0.014509
2019-01-10,0.013366,0.01468,0.014869,0.013274
2019-01-11,0.013596,0.013366,0.013846,0.013335
2019-01-12,0.01355,0.013596,0.013666,0.013434
2019-01-13,0.013631,0.01355,0.013698,0.013095
2019-01-14,0.014228,0.013631,0.014411,0.013586
2019-01-15,0.013875,0.014228,0.014323,0.013789
2019-01-16,0.013933,0.013875,0.014168,0.013824
2019-01-17,0.014119,0.013933,0.014127,0.013738
2019-01-18,0.013949,0.014119,0.014132,0.013866
2019-01-19,0.014288,0.013949,0.014608,0.013943
2019-01-20,0.013609,0.014288,0.014406,0.013464
2019-01-21,0.01359,0.013609,0.013684,0.013484
2019-01-22,0.01381,0.01359,0.013951,0.01329
2019-01-23,0.013737,0.01381,0.013934,0.013632
2019-01-24,0.01386,0.013737,0.01392,0.013623
2019-01-25,0.013772,0.01386,0.013902,0.013644
2019-01-26,0.013787,0.013772,0.014163,0.013757
2019-01-27,0.013651,0.013787,0.013823,0.013448
2019-01-28,0.013287,0.013651,0.013654,0.013117
2019-01-29,0.013199,0.013287,0.01333,0.01299
2019-01-30,0.013395,0.013199,0.013458,0.013101
2019-01-31,0.013293,0.013395,0.013538,0.013215
2019-02-01,0.013426,0.013293,0.01349,0.013154
2019-02-02,0.013507,0.013426,0.013556,0.013286
2019-02-03,0.013289,0.013507,0.013536,0.013173
2019-02-04,0.013246,0.013289,0.013356,0.013189
2019-02-05,0.013328,0.013246,0.013343,0.013191
2019-02-06,0.0131,0.013328,0.013362,0.012991
2019-02-07,0.01304,0.0131,0.013139,0.013021
2019-02-08,0.014133,0.01304,0.014397,0.013009
2019-02-09,0.014111,0.014133,0.014187,0.014018
2019-02-10,0.01422,0.014111,0.014223,0.013919
2019-02-11,0.01397,0.01422,0.01423,0.013952
2019-02-12,0.014019,0.01397,0.014132,0.013834
2019-02-13,0.013924,0.014019,0.014176,0.013853
2019-02-14,0.01388,0.013924,0.01397,0.013824
2019-02-15,0.013905,0.01388,0.014103,0.013832
2019-02-16,0.013952,0.013905,0.014129,0.013905
2019-02-17,0.014177,0.013952,0.014358,0.013924
2019-02-18,0.0151,0.014177,0.015214,0.014134
2019-02-19,0.015148,0.0151,0.015489,0.014965
2019-02-20,0.01541,0.015148,0.015433,0.015059
2019-02-21,0.015218,0.01541,0.015641,0.015089
2019-02-22,0.015426,0.015218,0.015461,0.015148
2019-02-23,0.015985,0.015426,0.016148,0.015237
2019-02-24,0.014546,0.015985,0.016252,0.014469
2019-02-25,0.01489,0.014546,0.015045,0.014537
2019-02-26,0.014794,0.01489,0.01493,0.014702
2019-02-27,0.014804,0.014794,0.014929,0.014318
2019-02-28,0.014783,0.014804,0.01513,0.014742
2019-03-01,0.014865,0.014783,0.014982,0.014774
2019-03-02,0.01485,0.014865,0.01489,0.014634
2019-03-03,0.014742,0.01485,0.014889,0.014649
2019-03-04,0.014421,0.014742,0.014828,0.014297
2019-03-05,0.01499,0.014421,0.015054,0.014369
2019-03-06,0.014996,0.01499,0.015094,0.014842
2019-03-07,0.015046,0.014996,0.015156,0.014935
2019-03-08,0.014954,0.015046,0.015255,0.014709
2019-03-09,0.015238,0.014954,0.015351,0.014929
2019-03-10,0.015178,0.015238,0.015245,0.015046
2019-03-11,0.014997,0.015178,0.015215,0.01488
2019-03-12,0.015006,0.014997,0.015102,0.014786
2019-03-13,0.014982,0.015006,0.015068,0.014897
2019-03-14,0.01499,0.014982,0.01518,0.014755
2019-03-15,0.015192,0.01499,0.015222,0.014986
2019-03-16,0.015521,0.015192,0.015759,0.015192
2019-03-17,0.015442,0.015521,0.015521,0.015337
2019-03-18,0.01546,0.015442,0.01563,0.015324
2019-03-19,0.015589,0.01546,0.015628,0.015395
2019-03-20,0.015663,0.015589,0.015697,0.015456
2019-03-21,0.01535,0.015663,0.015734,0.015203
2019-03-22,0.015365,0.01535,0.015443,0.015313
2019-03-23,0.01542,0.015365,0.015469,0.015316
2019-03-24,0.015337,0.01542,0.01542,0.01523
2019-03-25,0.015066,0.015337,0.015369,0.014952
2019-03-26,0.015148,0.015066,0.01516,0.014994
2019-03-27,0.015569,0.015148,0.015596,0.015102
2019-03-28,0.015531,0.015569,0.015574,0.015437
2019-03-29,0.015859,0.015531,0.015891,0.015504
2019-03-30,0.015806,0.015859,0.015977,0.015658
2019-03-31,0.015816,0.015806,0.015868,0.015762
2019-04-01,0.015935,0.015816,0.016017,0.015665
2019-04-02,0.018715,0.015935,0.019266,0.0159
2019-04-03,0.018894,0.018715,0.020212,0.018408
2019-04-04,0.018728,0.018894,0.019351,0.018345
2019-04-05,0.019295,0.018728,0.019422,0.018721
2019-04-06,0.019279,0.019295,0.020024,0.018855
2019-04-07,0.019907,0.019279,0.020115,0.019262
2019-04-08,0.020191,0.019907,0.020345,0.019544
2019-04-09,0.019791,0.020191,0.020191,0.01963
2019-04-10,0.020177,0.019791,0.020801,0.019736
2019-04-11,0.018271,0.020177,0.020264,0.018083
2019-04-12,0.018446,0.018271,0.01849,0.017856
2019-04-13,0.018416,0.018446,0.018592,0.018297
2019-04-14,0.018726,0.018416,0.018788,0.018226
2019-04-15,0.018213,0.018726,0.018807,0.017971
2019-04-16,0.01888,0.018213,0.018948,0.018134
2019-04-17,0.018943,0.01888,0.019102,0.018802
2019-04-18,0.019145,0.018943,0.019247,0.018942
2019-04-19,0.019172,0.019145,0.019343,0.018831
2019-04-20,0.019251,0.019172,0.019468,0.019054
2019-04-21,0.019186,0.019251,0.019345,0.018944
2019-04-22,0.019531,0.019186,0.019675,0.019022
2019-04-23,0.020041,0.019531,0.02035,0.019424
2019-04-24,0.019743,0.020041,0.020396,0.019502
2019-04-25,0.018822,0.019743,0.020026,0.018309
2019-04-26,0.019506,0.018822,0.019849,0.018655
2019-04-27,0.019486,0.019506,0.019672,0.019296
2019-04-28,0.019795,0.019486,0.019979,0.019473
2019-04-29,0.019756,0.019795,0.019889,0.019381
2019-04-30,0.020181,0.019756,0.020231,0.019665
2019-05-01,0.020295,0.020181,0.020376,0.020134
2019-05-02,0.020702,0.020295,0.020852,0.020254
2019-05-03,0.021657,0.020702,0.022122,0.02061
2019-05-04,0.021956,0.021657,0.02218,0.021154
2019-05-05,0.02178,0.021956,0.021978,0.021442
2019-05-06,0.020502,0.02178,0.021887,0.020433
2019-05-07,0.021277,0.020502,0.02226,0.020479
2019-05-08,0.009487,0.021277,0.021477,0.009379
2019-05-09,0.021067,0.009487,0.022375,0.009487
2019-05-10,0.009948,0.021067,0.021469,0.005918
2019-05-11,0.015107,0.009948,0.017617,0.009948
2019-05-12,0.014593,0.015107,0.016629,0.012782
2019-05-13,0.016046,0.014593,0.01716,0.012924
2019-05-14,0.01591,0.016046,0.017087,0.014704
2019-05-15,0.01628,0.01591,0.0164,0.015706
2019-05-16,0.015725,0.01628,0.016639,0.0154
2019-05-17,0.01486,0.015725,0.01582,0.014074
2019-05-18,0.014524,0.01486,0.015002,0.014436
2019-05-19,0.016379,0.014524,0.016538,0.014504
2019-05-20,0.015966,0.016379,0.016379,0.01522
2019-05-21,0.015896,0.015966,0.016172,0.015647
2019-05-22,0.015254,0.015896,0.016036,0.015017
2019-05-23,0.015738,0.015254,0.015911,0.014964
2019-05-24,0.015987,0.015738,0.016317,0.015603
2019-05-25,0.016111,0.015987,0.016269,0.015901
2019-05-26,0.017458,0.016111,0.01763,0.01578
2019-05-27,0.017592,0.017458,0.017902,0.017346
2019-05-28,0.017484,0.017592,0.017688,0.017101
2019-05-29,0.017366,0.017484,0.017582,0.016981
2019-05-30,0.01654,0.017366,0.0182,0.0161
2019-05-31,0.017066,0.01654,0.0171,0.016227
2019-06-01,0.01709,0.017066,0.01725,0.016905
2019-06-02,0.017479,0.01709,0.017629,0.01709
2019-06-03,0.01626,0.017479,0.017479,0.0161
2019-06-04,0.0154,0.01626,0.01626,0.015049
2019-06-05,0.015579,0.0154,0.015854,0.015206
2019-06-06,0.015612,0.015579,0.015737,0.01491
2019-06-07,0.016019,0.015612,0.016247,0.01554
2019-06-08,0.015854,0.016019,0.016129,0.015604
2019-06-09,0.015273,0.015854,0.015921,0.015005
2019-06-10,0.01604,0.015273,0.016088,0.015049
2019-06-11,0.015807,0.01604,0.016098,0.015456
2019-06-12,0.016345,0.015807,0.016477,0.015646
2019-06-13,0.016451,0.016345,0.016665,0.016124
2019-06-14,0.017381,0.016451,0.017428,0.016347
2019-06-15,0.017696,0.017381,0.017759,0.017222
2019-06-16,0.01799,0.017696,0.018779,0.017603
2019-06-17,0.01869,0.01799,0.018981,0.017973
2019-06-18,0.018188,0.01869,0.018742,0.017903
2019-06-19,0.018612,0.018188,0.018671,0.018124
2019-06-20,0.019124,0.018612,0.01924,0.018483
2019-06-21,0.02045,0.019124,0.02045,0.019115
2019-06-22,0.021517,0.02045,0.022386,0.020206
2019-06-23,0.021836,0.021517,0.022735,0.021182
2019-06-24,0.022107,0.021836,0.022259,0.021122
2019-06-25,0.023493,0.022107,0.023554,0.022107
2019-06-26,0.026257,0.023493,0.027917,0.023427
2019-06-27,0.022635,0.026257,0.026936,0.021066
2019-06-28,0.024876,0.022635,0.024953,0.022058
2019-06-29,0.023798,0.024876,0.024879,0.023044
2019-06-30,0.021589,0.023798,0.024358,0.021554
2019-07-01,0.021243,0.021589,0.02254,0.02009
2019-07-02,0.021645,0.021243,0.021851,0.019482
2019-07-03,0.023903,0.021645,0.023981,0.021645
2019-07-04,0.022319,0.023903,0.023992,0.022207
2019-07-05,0.02187,0.022319,0.022771,0.02165
2019-07-06,0.022512,0.02187,0.023286,0.02187
2019-07-07,0.02286,0.022512,0.023039,0.022222
2019-07-08,0.024531,0.02286,0.024673,0.022607
2019-07-09,0.025141,0.024531,0.025556,0.024163
2019-07-10,0.02421,0.025141,0.026254,0.023175
2019-07-11,0.022681,0.02421,0.02421,0.022007
2019-07-12,0.023524,0.022681,0.023716,0.022232
2019-07-13,0.022758,0.023524,0.023588,0.021668
2019-07-14,0.020375,0.022758,0.022902,0.020212
2019-07-15,0.021725,0.020375,0.022139,0.0198
2019-07-16,0.018852,0.021725,0.022048,0.018749
2019-07-17,0.019298,0.018852,0.019912,0.018121
2019-07-18,0.021252,0.019298,0.021545,0.018553
2019-07-19,0.021013,0.021252,0.021459,0.020245
2019-07-20,0.021434,0.021013,0.022104,0.020784
2019-07-21,0.021155,0.021434,0.021615,0.020608
2019-07-22,0.020691,0.021155,0.021345,0.020239
2019-07-23,0.019761,0.020691,0.020691,0.019699
2019-07-24,0.019512,0.019761,0.019859,0.019117
2019-07-25,0.019751,0.019512,0.020346,0.019459
2019-07-26,0.019654,0.019751,0.019761,0.019283
