TIMESTAMP,LUMIO_OPEN_PRICE_USD,LUMIO_HIGH_PRICE_USD,LUMIO_LOW_PRICE_USD,LUMIO_CLOSE_PRICE_USD,LUMIO_VOLUME_USD,LUMIO_DIVIDENDS_USD,LUMIO_STOCK_SPLITS_USD
2024-11-29 00:00:00+00:00,0.0001049999991664663,0.00013499999477062374,0.00010299999848939478,0.0001340000017080456,439651,0.0,0.0
2024-11-30 00:00:00+00:00,0.0001340000017080456,0.0001340000017080456,0.0001140000022132881,0.00011600000289035961,448535,0.0,0.0
2024-12-01 00:00:00+00:00,0.00011600000289035961,0.0001429999974789098,0.00010900000052060932,0.00013800000306218863,452197,0.0,0.0
2024-12-02 00:00:00+00:00,0.00013800000306218863,0.00013800000306218863,0.00010599999950500205,0.00012199999764561653,474831,0.0,0.0
2024-12-03 00:00:00+00:00,0.00012199999764561653,0.00012199999764561653,0.00010699999984353781,0.00011300000187475234,309105,0.0,0.0
2024-12-04 00:00:00+00:00,0.00011300000187475234,0.0001230000052601099,0.00011000000085914508,0.00011500000255182385,430621,0.0,0.0
2024-12-05 00:00:00+00:00,0.00011500000255182385,0.0001230000052601099,0.00011200000153621659,0.0001140000022132881,436828,0.0,0.0
2024-12-06 00:00:00+00:00,0.00011500000255182385,0.0001289999927394092,0.00011500000255182385,0.00012399999832268804,443156,0.0,0.0
2024-12-07 00:00:00+00:00,0.00012399999832268804,0.00012799999967683107,0.00011899999663000926,0.00011999999696854502,459709,0.0,0.0
2024-12-08 00:00:00+00:00,0.00012199999764561653,0.00012399999832268804,0.00010599999950500205,0.00010900000052060932,419676,0.0,0.0
2024-12-09 00:00:00+00:00,0.00010900000052060932,0.00011200000153621659,9.699999645818025e-05,0.00010099999781232327,390350,0.0,0.0
2024-12-10 00:00:00+00:00,0.00010099999781232327,0.0001049999991664663,9.300000237999484e-05,9.40000027185306e-05,360647,0.0,0.0
2024-12-11 00:00:00+00:00,9.40000027185306e-05,0.00010299999848939478,9.40000027185306e-05,0.00010099999781232327,359532,0.0,0.0
2024-12-12 00:00:00+00:00,0.00010099999781232327,0.0001049999991664663,0.00010099999781232327,0.00010099999781232327,375841,0.0,0.0
2024-12-13 00:00:00+00:00,0.00010099999781232327,0.00010199999815085903,9.200000204145908e-05,9.40000027185306e-05,359542,0.0,0.0
2024-12-14 00:00:00+00:00,9.40000027185306e-05,9.699999645818025e-05,7.699999696342275e-05,8.399999933317304e-05,83032,0.0,0.0
2024-12-15 00:00:00+00:00,8.399999933317304e-05,9.500000305706635e-05,8.399999933317304e-05,9.500000305706635e-05,144915,0.0,0.0
2024-12-16 00:00:00+00:00,9.500000305706635e-05,9.600000339560211e-05,9.000000136438757e-05,9.600000339560211e-05,207644,0.0,0.0
2024-12-17 00:00:00+00:00,9.600000339560211e-05,9.600000339560211e-05,9.000000136438757e-05,9.500000305706635e-05,165309,0.0,0.0
2024-12-18 00:00:00+00:00,9.500000305706635e-05,9.500000305706635e-05,7.400000322377309e-05,7.699999696342275e-05,8583,0.0,0.0
2024-12-19 00:00:00+00:00,7.699999696342275e-05,8.099999831756577e-05,6.800000119255856e-05,7.000000186963007e-05,216848,0.0,0.0
2024-12-20 00:00:00+00:00,7.000000186963007e-05,7.200000254670158e-05,6.900000153109431e-05,7.200000254670158e-05,36944,0.0,0.0
2024-12-21 00:00:00+00:00,7.200000254670158e-05,9.699999645818025e-05,3.5000000934815034e-05,6.800000119255856e-05,26979,0.0,0.0
2024-12-22 00:00:00+00:00,6.800000119255856e-05,7.100000220816582e-05,5.900000178371556e-05,5.999999848427251e-05,1668,0.0,0.0
2024-12-23 00:00:00+00:00,5.999999848427251e-05,7.699999696342275e-05,5.900000178371556e-05,6.800000119255856e-05,2839,0.0,0.0
2024-12-24 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,6.399999983841553e-05,6.70000008540228e-05,7241,0.0,0.0
2024-12-25 00:00:00+00:00,6.70000008540228e-05,7.000000186963007e-05,6.399999983841553e-05,6.500000017695129e-05,3371,0.0,0.0
2024-12-26 00:00:00+00:00,6.500000017695129e-05,7.000000186963007e-05,6.399999983841553e-05,6.399999983841553e-05,5469,0.0,0.0
2024-12-27 00:00:00+00:00,6.399999983841553e-05,6.900000153109431e-05,6.199999916134402e-05,6.299999949987978e-05,7739,0.0,0.0
2024-12-28 00:00:00+00:00,6.299999949987978e-05,6.800000119255856e-05,6.199999916134402e-05,6.199999916134402e-05,4462,0.0,0.0
2024-12-29 00:00:00+00:00,6.199999916134402e-05,6.500000017695129e-05,6.199999916134402e-05,6.199999916134402e-05,1287,0.0,0.0
2024-12-30 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,5.999999848427251e-05,5.999999848427251e-05,168,0.0,0.0
2024-12-31 00:00:00+00:00,5.999999848427251e-05,6.0999998822808266e-05,5.700000110664405e-05,5.700000110664405e-05,1305,0.0,0.0
2025-01-01 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,5.700000110664405e-05,5.700000110664405e-05,814,0.0,0.0
2025-01-02 00:00:00+00:00,5.700000110664405e-05,7.699999696342275e-05,5.700000110664405e-05,7.599999662488699e-05,5771,0.0,0.0
2025-01-03 00:00:00+00:00,7.599999662488699e-05,7.79999973019585e-05,6.0999998822808266e-05,6.600000051548705e-05,9154,0.0,0.0
2025-01-04 00:00:00+00:00,6.600000051548705e-05,6.900000153109431e-05,6.299999949987978e-05,6.299999949987978e-05,1731,0.0,0.0
2025-01-05 00:00:00+00:00,6.299999949987978e-05,6.299999949987978e-05,5.700000110664405e-05,5.8000001445179805e-05,4779,0.0,0.0
2025-01-06 00:00:00+00:00,5.8000001445179805e-05,6.399999983841553e-05,5.700000110664405e-05,5.700000110664405e-05,1209,0.0,0.0
2025-01-07 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,5.400000009103678e-05,5.400000009103678e-05,389,0.0,0.0
2025-01-08 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,4.999999873689376e-05,5.0999999075429514e-05,278,0.0,0.0
2025-01-09 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.8000001697801054e-05,4.8000001697801054e-05,874,0.0,0.0
2025-01-10 00:00:00+00:00,4.8000001697801054e-05,5.0999999075429514e-05,4.8000001697801054e-05,4.8999998398358e-05,943,0.0,0.0
2025-01-11 00:00:00+00:00,4.8999998398358e-05,5.199999941396527e-05,4.5000000682193786e-05,4.70000013592653e-05,3773,0.0,0.0
2025-01-12 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.600000102072954e-05,4.70000013592653e-05,359,0.0,0.0
2025-01-13 00:00:00+00:00,4.70000013592653e-05,4.8999998398358e-05,3.9999998989515007e-05,4.3000000005122274e-05,560,0.0,0.0
2025-01-14 00:00:00+00:00,4.3000000005122274e-05,4.999999873689376e-05,4.3000000005122274e-05,4.5000000682193786e-05,642,0.0,0.0
2025-01-15 00:00:00+00:00,4.5000000682193786e-05,4.8999998398358e-05,4.400000034365803e-05,4.8999998398358e-05,421,0.0,0.0
2025-01-16 00:00:00+00:00,4.8999998398358e-05,5.199999941396527e-05,4.8000001697801054e-05,5.0999999075429514e-05,1027,0.0,0.0
2025-01-17 00:00:00+00:00,5.0999999075429514e-05,5.700000110664405e-05,4.999999873689376e-05,4.999999873689376e-05,2505,0.0,0.0
2025-01-18 00:00:00+00:00,4.999999873689376e-05,6.0999998822808266e-05,4.999999873689376e-05,5.999999848427251e-05,2316,0.0,0.0
2025-01-19 00:00:00+00:00,5.999999848427251e-05,6.70000008540228e-05,4.999999873689376e-05,4.999999873689376e-05,1725,0.0,0.0
2025-01-20 00:00:00+00:00,4.999999873689376e-05,5.8000001445179805e-05,4.999999873689376e-05,5.400000009103678e-05,907,0.0,0.0
2025-01-21 00:00:00+00:00,5.400000009103678e-05,5.700000110664405e-05,4.999999873689376e-05,5.6000000768108293e-05,981,0.0,0.0
2025-01-22 00:00:00+00:00,5.6000000768108293e-05,5.900000178371556e-05,5.400000009103678e-05,5.8000001445179805e-05,1034,0.0,0.0
2025-01-23 00:00:00+00:00,5.8000001445179805e-05,5.999999848427251e-05,5.6000000768108293e-05,5.700000110664405e-05,492,0.0,0.0
2025-01-24 00:00:00+00:00,5.700000110664405e-05,0.00019799999427050352,2.5999999706982635e-05,4.5000000682193786e-05,270213,0.0,0.0
2025-01-25 00:00:00+00:00,4.5000000682193786e-05,0.00011700000322889537,3.9999998989515007e-05,5.0999999075429514e-05,98325,0.0,0.0
2025-01-26 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,3.600000127335079e-05,3.600000127335079e-05,9226,0.0,0.0
2025-01-27 00:00:00+00:00,3.600000127335079e-05,4.600000102072954e-05,2.700000004551839e-05,2.8000000384054147e-05,2221,0.0,0.0
