TIMESTAMP,APYS_OPEN_PRICE_USD,APYS_HIGH_PRICE_USD,APYS_LOW_PRICE_USD,APYS_CLOSE_PRICE_USD,APYS_VOLUME_USD,APYS_DIVIDENDS_USD,APYS_STOCK_SPLITS_USD
2021-03-02 00:00:00+00:00,1.2068760395050049,1.2750200033187866,0.8484290242195129,1.1853489875793457,13550366,0.0,0.0
2021-03-03 00:00:00+00:00,1.18533194065094,1.3967339992523193,0.9551929831504822,0.9870929718017578,58887,0.0,0.0
2021-03-04 00:00:00+00:00,0.9868959784507751,2.1637189388275146,0.9777669906616211,1.684520959854126,4578425,0.0,0.0
2021-03-05 00:00:00+00:00,1.684569001197815,1.8543870449066162,1.4875949621200562,1.5901919603347778,2477790,0.0,0.0
2021-03-06 00:00:00+00:00,1.5903749465942383,1.829287052154541,1.5240010023117065,1.6227229833602905,844101,0.0,0.0
2021-03-07 00:00:00+00:00,1.62254798412323,1.7985090017318726,1.4522579908370972,1.6658029556274414,1222758,0.0,0.0
2021-03-08 00:00:00+00:00,1.665748953819275,1.744454026222229,1.4741909503936768,1.5122660398483276,798973,0.0,0.0
2021-03-09 00:00:00+00:00,1.5123579502105713,1.6393239498138428,1.402932047843933,1.473289966583252,884458,0.0,0.0
2021-03-10 00:00:00+00:00,1.473281979560852,1.7122490406036377,1.357427954673767,1.5490880012512207,1109572,0.0,0.0
2021-03-11 00:00:00+00:00,1.5490620136260986,1.5766350030899048,1.3100249767303467,1.4180500507354736,954679,0.0,0.0
2021-03-12 00:00:00+00:00,1.4179420471191406,1.524938941001892,1.3322360515594482,1.4996399879455566,696056,0.0,0.0
2021-03-13 00:00:00+00:00,1.4994920492172241,1.6506099700927734,1.4169009923934937,1.5537259578704834,508773,0.0,0.0
2021-03-14 00:00:00+00:00,1.553483009338379,2.2551870346069336,1.5242249965667725,1.9836080074310303,2147494,0.0,0.0
2021-03-15 00:00:00+00:00,1.9837429523468018,2.0003020763397217,1.7380460500717163,1.8761459589004517,743087,0.0,0.0
2021-03-16 00:00:00+00:00,1.8758909702301025,2.0661370754241943,1.7396049499511719,1.9196909666061401,939572,0.0,0.0
2021-03-17 00:00:00+00:00,1.920335054397583,2.0197091102600098,1.818943977355957,1.9071029424667358,490096,0.0,0.0
2021-03-18 00:00:00+00:00,1.9089100360870361,2.1149089336395264,1.9029769897460938,1.9613169431686401,666568,0.0,0.0
2021-03-19 00:00:00+00:00,1.9615830183029175,2.065495014190674,1.882944941520691,2.005009889602661,887116,0.0,0.0
2021-03-20 00:00:00+00:00,2.0063719749450684,2.1146299839019775,1.8695839643478394,1.9059699773788452,617845,0.0,0.0
2021-03-21 00:00:00+00:00,1.9028739929199219,2.3497610092163086,1.8419500589370728,2.191154956817627,451956,0.0,0.0
2021-03-22 00:00:00+00:00,2.1979589462280273,2.4238059520721436,2.0144360065460205,2.017080068588257,564771,0.0,0.0
