,BTC
SC,0.008880333082662218
ETC,0.05257392924936029
XRP,0.07362439564032268
ETH,0.07740057996235256
RLC,0.09083995559537524
DOGE,0.09959343136720644
ZEN,0.12867016944281878
BAT,0.1338940119251223
MIOTA,0.14740293072949726
DGB,0.1497746001050335
XEM,0.16622502715155457
QTUM,0.1736058187310691
BTS,0.1761244752987581
XMR,0.2044621719579854
DASH,0.21600163487044458
GNO,0.22981207400976308
LTC,0.23018446333879877
LSK,0.23575293242726714
ZEC,0.23891436963193743
KMD,0.25801015572367525
XLM,0.2616526166546309
PIVX,0.2775001608901472
WAVES,0.2887171053700153
GAS,0.3424104890800136
ANT,0.4015891998587077
LUNC,0.4306870662285161
ARK,0.43619178610866705
SYS,0.5158699657001494
FIRO,0.5349071561940723
STEEM,0.5697109765518752
DCR,0.639047893859573
