,BTC
DOGE,0.0017903533378807
SC,0.004796823684248899
ETH,0.02437135748361095
ETC,0.0294788675826104
XRP,0.0418660570623617
RLC,0.07054355326451456
BAT,0.10514270119146374
ZEN,0.1125011574233122
DGB,0.1331055854630333
MIOTA,0.1342175444721855
QTUM,0.13874840183800194
XEM,0.15884519733039346
BTS,0.1776324430422513
DASH,0.18854470380237937
LSK,0.2077863504165786
XMR,0.20945763921697325
WAVES,0.2128024829353114
LTC,0.22290802700508444
GNO,0.23250646670849318
ZEC,0.2398118118932117
XLM,0.25141535795045533
KMD,0.26000296033136827
PIVX,0.27668728933159503
GAS,0.3153140570270341
ARK,0.42934957357276526
ANT,0.43780338582374967
LUNC,0.4641923231050857
SYS,0.5146477350054975
FIRO,0.5339693058672157
STEEM,0.5768762537335761
DCR,0.6435701701143165
