,XRP
BTS,7.55840201027942e-11
DOGE,1.365068787766713e-10
ETH,0.00021229266729623413
SC,0.0038083826003523402
XLM,0.004228785804219676
BTC,0.004759258851076147
WAVES,0.01400520041153664
XEM,0.020199524393357614
STEEM,0.024077767248073704
BAT,0.024906713841620447
PIVX,0.039523483734716085
ARK,0.04739105575105054
QTUM,0.0651644941312577
DASH,0.06898715640923665
DGB,0.10670117101314869
ZEC,0.1503959623698458
RLC,0.15366890054529564
ZEN,0.1654541309301417
GAS,0.17197733228072012
LTC,0.18427734823540418
MIOTA,0.2127898842482397
ETC,0.30822601856380777
ANT,0.3367848230347983
DCR,0.40836517290512736
XMR,0.5198793159560253
FIRO,0.5483421878459889
KMD,0.6625988773006667
LSK,0.7032317955910113
LUNC,0.7953833744475608
SYS,0.8090528131666697
GNO,0.9620809600121099
