TIMESTAMP,GLS34729_OPEN_PRICE_USD,GLS34729_HIGH_PRICE_USD,GLS34729_LOW_PRICE_USD,GLS34729_CLOSE_PRICE_USD,GLS34729_VOLUME_USD,GLS34729_DIVIDENDS_USD,GLS34729_STOCK_SPLITS_USD
2025-02-09 00:00:00+00:00,0.003444999922066927,0.0042860000394284725,0.0032969999592751265,0.0037430000957101583,245771,0.0,0.0
2025-02-10 00:00:00+00:00,0.0037430000957101583,0.004474999848753214,0.0033629999961704016,0.00342399999499321,199458,0.0,0.0
2025-02-11 00:00:00+00:00,0.00342399999499321,0.003711000084877014,0.0031799999997019768,0.0032049999572336674,199214,0.0,0.0
2025-02-12 00:00:00+00:00,0.0032049999572336674,0.0034050000831484795,0.003131000092253089,0.003352999920025468,182106,0.0,0.0
2025-02-13 00:00:00+00:00,0.003352999920025468,0.003425000002607703,0.003208999987691641,0.003379999892786145,192565,0.0,0.0
2025-02-14 00:00:00+00:00,0.003379999892786145,0.003642000025138259,0.003318999893963337,0.003561000106856227,185398,0.0,0.0
2025-02-15 00:00:00+00:00,0.003561000106856227,0.003965999931097031,0.0033489998895674944,0.0033809999004006386,196376,0.0,0.0
2025-02-16 00:00:00+00:00,0.0033809999004006386,0.004310999996960163,0.0033579999580979347,0.0038129999302327633,254224,0.0,0.0
2025-02-17 00:00:00+00:00,0.0038129999302327633,0.00609700009226799,0.0038129999302327633,0.004904000088572502,515192,0.0,0.0
2025-02-18 00:00:00+00:00,0.004904000088572502,0.005286000203341246,0.004038999788463116,0.004228000063449144,292210,0.0,0.0
2025-02-19 00:00:00+00:00,0.004228000063449144,0.004941999912261963,0.004027999937534332,0.004513000138103962,240052,0.0,0.0
2025-02-20 00:00:00+00:00,0.004513000138103962,0.004749000072479248,0.0041809999383986,0.004476000089198351,251584,0.0,0.0
2025-02-21 00:00:00+00:00,0.004476000089198351,0.004556000232696533,0.0038769999518990517,0.0038960000965744257,210984,0.0,0.0
2025-02-22 00:00:00+00:00,0.0038960000965744257,0.0043219998478889465,0.0038819999899715185,0.004277000203728676,201186,0.0,0.0
2025-02-23 00:00:00+00:00,0.004277000203728676,0.004277000203728676,0.003854000009596348,0.003874999936670065,180919,0.0,0.0
2025-02-24 00:00:00+00:00,0.003874999936670065,0.003909999970346689,0.0032709999941289425,0.0032889998983591795,186065,0.0,0.0
2025-02-25 00:00:00+00:00,0.0032889998983591795,0.003321999916806817,0.0028260000981390476,0.0029490001033991575,189379,0.0,0.0
2025-02-26 00:00:00+00:00,0.0029490001033991575,0.003244000021368265,0.0027469999622553587,0.002785000018775463,203580,0.0,0.0
2025-02-27 00:00:00+00:00,0.002785000018775463,0.0029509998857975006,0.0027230000123381615,0.0028429999947547913,181590,0.0,0.0
