,Frequency,ADF_P_Val,ADF_Determination,KPSS_P_Val,KPSS_Determination
0,12_Hour,0.40292663941599094,Non-Stationary,0.01,Non-Stationary
1,1_Day,0.5015674899867251,Non-Stationary,0.01,Non-Stationary
2,1_Hour,0.38554152937651776,Non-Stationary,0.01,Non-Stationary
3,2_Hour,0.377376112657288,Non-Stationary,0.01,Non-Stationary
4,4_Hour,0.3589226679995021,Non-Stationary,0.01,Non-Stationary
5,6_Hour,0.39060231280225555,Non-Stationary,0.01,Non-Stationary
6,8_Hour,0.35231482719649176,Non-Stationary,0.01,Non-Stationary
