,Frequency,ADF_P_Val,ADF_Determination,KPSS_P_Val,KPSS_Determination
0,12_Hour,0.39897657484145704,Non-Stationary,0.01,Non-Stationary
1,1_Day,0.5121067261454134,Non-Stationary,0.01,Non-Stationary
2,1_Hour,0.3859128439995312,Non-Stationary,0.01,Non-Stationary
3,2_Hour,0.3807984109862232,Non-Stationary,0.01,Non-Stationary
4,4_Hour,0.3611118821478463,Non-Stationary,0.01,Non-Stationary
5,6_Hour,0.38982529316297354,Non-Stationary,0.01,Non-Stationary
6,8_Hour,0.35616552873886714,Non-Stationary,0.01,Non-Stationary
