TIMESTAMP,LADYS_OPEN_PRICE_USD,LADYS_HIGH_PRICE_USD,LADYS_LOW_PRICE_USD,LADYS_CLOSE_PRICE_USD,LADYS_VOLUME_USD,LADYS_DIVIDENDS_USD,LADYS_STOCK_SPLITS_USD
2023-05-08 00:00:00+00:00,,,,0.0,3065615,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,862718,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,71208371,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,226303476,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,99835720,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,82659673,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,81079173,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,121095352,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,106251600,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,61964810,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,28501451,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,27785644,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,24917950,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,20749745,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,30533638,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,20839927,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,24428479,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,27149496,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,13710630,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,8225933,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,9050442,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,6626524,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,9032981,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,7279664,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,6548302,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,7331861,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,3842743,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,5335510,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,9625766,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,13148821,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,7152184,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,4907705,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,8850136,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,10367312,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,5490391,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,4197876,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,4959227,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,9013934,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,14516041,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,24106822,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,25822725,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,13948319,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,10630390,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,12928198,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,14948400,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,17137183,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,13344361,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,13085760,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,8096367,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,7831526,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,7083325,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,7117498,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,5785816,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,7559635,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,4443421,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,5390089,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,5506474,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,5402587,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,5355079,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,6429229,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,5213162,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,4168714,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,6964979,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,4500033,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,3711865,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,4337550,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,5243893,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,3907626,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,2798372,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,3186889,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,3502007,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,3474781,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,3930019,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,3562836,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,3285639,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,3426487,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,3486068,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,4129997,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,3180282,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,3280543,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,3237371,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,3088340,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,2343334,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,2493743,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,2379235,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,2376942,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,2179755,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,2015660,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,2216053,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,4115802,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,2329716,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,2679280,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,2210735,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,2395162,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,3085943,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,2518358,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,2972698,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,2849286,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,2564507,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,2585049,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,2585564,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,2609110,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,2164464,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,5515743,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,6322414,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,2661666,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,2622113,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,2850471,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,2138036,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,2460318,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,9686676,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,5835689,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,4392755,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,3787520,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,2274521,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,2592294,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,3804739,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,5341201,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,2695378,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,4431279,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,4209058,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,2665071,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,2413718,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,2623903,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,2590364,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,2363833,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,2825409,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,2794601,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,2132538,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,2265675,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,4107518,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,6819600,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,3783635,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,3125391,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,2695833,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,2122325,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,2929692,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,2285369,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,2526448,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,2473475,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,2498206,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,2261087,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,2081094,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,2765580,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,2741619,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,1962596,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,2280261,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,2189627,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,2049761,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,1700161,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,2035979,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,2327260,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,2169390,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,2380326,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,1938609,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,1771149,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,1576397,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,2556276,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,2977344,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,1451331,0.0,0.0
