TIMESTAMP,WALLY30620_OPEN_PRICE_USD,WALLY30620_HIGH_PRICE_USD,WALLY30620_LOW_PRICE_USD,WALLY30620_CLOSE_PRICE_USD,WALLY30620_VOLUME_USD,WALLY30620_DIVIDENDS_USD,WALLY30620_STOCK_SPLITS_USD
2024-04-12 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1163316,0.0,0.0
2024-04-13 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,2139706,0.0,0.0
2024-04-14 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,1482673,0.0,0.0
2024-04-15 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1022721,0.0,0.0
2024-04-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,287783,0.0,0.0
2024-04-17 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,331549,0.0,0.0
2024-04-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,236359,0.0,0.0
2024-04-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,263490,0.0,0.0
2024-04-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,202246,0.0,0.0
2024-04-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,177294,0.0,0.0
2024-04-22 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,488994,0.0,0.0
2024-04-23 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,326449,0.0,0.0
2024-04-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,211370,0.0,0.0
2024-04-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,171638,0.0,0.0
2024-04-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,144278,0.0,0.0
2024-04-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,228968,0.0,0.0
2024-04-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,165327,0.0,0.0
2024-04-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,172577,0.0,0.0
2024-04-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,485014,0.0,0.0
2024-05-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,255681,0.0,0.0
2024-05-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,157625,0.0,0.0
2024-05-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,155908,0.0,0.0
2024-05-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,164747,0.0,0.0
2024-05-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,99347,0.0,0.0
2024-05-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,200825,0.0,0.0
2024-05-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,186496,0.0,0.0
2024-05-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,107477,0.0,0.0
2024-05-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,73588,0.0,0.0
2024-05-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,90154,0.0,0.0
2024-05-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,131964,0.0,0.0
2024-05-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,140255,0.0,0.0
2024-05-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,88729,0.0,0.0
2024-05-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,110312,0.0,0.0
2024-05-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,66916,0.0,0.0
2024-05-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,199501,0.0,0.0
2024-05-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,97595,0.0,0.0
2024-05-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,109045,0.0,0.0
2024-05-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,125984,0.0,0.0
2024-05-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,340549,0.0,0.0
2024-05-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,114452,0.0,0.0
2024-05-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,152113,0.0,0.0
2024-05-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,129053,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,436721,0.0,0.0
2024-05-25 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,1037880,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,770058,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,119072,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,67395,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,35589,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,64265,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,49355,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,51978,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,35220,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,44247,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,38202,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,67567,0.0,0.0
2024-06-06 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,134985,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,69093,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,47521,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,25703,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,48433,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,35279,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,22610,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,28691,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,18179,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,18615,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,27931,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,26619,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,22132,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,11299,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,8719,0.0,0.0
