TIMESTAMP,E8_OPEN_PRICE_USD,E8_HIGH_PRICE_USD,E8_LOW_PRICE_USD,E8_CLOSE_PRICE_USD,E8_VOLUME_USD,E8_DIVIDENDS_USD,E8_STOCK_SPLITS_USD
2021-11-01 00:00:00+00:00,,,,0.0,126110,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,178669,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,59921,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,15986,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,10370,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,10615,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,8893,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,5794,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,6136,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,5735,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,4791,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,3733,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,1809,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,3402,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,4315,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,9595,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,9511,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,1864,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,6192,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,6192,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,1555,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,1811,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,2199,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,788,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,4677,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,5300,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,7135,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,14180,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,18435,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,7351,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,6848,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,10581,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,22857,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,21050,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,7360,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,10738,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,8161,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,7552,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,4528,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,3168,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,4369,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,7364,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,6528,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,4870,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,3151,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,2163,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,2883,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,4328,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,5849,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,5424,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,3385,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,1874,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,4579,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,4083,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,2178,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,2049,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,4388,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,3914,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,769,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,358,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,1711,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,1940,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,734,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,3949,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,4796,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,1433,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,1125,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,2131,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,1816,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,3485,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,3774,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,2429,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,2885,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,1891,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,1777,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,2228,0.0,0.0
