TIMESTAMP,BTC_COST_PERCENTAGE_OF_TRADE_VOLUME
2010-08-28 00:00:00,69.0311598741331
2010-08-29 00:00:00,106.070236913164
2010-08-30 00:00:00,56.697093908745
2010-08-31 00:00:00,26.529699497994
2010-09-01 00:00:00,46.6202725455917
2010-09-02 00:00:00,31.0345575406871
2010-09-03 00:00:00,33.3030302189317
2010-09-04 00:00:00,35.4553386141546
2010-09-05 00:00:00,27.0732328419903
2010-09-06 00:00:00,28.6761394697676
2010-09-07 00:00:00,68.181626660395
2010-09-08 00:00:00,65.2046090141321
2010-09-09 00:00:00,40.1402954047416
2010-09-10 00:00:00,92.3892464985485
2010-09-11 00:00:00,87.9865144571501
2010-09-12 00:00:00,56.5317316493763
2010-09-13 00:00:00,30.7316804548289
2010-09-14 00:00:00,49.9742960296414
2010-09-15 00:00:00,30.5133684664378
2010-09-16 00:00:00,41.5086776907863
2010-09-17 00:00:00,15.3740182539886
2010-09-18 00:00:00,30.2340925164486
2010-09-19 00:00:00,30.1996915979401
2010-09-20 00:00:00,31.9153076713502
2010-09-21 00:00:00,52.7772031606872
2010-09-22 00:00:00,30.5803303097471
2010-09-23 00:00:00,17.2460763714723
2010-09-24 00:00:00,65.0990070986222
2010-09-25 00:00:00,43.6727103790412
2010-09-26 00:00:00,51.4301047484645
2010-09-27 00:00:00,38.8649947846323
2010-09-28 00:00:00,20.5146704798504
2010-09-29 00:00:00,33.8289064337282
2010-09-30 00:00:00,23.355881890905
2010-10-01 00:00:00,22.1628809385618
2010-10-02 00:00:00,1.71349730978941
2010-10-03 00:00:00,17.01239122373
2010-10-04 00:00:00,11.7127365195463
2010-10-05 00:00:00,6.15882254260799
2010-10-06 00:00:00,10.3835366338855
2010-10-07 00:00:00,8.60097131512355
2010-10-08 00:00:00,6.65330319443853
2010-10-09 00:00:00,5.36342281423547
2010-10-10 00:00:00,9.91147074332066
2010-10-11 00:00:00,32.7987209765544
2010-10-12 00:00:00,16.7783404183221
2010-10-13 00:00:00,25.1309369150757
2010-10-14 00:00:00,12.0781811916229
2010-10-15 00:00:00,23.16104469221
2010-10-16 00:00:00,13.6757322266765
2010-10-17 00:00:00,122.949007120428
2010-10-18 00:00:00,36.9986932818698
2010-10-19 00:00:00,35.8973919992445
2010-10-20 00:00:00,28.8331021756424
