TIMESTAMP,BTC_BLOCKCHAIN_SIZE_MEGABYTES
2009-01-03 00:00:00,0.000285
2009-01-09 00:00:00,0.000715
2009-01-10 00:00:00,0.003725
2009-01-11 00:00:00,0.016639
2009-01-12 00:00:00,0.036672
2009-01-13 00:00:00,0.058704
2009-01-14 00:00:00,0.085231
2009-01-15 00:00:00,0.113507
2009-01-16 00:00:00,0.143568
2009-01-17 00:00:00,0.167422
2009-01-18 00:00:00,0.19095
2009-01-19 00:00:00,0.214484
2009-01-20 00:00:00,0.241267
2009-01-21 00:00:00,0.266886
2009-01-22 00:00:00,0.290623
2009-01-23 00:00:00,0.310038
2009-01-24 00:00:00,0.329295
2009-01-25 00:00:00,0.373929
2009-01-26 00:00:00,0.415376
2009-01-27 00:00:00,0.438411
2009-01-28 00:00:00,0.459781
2009-01-29 00:00:00,0.483934
2009-01-30 00:00:00,0.511432
2009-01-31 00:00:00,0.536688
2009-02-01 00:00:00,0.568769
2009-02-02 00:00:00,0.593426
2009-02-03 00:00:00,0.621214
2009-02-04 00:00:00,0.655754
2009-02-05 00:00:00,0.681427
2009-02-06 00:00:00,0.708609
2009-02-07 00:00:00,0.734941
2009-02-08 00:00:00,0.765941
2009-02-09 00:00:00,0.794661
2009-02-10 00:00:00,0.828643
2009-02-11 00:00:00,0.854524
2009-02-12 00:00:00,0.884998
2009-02-13 00:00:00,0.910687
2009-02-14 00:00:00,0.937458
2009-02-15 00:00:00,0.966805
2009-02-16 00:00:00,0.996166
2009-02-17 00:00:00,1.025956
2009-02-18 00:00:00,1.051216
2009-02-19 00:00:00,1.076697
2009-02-20 00:00:00,1.105347
2009-02-21 00:00:00,1.131681
2009-02-22 00:00:00,1.156301
2009-02-23 00:00:00,1.183955
2009-02-24 00:00:00,1.207282
2009-02-25 00:00:00,1.230171
2009-02-26 00:00:00,1.252837
2009-02-27 00:00:00,1.275945
2009-02-28 00:00:00,1.304902
2009-03-01 00:00:00,1.32713
2009-03-02 00:00:00,1.349805
2009-03-03 00:00:00,1.373129
2009-03-04 00:00:00,1.396799
2009-03-05 00:00:00,1.422249
2009-03-06 00:00:00,1.447383
2009-03-07 00:00:00,1.472646
2009-03-08 00:00:00,1.496187
2009-03-09 00:00:00,1.5242
2009-03-10 00:00:00,1.547497
2009-03-11 00:00:00,1.570606
2009-03-12 00:00:00,1.595217
2009-03-13 00:00:00,1.621122
2009-03-14 00:00:00,1.647043
2009-03-15 00:00:00,1.670779
2009-03-16 00:00:00,1.697344
2009-03-17 00:00:00,1.728987
2009-03-18 00:00:00,1.753607
2009-03-19 00:00:00,1.779908
2009-03-20 00:00:00,1.806234
2009-03-21 00:00:00,1.833121
2009-03-22 00:00:00,1.84413
2009-03-23 00:00:00,1.870943
2009-03-24 00:00:00,1.899013
2009-03-25 00:00:00,1.921691
2009-03-26 00:00:00,1.946938
2009-03-27 00:00:00,1.97544
2009-03-28 00:00:00,1.998331
2009-03-29 00:00:00,2.026443
2009-03-30 00:00:00,2.051495
2009-03-31 00:00:00,2.077397
2009-04-01 00:00:00,2.104844
2009-04-02 00:00:00,2.129452
2009-04-03 00:00:00,2.154279
2009-04-04 00:00:00,2.179328
2009-04-05 00:00:00,2.203708
2009-04-06 00:00:00,2.23381
2009-04-07 00:00:00,2.257352
2009-04-08 00:00:00,2.278951
2009-04-09 00:00:00,2.301631
2009-04-10 00:00:00,2.322989
2009-04-11 00:00:00,2.346311
2009-04-12 00:00:00,2.373111
2009-04-13 00:00:00,2.399627
2009-04-14 00:00:00,2.424693
2009-04-15 00:00:00,2.451471
2009-04-16 00:00:00,2.47585
2009-04-17 00:00:00,2.502404
2009-04-18 00:00:00,2.526581
2009-04-19 00:00:00,2.554558
2009-04-20 00:00:00,2.581214
2009-04-21 00:00:00,2.620131
