TIMESTAMP,STONKS31802_OPEN_PRICE_USD,STONKS31802_HIGH_PRICE_USD,STONKS31802_LOW_PRICE_USD,STONKS31802_CLOSE_PRICE_USD,STONKS31802_VOLUME_USD,STONKS31802_DIVIDENDS_USD,STONKS31802_STOCK_SPLITS_USD
2024-06-13 00:00:00+00:00,6.70000008540228e-05,8.499999967170879e-05,4.5000000682193786e-05,5.0999999075429514e-05,2801440,0.0,0.0
2024-06-14 00:00:00+00:00,4.999999873689376e-05,5.999999848427251e-05,1.8999999156221747e-05,3.400000059627928e-05,2233190,0.0,0.0
2024-06-15 00:00:00+00:00,3.300000025774352e-05,3.9999998989515007e-05,9.999999747378752e-06,3.099999958067201e-05,2180694,0.0,0.0
2024-06-16 00:00:00+00:00,3.099999958067201e-05,3.7999998312443495e-05,1.9999999494757503e-05,3.199999991920777e-05,662775,0.0,0.0
2024-06-17 00:00:00+00:00,3.199999991920777e-05,7.000000186963007e-05,2.499999936844688e-05,4.8999998398358e-05,1159078,0.0,0.0
2024-06-18 00:00:00+00:00,4.8999998398358e-05,5.2999999752501026e-05,2.5999999706982635e-05,2.9999999242136255e-05,1067815,0.0,0.0
2024-06-19 00:00:00+00:00,2.9999999242136255e-05,3.7000001611886546e-05,2.4000000848900527e-05,2.9000000722589903e-05,565106,0.0,0.0
2024-06-20 00:00:00+00:00,2.9000000722589903e-05,3.199999991920777e-05,2.4000000848900527e-05,2.9999999242136255e-05,443039,0.0,0.0
2024-06-21 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.2000000171829015e-05,2.499999936844688e-05,731625,0.0,0.0
2024-06-22 00:00:00+00:00,2.499999936844688e-05,2.9000000722589903e-05,2.2000000171829015e-05,2.499999936844688e-05,376792,0.0,0.0
2024-06-23 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,1.5999999959603883e-05,1.8000000636675395e-05,515421,0.0,0.0
2024-06-24 00:00:00+00:00,1.8000000636675395e-05,2.099999983329326e-05,1.2999999853491317e-05,1.700000029813964e-05,351746,0.0,0.0
2024-06-25 00:00:00+00:00,1.700000029813964e-05,2.9000000722589903e-05,1.1000000085914508e-05,2.700000004551839e-05,752187,0.0,0.0
2024-06-26 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,1.700000029813964e-05,1.700000029813964e-05,385202,0.0,0.0
2024-06-27 00:00:00+00:00,1.700000029813964e-05,2.300000051036477e-05,1.4999999621068127e-05,2.099999983329326e-05,377928,0.0,0.0
2024-06-28 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.700000029813964e-05,1.8000000636675395e-05,216561,0.0,0.0
2024-06-29 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.700000029813964e-05,1.700000029813964e-05,144667,0.0,0.0
2024-06-30 00:00:00+00:00,1.700000029813964e-05,1.9999999494757503e-05,1.4000000192027073e-05,1.8999999156221747e-05,273907,0.0,0.0
2024-07-01 00:00:00+00:00,1.8999999156221747e-05,2.700000004551839e-05,1.8999999156221747e-05,2.300000051036477e-05,600256,0.0,0.0
2024-07-02 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,1.8000000636675395e-05,2.099999983329326e-05,305107,0.0,0.0
2024-07-03 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,1.8999999156221747e-05,1.9999999494757503e-05,243453,0.0,0.0
2024-07-04 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.4000000192027073e-05,1.5999999959603883e-05,271372,0.0,0.0
2024-07-05 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.1000000085914508e-05,1.4000000192027073e-05,260150,0.0,0.0
2024-07-06 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4999999621068127e-05,195639,0.0,0.0
2024-07-07 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,9.999999747378752e-06,9.999999747378752e-06,262947,0.0,0.0
2024-07-08 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.000000318337698e-06,1.2000000424450263e-05,267036,0.0,0.0
2024-07-09 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.4000000192027073e-05,242045,0.0,0.0
2024-07-10 00:00:00+00:00,1.4000000192027073e-05,1.8000000636675395e-05,1.2999999853491317e-05,1.4999999621068127e-05,220741,0.0,0.0
2024-07-11 00:00:00+00:00,1.4999999621068127e-05,2.2000000171829015e-05,1.4999999621068127e-05,1.9999999494757503e-05,292185,0.0,0.0
2024-07-12 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8000000636675395e-05,202215,0.0,0.0
