TIMESTAMP,X32278_OPEN_PRICE_USD,X32278_HIGH_PRICE_USD,X32278_LOW_PRICE_USD,X32278_CLOSE_PRICE_USD,X32278_VOLUME_USD,X32278_DIVIDENDS_USD,X32278_STOCK_SPLITS_USD
2024-07-18 00:00:00+00:00,5.999999848427251e-05,6.70000008540228e-05,5.999999848427251e-05,6.0999998822808266e-05,7243451,0.0,0.0
2024-07-19 00:00:00+00:00,6.0999998822808266e-05,6.600000051548705e-05,5.8000001445179805e-05,5.999999848427251e-05,7476135,0.0,0.0
2024-07-20 00:00:00+00:00,5.999999848427251e-05,6.600000051548705e-05,5.999999848427251e-05,6.299999949987978e-05,7260398,0.0,0.0
2024-07-21 00:00:00+00:00,6.299999949987978e-05,6.500000017695129e-05,5.999999848427251e-05,6.0999998822808266e-05,6825331,0.0,0.0
2024-07-22 00:00:00+00:00,6.0999998822808266e-05,6.600000051548705e-05,5.999999848427251e-05,6.399999983841553e-05,6339224,0.0,0.0
2024-07-23 00:00:00+00:00,6.399999983841553e-05,6.500000017695129e-05,6.0999998822808266e-05,6.199999916134402e-05,4279089,0.0,0.0
2024-07-24 00:00:00+00:00,6.199999916134402e-05,6.299999949987978e-05,5.999999848427251e-05,5.999999848427251e-05,5075516,0.0,0.0
2024-07-25 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.6000000768108293e-05,5.8000001445179805e-05,5238558,0.0,0.0
2024-07-26 00:00:00+00:00,5.8000001445179805e-05,5.999999848427251e-05,5.700000110664405e-05,5.999999848427251e-05,5311884,0.0,0.0
2024-07-27 00:00:00+00:00,5.999999848427251e-05,6.0999998822808266e-05,5.900000178371556e-05,5.999999848427251e-05,5232480,0.0,0.0
2024-07-28 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.400000009103678e-05,5.400000009103678e-05,5067940,0.0,0.0
2024-07-29 00:00:00+00:00,5.400000009103678e-05,5.8000001445179805e-05,5.0999999075429514e-05,5.199999941396527e-05,4382865,0.0,0.0
2024-07-30 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,4.8999998398358e-05,4.999999873689376e-05,3915070,0.0,0.0
2024-07-31 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.3000000005122274e-05,4.400000034365803e-05,3905108,0.0,0.0
2024-08-01 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,3.600000127335079e-05,4.099999932805076e-05,3819114,0.0,0.0
2024-08-02 00:00:00+00:00,4.199999966658652e-05,4.5000000682193786e-05,3.899999865097925e-05,3.899999865097925e-05,3706028,0.0,0.0
2024-08-03 00:00:00+00:00,3.899999865097925e-05,4.3000000005122274e-05,3.5000000934815034e-05,3.7000001611886546e-05,3598757,0.0,0.0
2024-08-04 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,2.9999999242136255e-05,3.199999991920777e-05,3609167,0.0,0.0
2024-08-05 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.2000000171829015e-05,2.5999999706982635e-05,2318057,0.0,0.0
2024-08-06 00:00:00+00:00,2.5999999706982635e-05,3.600000127335079e-05,2.5999999706982635e-05,3.5000000934815034e-05,3359922,0.0,0.0
2024-08-07 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.8000000384054147e-05,2.8000000384054147e-05,3524525,0.0,0.0
2024-08-08 00:00:00+00:00,2.8000000384054147e-05,3.7999998312443495e-05,2.700000004551839e-05,3.600000127335079e-05,3596063,0.0,0.0
2024-08-09 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.300000025774352e-05,3.5000000934815034e-05,3506048,0.0,0.0
2024-08-10 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.199999991920777e-05,3.199999991920777e-05,3520944,0.0,0.0
2024-08-11 00:00:00+00:00,3.199999991920777e-05,3.5000000934815034e-05,3.199999991920777e-05,3.300000025774352e-05,3440673,0.0,0.0
2024-08-12 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,2.9000000722589903e-05,3.099999958067201e-05,3725790,0.0,0.0
2024-08-13 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,2.9000000722589903e-05,3.199999991920777e-05,3683220,0.0,0.0
2024-08-14 00:00:00+00:00,3.199999991920777e-05,4.099999932805076e-05,3.199999991920777e-05,3.7000001611886546e-05,3809998,0.0,0.0
2024-08-15 00:00:00+00:00,3.7000001611886546e-05,4.099999932805076e-05,3.400000059627928e-05,3.600000127335079e-05,3708587,0.0,0.0
2024-08-16 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.099999958067201e-05,3.300000025774352e-05,3667990,0.0,0.0
2024-08-17 00:00:00+00:00,3.300000025774352e-05,3.600000127335079e-05,3.199999991920777e-05,3.300000025774352e-05,3561240,0.0,0.0
2024-08-18 00:00:00+00:00,3.300000025774352e-05,3.5000000934815034e-05,3.199999991920777e-05,3.199999991920777e-05,3538887,0.0,0.0
2024-08-19 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,3.099999958067201e-05,3.099999958067201e-05,3680218,0.0,0.0
2024-08-20 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,3.099999958067201e-05,3.099999958067201e-05,3665491,0.0,0.0
2024-08-21 00:00:00+00:00,3.099999958067201e-05,3.400000059627928e-05,3.099999958067201e-05,3.199999991920777e-05,3660564,0.0,0.0
2024-08-22 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.9999999242136255e-05,2.9999999242136255e-05,3549608,0.0,0.0
2024-08-23 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,2.9000000722589903e-05,3.099999958067201e-05,3670526,0.0,0.0
2024-08-24 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,2.5999999706982635e-05,3.199999991920777e-05,3674274,0.0,0.0
2024-08-25 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.9999999242136255e-05,3.099999958067201e-05,3548466,0.0,0.0
2024-08-26 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.8000000384054147e-05,2.9000000722589903e-05,3510995,0.0,0.0
2024-08-27 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.4000000848900527e-05,2.5999999706982635e-05,3460945,0.0,0.0
2024-08-28 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.300000051036477e-05,2.499999936844688e-05,3357438,0.0,0.0
