TIMESTAMP,MEH30962_OPEN_PRICE_USD,MEH30962_HIGH_PRICE_USD,MEH30962_LOW_PRICE_USD,MEH30962_CLOSE_PRICE_USD,MEH30962_VOLUME_USD,MEH30962_DIVIDENDS_USD,MEH30962_STOCK_SPLITS_USD
2024-04-29 00:00:00+00:00,0.0014189999783411622,0.0014189999783411622,0.0012659999774768949,0.0013439999893307686,80318,0.0,0.0
2024-04-30 00:00:00+00:00,0.0013439999893307686,0.0014029999729245901,0.0009519999730400741,0.0011820000363513827,99642,0.0,0.0
2024-05-01 00:00:00+00:00,0.0011820000363513827,0.0012760000536218286,0.0010049999691545963,0.001193000003695488,104659,0.0,0.0
2024-05-02 00:00:00+00:00,0.001193000003695488,0.001234999974258244,0.0011239999439567327,0.0012120000319555402,28162,0.0,0.0
2024-05-03 00:00:00+00:00,0.0012009999481961131,0.0013539999490603805,0.0011620000004768372,0.0012710000155493617,75562,0.0,0.0
2024-05-04 00:00:00+00:00,0.0012570000253617764,0.0013889999827370048,0.001234999974258244,0.0012649999698624015,47414,0.0,0.0
2024-05-05 00:00:00+00:00,0.001259000040590763,0.0016479999758303165,0.0011780000058934093,0.0015739999944344163,143377,0.0,0.0
2024-05-06 00:00:00+00:00,0.0015739999944344163,0.00164899998344481,0.0014459999511018395,0.0014560000272467732,71662,0.0,0.0
2024-05-07 00:00:00+00:00,0.0014560000272467732,0.0015300000086426735,0.0014329999685287476,0.0014730000402778387,62416,0.0,0.0
2024-05-08 00:00:00+00:00,0.001310999970883131,0.0016199999954551458,0.0012760000536218286,0.0015010000206530094,115018,0.0,0.0
2024-05-09 00:00:00+00:00,0.0015010000206530094,0.0018779999809339643,0.0014779999619349837,0.0017419999931007624,119086,0.0,0.0
2024-05-10 00:00:00+00:00,0.0017419999931007624,0.0020979999098926783,0.0017419999931007624,0.0020099999383091927,219915,0.0,0.0
2024-05-11 00:00:00+00:00,0.0020290000829845667,0.0022040000185370445,0.0018530000234022737,0.0018700000364333391,164559,0.0,0.0
2024-05-12 00:00:00+00:00,0.0018759999657049775,0.001964000053703785,0.0017330000409856439,0.0018520000157877803,92459,0.0,0.0
2024-05-13 00:00:00+00:00,0.0018469999777153134,0.001967000076547265,0.0016690000193193555,0.0016720000421628356,66895,0.0,0.0
2024-05-14 00:00:00+00:00,0.0016349999932572246,0.001986999996006489,0.001474000047892332,0.0017869999865069985,175811,0.0,0.0
2024-05-15 00:00:00+00:00,0.0017869999865069985,0.002145000034943223,0.0017849999712780118,0.0018619999755173922,214094,0.0,0.0
2024-05-16 00:00:00+00:00,0.0018609999679028988,0.001863999990746379,0.0014169999631121755,0.0016690000193193555,222154,0.0,0.0
2024-05-17 00:00:00+00:00,0.0016659999964758754,0.0017359999474138021,0.0014590000500902534,0.001487000030465424,92192,0.0,0.0
2024-05-18 00:00:00+00:00,0.0014850000152364373,0.0015190000412985682,0.0014220000011846423,0.0014540000120177865,35134,0.0,0.0
2024-05-19 00:00:00+00:00,0.001449999981559813,0.0015360000543296337,0.0013360000448301435,0.0013650000328198075,72193,0.0,0.0
2024-05-20 00:00:00+00:00,0.0013589999871328473,0.00139999995008111,0.001319000031799078,0.0013620000099763274,31855,0.0,0.0
2024-05-21 00:00:00+00:00,0.0013620000099763274,0.0019680000841617584,0.0013379999436438084,0.0016589999431744218,427377,0.0,0.0
2024-05-22 00:00:00+00:00,0.0016589999431744218,0.0016609999584034085,0.0014029999729245901,0.0014359999913722277,76420,0.0,0.0
2024-05-23 00:00:00+00:00,0.0014359999913722277,0.00145800004247576,0.001290000043809414,0.0013310000067576766,33201,0.0,0.0
2024-05-24 00:00:00+00:00,0.0013310000067576766,0.0013370000524446368,0.00120900000911206,0.0012730000307783484,29255,0.0,0.0
2024-05-25 00:00:00+00:00,0.0012730000307783484,0.0012870000209659338,0.0012159999459981918,0.0012779999524354935,38504,0.0,0.0
2024-05-26 00:00:00+00:00,0.0012799999676644802,0.0012890000361949205,0.0011769999982789159,0.0011940000113099813,32765,0.0,0.0
2024-05-27 00:00:00+00:00,0.001183000043965876,0.001193000003695488,0.0010900000343099236,0.0011390000581741333,66943,0.0,0.0
2024-05-28 00:00:00+00:00,0.0011439999798312783,0.0011530000483617187,0.0010860000038519502,0.0011279999744147062,25078,0.0,0.0
2024-05-29 00:00:00+00:00,0.0011269999668002129,0.0012469999492168427,0.0010939999483525753,0.001196000026538968,51717,0.0,0.0
2024-05-30 00:00:00+00:00,0.0011899999808520079,0.0012009999481961131,0.0011190000222995877,0.0011419999646022916,31970,0.0,0.0
2024-05-31 00:00:00+00:00,0.0011409999569877982,0.001145999995060265,0.001019999966956675,0.001025000005029142,19454,0.0,0.0
