TIMESTAMP,XOXNO_OPEN_PRICE_USD,XOXNO_HIGH_PRICE_USD,XOXNO_LOW_PRICE_USD,XOXNO_CLOSE_PRICE_USD,XOXNO_VOLUME_USD,XOXNO_DIVIDENDS_USD,XOXNO_STOCK_SPLITS_USD
2024-07-09 00:00:00+00:00,0.1899469941854477,0.30727100372314453,0.18812599778175354,0.23280799388885498,399625,0.0,0.0
2024-07-10 00:00:00+00:00,0.23280799388885498,0.26197901368141174,0.2200080007314682,0.25225600600242615,607162,0.0,0.0
2024-07-11 00:00:00+00:00,0.25225600600242615,0.26774200797080994,0.23700100183486938,0.2500790059566498,515284,0.0,0.0
2024-07-12 00:00:00+00:00,0.2500790059566498,0.2518579959869385,0.23525600135326385,0.23649199306964874,367301,0.0,0.0
2024-07-13 00:00:00+00:00,0.23649199306964874,0.23649199306964874,0.20319899916648865,0.20961199700832367,378515,0.0,0.0
2024-07-14 00:00:00+00:00,0.20961199700832367,0.21104100346565247,0.14838199317455292,0.16805699467658997,449678,0.0,0.0
2024-07-15 00:00:00+00:00,0.16805699467658997,0.21383200585842133,0.1642179936170578,0.21383200585842133,479470,0.0,0.0
2024-07-16 00:00:00+00:00,0.21383200585842133,0.2627109885215759,0.18435299396514893,0.20096999406814575,427151,0.0,0.0
2024-07-17 00:00:00+00:00,0.20096999406814575,0.2062309980392456,0.1975409984588623,0.19875499606132507,494854,0.0,0.0
2024-07-18 00:00:00+00:00,0.19875499606132507,0.20798499882221222,0.18910999596118927,0.19058899581432343,416043,0.0,0.0
2024-07-19 00:00:00+00:00,0.19058899581432343,0.1914529949426651,0.18329299986362457,0.18466800451278687,545373,0.0,0.0
2024-07-20 00:00:00+00:00,0.18466800451278687,0.19841699302196503,0.18011699616909027,0.19841699302196503,733053,0.0,0.0
2024-07-21 00:00:00+00:00,0.19841699302196503,0.19860300421714783,0.17357100546360016,0.1796730011701584,541043,0.0,0.0
2024-07-22 00:00:00+00:00,0.18305300176143646,0.23537500202655792,0.18300500512123108,0.19162899255752563,432984,0.0,0.0
2024-07-23 00:00:00+00:00,0.19162899255752563,0.1954520046710968,0.18094900250434875,0.1852329969406128,261358,0.0,0.0
2024-07-24 00:00:00+00:00,0.1852329969406128,0.18535299599170685,0.17630299925804138,0.1787479966878891,250636,0.0,0.0
2024-07-25 00:00:00+00:00,0.1787479966878891,0.18157300353050232,0.15835200250148773,0.16615499556064606,302212,0.0,0.0
2024-07-26 00:00:00+00:00,0.16615499556064606,0.1714790016412735,0.1660030037164688,0.17120400071144104,305304,0.0,0.0
2024-07-27 00:00:00+00:00,0.17120400071144104,0.1714400053024292,0.15717099606990814,0.15788300335407257,223048,0.0,0.0
2024-07-28 00:00:00+00:00,0.15788300335407257,0.15871399641036987,0.15460500121116638,0.1550769954919815,123094,0.0,0.0
2024-07-29 00:00:00+00:00,0.1550769954919815,0.15788400173187256,0.1465039998292923,0.1469630002975464,190993,0.0,0.0
2024-07-30 00:00:00+00:00,0.1469630002975464,0.15282900631427765,0.13530899584293365,0.15221700072288513,1692866,0.0,0.0
2024-07-31 00:00:00+00:00,0.15221700072288513,0.15738700330257416,0.1433439999818802,0.1477690041065216,1343185,0.0,0.0
2024-08-01 00:00:00+00:00,0.1477690041065216,0.14959999918937683,0.13302400708198547,0.1337359994649887,1396652,0.0,0.0
2024-08-02 00:00:00+00:00,0.13378000259399414,0.13398699462413788,0.12114500254392624,0.12167000025510788,1435871,0.0,0.0
2024-08-03 00:00:00+00:00,0.12167000025510788,0.14148999750614166,0.11651399731636047,0.11940799653530121,1306634,0.0,0.0
