TIMESTAMP,FLAME_OPEN_PRICE_USD,FLAME_HIGH_PRICE_USD,FLAME_LOW_PRICE_USD,FLAME_CLOSE_PRICE_USD,FLAME_VOLUME_USD,FLAME_DIVIDENDS_USD,FLAME_STOCK_SPLITS_USD
2021-10-14 00:00:00+00:00,0.0,2.340207099914551,0.0,1.7928919792175293,18630370,0.0,0.0
2021-10-15 00:00:00+00:00,1.7801820039749146,2.0898549556732178,1.1205040216445923,1.3289079666137695,11201162,0.0,0.0
2021-10-16 00:00:00+00:00,1.328922986984253,1.3488080501556396,1.0562249422073364,1.1843730211257935,4861005,0.0,0.0
2021-10-17 00:00:00+00:00,1.1848490238189697,1.239967942237854,1.0505479574203491,1.0998070240020752,3371800,0.0,0.0
2021-10-18 00:00:00+00:00,1.0909039974212646,1.4487229585647583,0.9012399911880493,1.2293590307235718,4516546,0.0,0.0
2021-10-19 00:00:00+00:00,1.239922046661377,1.3295960426330566,0.9198960065841675,1.036309003829956,3630238,0.0,0.0
2021-10-20 00:00:00+00:00,1.0320090055465698,1.2404990196228027,0.9956570267677307,1.1837379932403564,4060910,0.0,0.0
2021-10-21 00:00:00+00:00,1.1835269927978516,1.2080210447311401,0.9669229984283447,1.1503269672393799,3389322,0.0,0.0
2021-10-22 00:00:00+00:00,1.1346269845962524,1.1797009706497192,1.0099329948425293,1.0748549699783325,3122156,0.0,0.0
2021-10-23 00:00:00+00:00,1.0784709453582764,1.2433329820632935,1.0137360095977783,1.1701020002365112,4182282,0.0,0.0
2021-10-24 00:00:00+00:00,1.1694600582122803,1.2085779905319214,1.0836520195007324,1.1151189804077148,3131747,0.0,0.0
2021-10-25 00:00:00+00:00,1.1144490242004395,1.1634960174560547,1.0214639902114868,1.0451960563659668,3054178,0.0,0.0
2021-10-26 00:00:00+00:00,1.0459280014038086,1.161450982093811,1.02109694480896,1.0699559450149536,3180429,0.0,0.0
2021-10-27 00:00:00+00:00,1.0700440406799316,1.4982850551605225,1.0410219430923462,1.0996220111846924,4608362,0.0,0.0
2021-10-28 00:00:00+00:00,1.0992759466171265,1.2416919469833374,0.9253569841384888,1.09476900100708,3985901,0.0,0.0
2021-10-29 00:00:00+00:00,1.096032977104187,1.5899020433425903,1.096032977104187,1.5020480155944824,5813994,0.0,0.0
2021-10-30 00:00:00+00:00,1.5439740419387817,2.9812910556793213,1.3599640130996704,2.8812661170959473,27098699,0.0,0.0
2021-10-31 00:00:00+00:00,2.9115099906921387,2.9817569255828857,1.8516340255737305,2.3770060539245605,13721008,0.0,0.0
2021-11-01 00:00:00+00:00,2.3953020572662354,3.282504081726074,2.13641095161438,2.838515043258667,13287709,0.0,0.0
2021-11-02 00:00:00+00:00,2.830828905105591,3.1802539825439453,2.18182110786438,2.453244924545288,10409835,0.0,0.0
2021-11-03 00:00:00+00:00,2.453397035598755,2.7323529720306396,2.0748178958892822,2.414191961288452,8306227,0.0,0.0
2021-11-04 00:00:00+00:00,2.415637969970703,2.8297131061553955,1.8817729949951172,1.970649003982544,7269060,0.0,0.0
2021-11-05 00:00:00+00:00,1.9758930206298828,2.2722220420837402,1.8599270582199097,2.0425539016723633,5896300,0.0,0.0
2021-11-06 00:00:00+00:00,2.0348589420318604,2.162153959274292,1.737388014793396,1.9083329439163208,5210362,0.0,0.0
2021-11-07 00:00:00+00:00,1.908871054649353,2.642117977142334,1.9036309719085693,2.350522994995117,8332617,0.0,0.0
2021-11-08 00:00:00+00:00,2.328932046890259,2.353308916091919,1.9685570001602173,2.209939956665039,5917326,0.0,0.0
2021-11-09 00:00:00+00:00,2.2331879138946533,2.2435879707336426,1.8405359983444214,2.002310037612915,5076213,0.0,0.0
2021-11-10 00:00:00+00:00,2.0037479400634766,2.345639944076538,1.8769949674606323,2.096553087234497,5564474,0.0,0.0
2021-11-11 00:00:00+00:00,2.100264072418213,2.8815340995788574,2.028825044631958,2.7167649269104004,8952495,0.0,0.0
2021-11-12 00:00:00+00:00,2.7146520614624023,3.2887580394744873,2.4361190795898438,3.254338026046753,11832504,0.0,0.0
2021-11-13 00:00:00+00:00,3.257577896118164,3.257577896118164,2.426398992538452,2.5658481121063232,9304333,0.0,0.0
2021-11-14 00:00:00+00:00,2.56728196144104,2.763843059539795,2.415961980819702,2.586095094680786,7711172,0.0,0.0
