,params_TRAIN_batch_size,params_TRAIN_learning_rate,params_TRAIN_momentum,params_TRAIN_n_epochs,params_TRAIN_optimizer,params_TRAIN_weight_decay,params_VMD_DC,params_VMD_K,params_VMD_alpha,params_VMD_init,params_VMD_tau,params_VMD_tol,user_attrs_mean_train_mae,user_attrs_mean_train_mse,user_attrs_mean_val_mae,user_attrs_mean_val_mse,user_attrs_median_train_mae,user_attrs_median_train_mse,user_attrs_median_val_mae,user_attrs_median_val_mse,Mean_Train_MSE,Median_Train_MSE,Mean_Train_MAE,Median_Train_MAE,Mean_Val_MSE,Median_Val_MSE,Mean_Val_MAE,Median_Val_MAE
0,16,0.00010176726601782217,0.8271665804331575,164,Adam,0.0,False,2,8000,uniform,0.05,0.005141228432660281,0.02237659045612705,0.0016059478912345572,0.042704552632083975,0.004078538462354589,0.02215040273651988,0.0016026701835736698,0.0428970298179571,0.004029752610083149,0.0016059478912345572,0.0016026701835736698,0.02237659045612705,0.02215040273651988,0.004078538462354589,0.004029752610083149,0.042704552632083975,0.0428970298179571
1,16,5.4983491156651413e-05,0.8880626911270265,184,Adam,1e-06,False,3,5100,uniform,0.25,0.00033383797387515003,0.023180502384087236,0.0017465480075625778,0.043371285717086046,0.004325620968931795,0.02292441489569299,0.0017503812588090368,0.043021843256226294,0.004085959966743264,0.0017465480075625778,0.0017503812588090368,0.023180502384087236,0.02292441489569299,0.004325620968931795,0.004085959966743264,0.043371285717086046,0.043021843256226294
2,16,3.3152145213882786e-05,0.8288879393693881,144,Adam,0.0001,False,4,4200,uniform,0.4,0.00011551345735133828,0.02394336172098886,0.0018265546467933081,0.04415010333625866,0.004475965374502935,0.023439071380055534,0.0018389666645397874,0.04430556071547663,0.004340214911956122,0.0018265546467933081,0.0018389666645397874,0.02394336172098886,0.023439071380055534,0.004475965374502935,0.004340214911956122,0.04415010333625866,0.04430556071547663
3,16,1.7969561747983687e-05,0.8055383774172895,198,Adam,0.0001,False,2,7900,uniform,0.35,0.006956201242200874,0.02403910497031525,0.0019401393272526983,0.044369171639637134,0.0047109960676846065,0.023912968321039833,0.0019338855705533149,0.044334899833508766,0.004428025129815045,0.0019401393272526983,0.0019338855705533149,0.02403910497031525,0.023912968321039833,0.0047109960676846065,0.004428025129815045,0.044369171639637134,0.044334899833508766
4,16,5.616750219235717e-05,0.8283090551807304,170,Adam,1e-06,False,2,7200,uniform,0.0,0.001450225794360708,0.02549753234582695,0.0019378214308349059,0.04873266404278188,0.0047914467698331,0.025317426343240593,0.0019311567872402717,0.04792072158804767,0.0047817707909275685,0.0019378214308349059,0.0019311567872402717,0.02549753234582695,0.025317426343240593,0.0047914467698331,0.0047817707909275685,0.04873266404278188,0.04792072158804767
5,16,6.432228722064539e-05,0.8209351439407705,180,Adam,0.0001,False,3,7200,uniform,0.0001,0.0007479359620611106,0.02576097543363523,0.001982183962072234,0.04852481382360301,0.004812733983022698,0.025489621285173264,0.0019659672517744363,0.048053006768724496,0.004801598860516844,0.001982183962072234,0.0019659672517744363,0.02576097543363523,0.025489621285173264,0.004812733983022698,0.004801598860516844,0.04852481382360301,0.048053006768724496
6,16,6.273470690712866e-05,0.8152491657093738,180,Adam,0.0001,False,3,7100,uniform,1e-06,0.0006334808582015652,0.025721852243428142,0.001967155144507221,0.0487246595368718,0.004871738297706055,0.025326446974158395,0.001959156500342535,0.0493364888097564,0.004937840324779517,0.001967155144507221,0.001959156500342535,0.025721852243428142,0.025326446974158395,0.004871738297706055,0.004937840324779517,0.0487246595368718,0.0493364888097564
7,24,7.556381890233693e-05,0.8525212924956668,186,Adam,1e-06,False,3,5400,uniform,0.2,0.0007773530430455275,0.0270677926035652,0.0022317309973239087,0.053639441559229256,0.00648667292265515,0.02667381449972684,0.002188377742088523,0.05423955467115095,0.006771473212251151,0.0022317309973239087,0.002188377742088523,0.0270677926035652,0.02667381449972684,0.00648667292265515,0.006771473212251151,0.053639441559229256,0.05423955467115095
8,24,6.158845113144094e-05,0.8114115530794398,190,NAdam,0.0001,False,3,7300,uniform,0.01,0.00046301498571644974,0.0275244328870337,0.0023389130817224792,0.05455963413109329,0.006705182195805576,0.027274423367485687,0.002330403543866402,0.05594006112547015,0.00707437905612085,0.0023389130817224792,0.002330403543866402,0.0275244328870337,0.027274423367485687,0.006705182195805576,0.00707437905612085,0.05455963413109329,0.05594006112547015
9,24,3.951831785019633e-05,0.809246593912329,134,AdamW,0.0,False,2,3800,uniform,0.35,0.003712468484855139,0.028130515597382718,0.002496962485901611,0.05565401801439291,0.007200381091841988,0.02788501815691123,0.0024458920008035958,0.0566055623513304,0.00741131009373086,0.002496962485901611,0.0024458920008035958,0.028130515597382718,0.02788501815691123,0.007200381091841988,0.00741131009373086,0.05565401801439291,0.0566055623513304
10,32,1.8756642404528625e-05,0.8155957578217073,186,AdamW,0.001,False,3,4200,uniform,0.3,0.0036595738752259583,0.032337939680236884,0.0031040148565276552,0.062176202046054736,0.007947299466977798,0.032415470961158294,0.003064990006887637,0.0635860135687052,0.008702856041286719,0.0031040148565276552,0.003064990006887637,0.032337939680236884,0.032415470961158294,0.007947299466977798,0.008702856041286719,0.062176202046054736,0.0635860135687052
11,32,3.1912850787756986e-05,0.8267885125651684,166,RMSprop,0.001,True,7,7600,uniform,0.05,0.005230640182362726,0.03362304176563224,0.0031492912150511807,0.06397782292530364,0.008565463800601606,0.03338667748454806,0.0030972505725252626,0.06537494161384202,0.009186593896615941,0.0031492912150511807,0.0030972505725252626,0.03362304176563224,0.03338667748454806,0.008565463800601606,0.009186593896615941,0.06397782292530364,0.06537494161384202
12,32,1.4331998716309347e-05,0.8029665728584597,196,Adam,0.0001,False,2,7900,uniform,0.35,0.007870485721173305,0.03319031637845259,0.0034734509829546963,0.06146185744362897,0.008748618134392693,0.03308113369258162,0.0034662842037699246,0.06498438496905791,0.009350669977487288,0.0034734509829546963,0.0034662842037699246,0.03319031637845259,0.03308113369258162,0.008748618134392693,0.009350669977487288,0.06146185744362897,0.06498438496905791
13,32,1.743354442972848e-05,0.8045962907215383,194,Adam,0.0001,False,2,7600,uniform,0.35,0.003593628169257033,0.033378203817643955,0.0034645298384132473,0.061725657939012635,0.00876302529443995,0.03282658451897766,0.003446538563776133,0.06485822210527457,0.009135276017171602,0.0034645298384132473,0.003446538563776133,0.033378203817643955,0.03282658451897766,0.00876302529443995,0.009135276017171602,0.061725657939012635,0.06485822210527457
14,40,0.00010125751000688762,0.9892355944265839,144,Adam,0.0,False,4,200,zero,0.05,0.009987263109267414,0.036383118945647726,0.0037698274275135696,0.0666446354188742,0.009125181025644202,0.03607481551750616,0.0036507867902361504,0.06591406907818961,0.009652903686079541,0.0037698274275135696,0.0036507867902361504,0.036383118945647726,0.03607481551750616,0.009125181025644202,0.009652903686079541,0.0666446354188742,0.06591406907818961
15,40,0.0001065672703109178,0.8807301467070432,190,Adam,1e-06,False,8,2600,zero,0.0,0.004846775362058495,0.036096283380209516,0.003614017954082747,0.0677094451689279,0.0093177597443331,0.03547778368134948,0.003614418245935497,0.0663635164857806,0.009847356117783522,0.003614017954082747,0.003614418245935497,0.036096283380209516,0.03547778368134948,0.0093177597443331,0.009847356117783522,0.0677094451689279,0.0663635164857806
