TIMESTAMP,TOKKI_OPEN_PRICE_USD,TOKKI_HIGH_PRICE_USD,TOKKI_LOW_PRICE_USD,TOKKI_CLOSE_PRICE_USD,TOKKI_VOLUME_USD,TOKKI_DIVIDENDS_USD,TOKKI_STOCK_SPLITS_USD
2022-08-20 00:00:00+00:00,2.6739189624786377,2.683703899383545,2.663182020187378,2.678076982498169,10396626,0.0,0.0
2022-08-21 00:00:00+00:00,2.6780779361724854,2.689505100250244,2.6677958965301514,2.6813650131225586,14853549,0.0,0.0
2022-08-22 00:00:00+00:00,2.68137788772583,2.698636054992676,2.6667659282684326,2.6832809448242188,17106689,0.0,0.0
2022-08-23 00:00:00+00:00,2.6832780838012695,2.6890690326690674,2.3291029930114746,2.381243944168091,13898343,0.0,0.0
2022-08-24 00:00:00+00:00,2.381243944168091,2.396296977996826,2.3643240928649902,2.382641077041626,15881254,0.0,0.0
2022-08-25 00:00:00+00:00,2.3826301097869873,2.415376901626587,2.362912893295288,2.371706962585449,15544377,0.0,0.0
2022-08-26 00:00:00+00:00,2.3717029094696045,2.3979439735412598,2.3573720455169678,2.3877029418945312,24691660,0.0,0.0
2022-08-27 00:00:00+00:00,2.3877360820770264,2.3975560665130615,2.3423960208892822,2.3546640872955322,7981124,0.0,0.0
2022-08-28 00:00:00+00:00,2.354651927947998,2.3676910400390625,2.3484621047973633,2.366455078125,16756798,0.0,0.0
2022-08-29 00:00:00+00:00,2.366508960723877,2.375580072402954,2.332667112350464,2.364331007003784,18719031,0.0,0.0
2022-08-30 00:00:00+00:00,2.3643460273742676,2.390289068222046,2.357450008392334,2.3752260208129883,27066173,0.0,0.0
2022-08-31 00:00:00+00:00,2.375248908996582,2.377315044403076,2.3674609661102295,2.3759310245513916,9290700,0.0,0.0
2022-09-01 00:00:00+00:00,2.3759260177612305,2.3817689418792725,2.3713889122009277,2.3776121139526367,10998947,0.0,0.0
2022-09-02 00:00:00+00:00,2.377578020095825,2.4010989665985107,2.367856025695801,2.3922929763793945,11222552,0.0,0.0
2022-09-03 00:00:00+00:00,2.392293930053711,2.393376111984253,2.018009901046753,2.350529909133911,7185495,0.0,0.0
2022-09-04 00:00:00+00:00,2.3505349159240723,2.519078016281128,2.334768056869507,2.5163750648498535,12093279,0.0,0.0
2022-09-05 00:00:00+00:00,2.51637601852417,2.554305076599121,2.515968084335327,2.521235942840576,14586308,0.0,0.0
2022-09-06 00:00:00+00:00,2.5212080478668213,2.546281099319458,2.516834020614624,2.5295639038085938,14875851,0.0,0.0
2022-09-07 00:00:00+00:00,2.5294671058654785,2.5468950271606445,2.504425048828125,2.540816068649292,8530900,0.0,0.0
2022-09-08 00:00:00+00:00,2.5407869815826416,2.6435000896453857,2.533864974975586,2.6381330490112305,8584057,0.0,0.0
2022-09-09 00:00:00+00:00,2.638115882873535,2.714308023452759,2.595592975616455,2.6379048824310303,14103450,0.0,0.0
2022-09-10 00:00:00+00:00,2.637903928756714,2.6526730060577393,2.6198830604553223,2.6444029808044434,7792947,0.0,0.0
2022-09-11 00:00:00+00:00,2.6443960666656494,2.6497559547424316,2.6281750202178955,2.6402299404144287,9221134,0.0,0.0
2022-09-12 00:00:00+00:00,2.6402430534362793,2.734657049179077,2.6209609508514404,2.7259700298309326,14529394,0.0,0.0
2022-09-13 00:00:00+00:00,2.7258529663085938,2.754621982574463,2.7083470821380615,2.742269992828369,14982126,0.0,0.0
