,MSE,MAE,RMSE,MAPE,R2
0,0.0008571994717553668,0.022864510847573235,0.029277913152901236,0.04196635346553427,0.4064028655011567
1,0.0003116559671545,0.014196262392057166,0.017653779521226133,0.026703658281667198,0.8761331985619591
2,0.0005616086578743001,0.019571277998979866,0.023698251476793136,0.027739035481606795,0.7924468487724591
3,0.0008771171345899001,0.02193582826393033,0.029616133851717033,0.031197815137650565,0.6502480932234813
4,0.0010705586570556667,0.025884425980458634,0.03271938935933397,0.028672572479353734,0.8353335064219373
5,0.0010115569474538667,0.0245907932079349,0.03180495765784864,0.026208905217534936,0.7019874196468727
6,0.0007070487799005666,0.019037914167821534,0.026590050193478532,0.025026330173702066,0.6216803722937984
7,0.00034068746947246665,0.0127919598672481,0.018457607173734968,0.020505435263024535,0.8889258148726166
8,0.0007895088318438666,0.0195178940647799,0.02809819442219827,0.031001972020462096,0.5191935103972286
9,0.0004687584591567333,0.0164691050560921,0.021650826520601102,0.0256338478266957,0.7870654363946884
10,0.0003063541767813666,0.014029112919650635,0.017502958032044533,0.022219532423578464,0.813723759982332
11,0.0005278819620549001,0.017651597837222897,0.0229755761617965,0.03635941454931337,0.8410643391518645
Mean,0.000652494709591125,0.019045056883645776,0.02500380312697284,0.028602906026676977,0.727850430435033
