TIMESTAMP,FORTKNOX_OPEN_PRICE_USD,FORTKNOX_HIGH_PRICE_USD,FORTKNOX_LOW_PRICE_USD,FORTKNOX_CLOSE_PRICE_USD,FORTKNOX_VOLUME_USD,FORTKNOX_DIVIDENDS_USD,FORTKNOX_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.0002690000110305846,0.0002739999908953905,0.0002570000069681555,0.00026199998683296144,1651,0.0,0.0
2025-04-02 00:00:00+00:00,0.00026199998683296144,0.00026199998683296144,0.0002209999947808683,0.00023099999816622585,603,0.0,0.0
2025-04-03 00:00:00+00:00,0.00023099999816622585,0.00023099999816622585,0.00019099999917671084,0.00019700000120792538,5209,0.0,0.0
2025-04-04 00:00:00+00:00,0.00019700000120792538,0.00021600000036414713,0.00019500000053085387,0.00019500000053085387,1458,0.0,0.0
2025-04-05 00:00:00+00:00,0.00019500000053085387,0.00020300000323913991,0.00018699999782256782,0.00020300000323913991,0,0.0,0.0
2025-04-06 00:00:00+00:00,0.00020300000323913991,0.00020500000391621143,0.00017899999511428177,0.00017899999511428177,17,0.0,0.0
2025-04-07 00:00:00+00:00,0.00017899999511428177,0.00017899999511428177,0.00010199999815085903,0.00017100000695791095,0,0.0,0.0
2025-04-08 00:00:00+00:00,0.00017100000695791095,0.00017499999376013875,0.00016399999731220305,0.00016399999731220305,0,0.0,0.0
2025-04-09 00:00:00+00:00,0.00016399999731220305,0.00017899999511428177,0.00015700000221841037,0.00017899999511428177,0,0.0,0.0
2025-04-10 00:00:00+00:00,0.00017899999511428177,0.00017899999511428177,0.00016199999663513154,0.00016199999663513154,0,0.0,0.0
2025-04-11 00:00:00+00:00,0.00016199999663513154,0.00016500000492669642,3.9999998989515007e-05,4.999999873689376e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,4.999999873689376e-05,0.0001049999991664663,4.999999873689376e-05,9.600000339560211e-05,6115,0.0,0.0
2025-04-13 00:00:00+00:00,9.600000339560211e-05,9.600000339560211e-05,7.899999764049426e-05,8.099999831756577e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,8.099999831756577e-05,8.800000068731606e-05,7.599999662488699e-05,7.599999662488699e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,7.599999662488699e-05,7.699999696342275e-05,7.500000356230885e-05,7.500000356230885e-05,79,0.0,0.0
2025-04-16 00:00:00+00:00,7.500000356230885e-05,7.500000356230885e-05,7.300000288523734e-05,7.300000288523734e-05,0,0.0,0.0
