TIMESTAMP,XUSD20317_OPEN_PRICE_USD,XUSD20317_HIGH_PRICE_USD,XUSD20317_LOW_PRICE_USD,XUSD20317_CLOSE_PRICE_USD,XUSD20317_VOLUME_USD,XUSD20317_DIVIDENDS_USD,XUSD20317_STOCK_SPLITS_USD
2025-02-02 00:00:00+00:00,1.000100016593933,1.000581979751587,0.9994590282440186,0.9995390176773071,75238,0.0,0.0
2025-02-03 00:00:00+00:00,0.9995390176773071,1.000802993774414,0.9986220002174377,1.0002609491348267,488773,0.0,0.0
2025-02-04 00:00:00+00:00,1.0002609491348267,1.0003019571304321,0.9987059831619263,0.9999099969863892,123801,0.0,0.0
2025-02-05 00:00:00+00:00,0.9999099969863892,1.0002189874649048,0.9996849894523621,0.9998030066490173,68226,0.0,0.0
2025-02-06 00:00:00+00:00,0.9998030066490173,1.0006940364837646,0.9997720122337341,0.9999250173568726,70961,0.0,0.0
2025-02-07 00:00:00+00:00,0.9999549984931946,1.0003210306167603,0.9997090101242065,1.0000799894332886,90319,0.0,0.0
2025-02-08 00:00:00+00:00,1.0000799894332886,1.000627040863037,0.9993219971656799,1.0002000331878662,60704,0.0,0.0
2025-02-09 00:00:00+00:00,1.0002000331878662,1.0009009838104248,0.9985380172729492,1.0001360177993774,40808,0.0,0.0
2025-02-10 00:00:00+00:00,1.0001360177993774,1.0008809566497803,0.9995689988136292,0.9999340176582336,37972,0.0,0.0
2025-02-11 00:00:00+00:00,0.9999340176582336,1.0010839700698853,0.9995989799499512,1.0000200271606445,39098,0.0,0.0
2025-02-12 00:00:00+00:00,1.0000200271606445,1.0048660039901733,0.9991509914398193,0.9994170069694519,49077,0.0,0.0
2025-02-13 00:00:00+00:00,0.9994170069694519,1.000641942024231,0.9990879893302917,1.0002100467681885,32735,0.0,0.0
2025-02-14 00:00:00+00:00,1.0002100467681885,1.0008950233459473,0.9994789958000183,0.999966025352478,28773,0.0,0.0
2025-02-15 00:00:00+00:00,0.999966025352478,1.0000890493392944,0.9997699856758118,1.0000280141830444,36819,0.0,0.0
2025-02-16 00:00:00+00:00,1.0000280141830444,1.000298023223877,0.9998340010643005,1.0000309944152832,8896,0.0,0.0
2025-02-17 00:00:00+00:00,1.0000309944152832,1.000540018081665,0.999871015548706,1.0002599954605103,34958,0.0,0.0
