TIMESTAMP,RNB_OPEN_PRICE_USD,RNB_HIGH_PRICE_USD,RNB_LOW_PRICE_USD,RNB_CLOSE_PRICE_USD,RNB_VOLUME_USD,RNB_DIVIDENDS_USD,RNB_STOCK_SPLITS_USD
2021-05-13 00:00:00+00:00,1.3955689668655396,1.5010219812393188,1.2971889972686768,1.4831650257110596,234637,0.0,0.0
2021-05-14 00:00:00+00:00,1.4857079982757568,2.3829450607299805,1.4810110330581665,2.1836740970611572,575230,0.0,0.0
2021-05-15 00:00:00+00:00,2.179408073425293,2.236279010772705,1.8404920101165771,1.8419599533081055,105764,0.0,0.0
2021-05-16 00:00:00+00:00,1.8399920463562012,1.9526710510253906,1.3660860061645508,1.4746170043945312,105792,0.0,0.0
2021-05-17 00:00:00+00:00,1.4766680002212524,1.506922960281372,1.3136299848556519,1.4334189891815186,112239,0.0,0.0
2021-05-18 00:00:00+00:00,1.4330350160598755,1.6288559436798096,1.4330350160598755,1.4573839902877808,56494,0.0,0.0
2021-05-19 00:00:00+00:00,1.4574120044708252,1.4964419603347778,0.739296019077301,0.8786309957504272,186055,0.0,0.0
2021-05-20 00:00:00+00:00,0.8777880072593689,1.0596139430999756,0.7690060138702393,0.9232839941978455,37395,0.0,0.0
2021-05-21 00:00:00+00:00,0.9206749796867371,0.9384419918060303,0.6930099725723267,0.7720770239830017,17921,0.0,0.0
2021-05-22 00:00:00+00:00,0.7734130024909973,0.8149639964103699,0.6913509964942932,0.771619975566864,84825,0.0,0.0
2021-05-23 00:00:00+00:00,0.7718939781188965,0.7749760150909424,0.4448480010032654,0.5627480149269104,107501,0.0,0.0
2021-05-24 00:00:00+00:00,0.5628349781036377,0.9169899821281433,0.5475590229034424,0.8770750164985657,110549,0.0,0.0
2021-05-25 00:00:00+00:00,0.8767949938774109,0.9223530292510986,0.8070700168609619,0.9128959774971008,13163,0.0,0.0
2021-05-26 00:00:00+00:00,0.9127609729766846,1.0823839902877808,0.9127609729766846,1.043218970298767,113981,0.0,0.0
2021-05-27 00:00:00+00:00,1.0432120561599731,1.143813967704773,0.933489978313446,0.972117006778717,115052,0.0,0.0
2021-05-28 00:00:00+00:00,0.9741629958152771,0.9793750047683716,0.6680610179901123,0.6884040236473083,49834,0.0,0.0
2021-05-29 00:00:00+00:00,0.6879119873046875,0.7624940276145935,0.6296759843826294,0.7423080205917358,25405,0.0,0.0
2021-05-30 00:00:00+00:00,0.7492910027503967,0.7543119788169861,0.6680099964141846,0.7255160212516785,34844,0.0,0.0
2021-05-31 00:00:00+00:00,0.724668025970459,0.8054490089416504,0.6792029738426208,0.8049659729003906,8522,0.0,0.0
