,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.011042871131834728,0.10508506616943593,0.0826780774012405,0.04235052113738655,3262578.3185512777,1806.2608666943095,1421.1168229166672,0.04005234563384474,0.4057746999170686
1,0.004009027194395885,0.0633168792218622,0.05133200428868807,0.02694159326597345,1184453.2866586873,1088.3259101292624,882.3230443548382,0.02544145293008308,0.8761837330995151
2,0.007165404953692517,0.08464871501501081,0.07052992730304751,0.027910228120803265,2116995.12410742,1454.989733334026,1212.307701612903,0.02672579672233728,0.7942235423418526
3,0.011266971207986535,0.10614599007021666,0.0786508688686514,0.03118245128323591,3328788.2825875403,1824.4967203553808,1351.895442708333,0.02985868604146783,0.6508846361347562
4,0.013572564604116814,0.11650135022443651,0.09255078384929208,0.028669862263979672,4036771.041599031,2009.171730240855,1596.1223891129027,0.02770843059302206,0.8366913534635203
5,0.008736701265045253,0.09347032291077875,0.07211803485563865,0.026416928692130307,3924136.4419713756,1980.9433212415179,1528.4180364583326,0.02556694458947816,0.6959334462993574
6,0.0018389160079124022,0.0428825839696304,0.030624892975949607,0.025261091453537457,2749674.6937535796,1658.2143087531176,1184.2250100806448,0.0242681221707461,0.6130355176504295
7,0.0008870984878773931,0.0297841986274164,0.020492402152471233,0.02058731313290021,1326451.5169437807,1151.7167694115515,792.4148387096774,0.019603431979095424,0.8862559604419606
8,0.0009750744113763482,0.031226181504890222,0.02173163902661566,0.031073118683011967,3002876.0735848662,1732.8808596048564,1205.9860491071424,0.02960706199583638,0.5190155571185731
9,0.000507466766725567,0.022527023032916864,0.017130162705731384,0.025643981776764167,1782954.1081728295,1335.2730462990817,1015.378004032258,0.02445683029975791,0.786981412452854
10,0.0003047504774001283,0.017457103923621705,0.014065137487935338,0.02229264873289848,1158681.2512891917,1076.4205736092151,867.2689010416667,0.021244054182652735,0.8146989292714397
11,0.0004951172798060579,0.022251230972826153,0.016717303195144716,0.03464108647312549,1882468.2029978237,1372.0306858805395,1030.8037676411293,0.0325277510422926,0.8343754656151314
Mean,0.005066830315680802,0.06127472047025354,0.047385102842533854,0.028580902084645577,2479735.6951847835,1540.8937104628094,1174.021667314708,0.027255075681717856,0.7261711878172049
