TIMESTAMP,XRP_OPEN_PRICE_USD,XRP_HIGH_PRICE_USD,XRP_LOW_PRICE_USD,XRP_CLOSE_PRICE_USD,XRP_FIRST_TRADE_PRICE_USD,XRP_HIGH_TRADE_PRICE_USD,XRP_LOW_TRADE_PRICE_USD,XRP_LAST_TRADE_PRICE_USD,XRP_TOTAL_TRADE_COUNT,XRP_TOTAL_TRADES_BUY,XRP_TOTAL_TRADES_SELL,XRP_VOLUME_USD,XRP_QUOTE_VOLUME,XRP_VOLUME_BUY,XRP_QUOTE_VOLUME_BUY,XRP_VOLUME_SELL,XRP_QUOTE_VOLUME_SELL,XRP_MARKET_CAP_USD_PER_BIC,XRP_VOLUME_USD_PER_CMC,XRP_MARKET_CAP_USD_PER_CMC
2017-07-24,0.1966,0.1984,0.1893,0.1915,,,,,,,,,,,,,,7397321750.0,56632800.0,7359876264.71
2017-07-25,0.1915,0.1926,0.1658,0.1744,,,,,,,,,,,,,,7024123740.0,166807008.0,6827134104.07
2017-07-26,0.1744,0.1787,0.1642,0.1723,,,,,,,,,,,,,,6540983562.0,76584600.0,6662995240.07
2017-07-27,0.1723,0.1756,0.17,0.1725,,,,,,,,,,,,,,6675874889.0,34575100.0,6649142909.04
2017-07-28,0.1725,0.1738,0.1591,0.1633,,,,,,,,,,,,,,6574815046.0,74649800.0,6360878067.17
2017-07-29,0.1633,0.1704,0.155,0.169,,,,,,,,,,,,,,6079474848.0,80897000.0,6511680445.88
2017-07-30,0.169,0.1709,0.1609,0.1633,,,,,,,,,,,,,,6349109808.0,40621700.0,6328103274.65
2017-07-31,0.1633,0.1689,0.1585,0.1648,,,,,,,,,,,,,,6323311638.0,57273800.0,6416422715.56
2017-08-01,0.1648,0.1847,0.162,0.1776,,,,,,,,,,,,,,6551585193.0,119957000.0,6786988703.1
2017-08-02,0.1776,0.1794,0.1676,0.1709,,,,,,,,,,,,,,6756782227.0,53441400.0,6635956325.85
2017-08-03,0.1709,0.1771,0.1696,0.1748,,,,,,,,,,,,,,6608969830.0,31479000.0,6695294918.87
2017-08-04,0.1748,0.1767,0.1717,0.1744,,,,,,,,,,,,,,6698707520.0,45170000.0,6661974120.28
2017-08-05,0.1744,0.1928,0.1719,0.1848,,,,,,,,,,,,,,6796292598.0,114270000.0,7083526317.94
2017-08-06,0.1848,0.1896,0.1786,0.1802,,,,,,,,,,,,,,7081762501.0,74161600.0,6918916204.74
2017-08-07,0.1802,0.1828,0.1766,0.1782,,,,,,,,,,,,,,6911362467.0,58052100.0,6864352917.74
2017-08-08,0.1782,0.1972,0.1772,0.1967,,,,,,,,,,,,,,6915848697.0,180028000.0,7384487132.88
2017-08-09,0.1967,0.1967,0.1818,0.1841,,,,,,,,,,,,,,7243036700.0,97805400.0,7014890840.97
2017-08-10,0.1841,0.185,0.1784,0.1809,,,,,,,,,,,,,,6921945368.0,48162800.0,6918778293.02
2017-08-11,0.1809,0.184,0.1758,0.1778,,,,,,,,,,,,,,6946277137.0,54059700.0,6876897207.78
2017-08-12,0.1778,0.1825,0.1707,0.1716,,,,,,,,,,,,,,6837585749.0,65229300.0,6667721897.44
2017-08-13,0.1716,0.1721,0.1587,0.1657,,,,,,,,,,,,,,6455286612.0,110199000.0,6446772325.96
2017-08-14,0.1657,0.1801,0.1652,0.1683,,,,,,,,,,,,,,6646973118.0,84388304.0,6518108025.53
2017-08-15,0.1683,0.1683,0.153,0.1577,,,,,,,,,,,,,,6374356962.0,100614000.0,6181832532.22
2017-08-16,0.1577,0.1606,0.1489,0.1603,,,,,,,,,,,,,,5986048875.0,107920000.0,6151540897.13
2017-08-17,0.1603,0.161,0.154,0.1578,,,,,,,,,,,,,,6095213793.0,56084300.0,6039078408.89
2017-08-18,0.1578,0.1704,0.1518,0.1569,,,,,,,,,,,,,,6033135113.0,146539008.0,6092184629.9
2017-08-19,0.1569,0.1616,0.1483,0.1526,,,,,,,,,,,,,,6001079661.0,87062096.0,5945481090.85
2017-08-20,0.1526,0.1611,0.1494,0.1587,,,,,,,,,,,,,,5918180275.0,68542800.0,6086509741.3
2017-08-21,0.1587,0.2081,0.1523,0.1958,,,,,,,,,,,,,,6008326647.0,447088992.0,7358873446.5
2017-08-22,0.1958,0.2598,0.1715,0.2421,,,,,,,,,,,,,,6692917600.0,1450040064.0,9175144548.82
2017-08-23,0.2421,0.2977,0.2169,0.2457,,,,,,,,,,,,,,11208058357.0,1770400000.0,9464295460.46
2017-08-24,0.2457,0.2862,0.2124,0.2173,,,,,,,,,,,,,,10030940755.0,1342360064.0,8395690931.02
2017-08-25,0.2173,0.2309,0.2029,0.2167,,,,,,,,,,,,,,8754704322.0,504484000.0,8352362389.69
2017-08-26,0.2167,0.2308,0.2069,0.2097,,,,,,,,,,,,,,8337139884.0,184120992.0,8151018875.96
2017-08-27,0.2097,0.2104,0.193,0.2017,,,,,,,,,,,,,,7937903802.0,193971008.0,7783608183.04
2017-08-28,0.2017,0.242,0.1947,0.2252,,,,,,,,,,,,,,7688400423.0,542467968.0,8608499253.47
2017-08-29,0.2252,0.2262,0.2125,0.2199,,,,,,,,,,,,,,8374563474.0,269769984.0,8380583457.32
2017-08-30,0.2199,0.2332,0.2175,0.2319,,,,,,,,,,,,,,8439901380.0,181186000.0,8742626012.38
2017-08-31,0.2319,0.2648,0.2275,0.2593,,,,,,,,,,,,,,8710263809.0,432574016.0,9801836300.55
2017-09-01,0.2593,0.2604,0.2444,0.2529,,,,,,,,,,,,,,9696850861.0,283576000.0,9527639487.25
2017-09-02,0.2529,0.2538,0.2185,0.2252,,,,,,,,,,,,,,8881469063.0,329928000.0,8691360295.78
2017-09-03,0.2252,0.2381,0.2168,0.2303,,,,,,,,,,,,,,8834612889.0,186526000.0,8773492805.09
2017-09-04,0.2303,0.2306,0.1901,0.2045,,,,,,,,,,,,,,7936331705.0,239612992.0,7859260583.07
2017-09-05,0.2045,0.2204,0.1917,0.2168,,,,,,,,,,,,,,7918770225.0,242636000.0,8251172990.96
2017-09-06,0.2168,0.2329,0.2162,0.2314,,,,,,,,,,,,,,8474104087.0,163296992.0,8672840220.15
2017-09-07,0.2314,0.2318,0.2216,0.2271,,,,,,,,,,,,,,8442585449.0,103080000.0,8575216798.71
2017-09-08,0.2271,0.2295,0.2026,0.2122,,,,,,,,,,,,,,8600332015.0,151328992.0,8110412747.41
2017-09-09,0.2122,0.2145,0.2075,0.213,,,,,,,,,,,,,,8021876816.0,51185500.0,8052015076.22
2017-09-10,0.213,0.2243,0.1993,0.2173,,,,,,,,,,,,,,7740317985.0,117091000.0,8168426980.18
2017-09-11,0.2173,0.2216,0.2087,0.2143,,,,,,,,,,,,,,8206195664.0,138339008.0,8222491797.23
2017-09-12,0.2143,0.2242,0.206,0.2095,,,,,,,,,,,,,,8371074184.0,94519504.0,8025481137.64
2017-09-13,0.2095,0.2099,0.1904,0.1983,,,,,,,,,,,,,,7824099280.0,105471000.0,7698599885.58
2017-09-14,0.1983,0.2007,0.1663,0.1711,,,,,,,,,,,,,,7574174118.0,152532992.0,6294793490.41
2017-09-15,0.1711,0.1917,0.1483,0.1846,,,,,,,,,,,,,,6452578399.0,289414016.0,6953962476.22
2017-09-16,0.1846,0.1918,0.1741,0.1828,,,,,,,,,,,,,,7092537120.0,84495200.0,6866691892.09
2017-09-17,0.1828,0.1846,0.1717,0.1814,,,,,,,,,,,,,,6639351253.0,49161100.0,6840272985.03
2017-09-18,0.1814,0.1946,0.1814,0.1933,,,,,,,,,,,,,,7124055758.0,88397904.0,7276434186.45
2017-09-19,0.1933,0.1945,0.1831,0.1848,,,,,,,,,,,,,,7051662585.0,54046100.0,7056839003.99
2017-09-20,0.1848,0.1886,0.1808,0.1817,,,,,,,,,,,,,,7067882030.0,34521600.0,6981570042.37
2017-09-21,0.1817,0.1831,0.1703,0.171,,,,,,,,,,,,,,6914084880.0,43583200.0,6585708218.77
2017-09-22,0.171,0.177,0.1675,0.1728,,,,,,,,,,,,,,6644335953.0,37244700.0,6653040005.12
2017-09-23,0.1728,0.1803,0.1701,0.1791,,,,,,,,,,,,,,6718492943.0,32476700.0,6820679281.83
2017-09-24,0.1791,0.1799,0.1733,0.1757,,,,,,,,,,,,,,6718071160.0,20566500.0,6740348933.09
2017-09-25,0.1757,0.1869,0.1748,0.1846,,,,,,,,,,,,,,6796752724.0,35622600.0,6958908831.82
2017-09-26,0.1846,0.194,0.1809,0.1892,,,,,,,,,,,,,,6994491917.0,70000704.0,7136517507.42
2017-09-27,0.1892,0.2146,0.1874,0.2099,,,,,,,,,,,,,,7413283358.0,249934000.0,7795264710.97
2017-09-28,0.2099,0.2102,0.1968,0.2023,,,,,,,,,,,,,,7643959910.0,117962000.0,7520416052.35
2017-09-29,0.2023,0.2025,0.188,0.1967,,,,,,,,,,,,,,7366887309.0,72291200.0,7423597851.6
2017-09-30,0.1967,0.2051,0.1955,0.1999,,,,,,,,,,,,,,7575746216.0,54729300.0,7574020743.31
2017-10-01,0.1999,0.2085,0.1965,0.2083,,,,,,,,,,,,,,7582916514.0,51345500.0,7919230351.78
2017-10-02,0.2083,0.2092,0.2001,0.2031,,,,,,,,,,,,,,7808685055.0,77412304.0,7771376497.48
2017-10-03,0.2031,0.2062,0.198,0.2033,,,,,,,,,,,,,,7717618431.0,48703100.0,7795993243.97
2017-10-04,0.2033,0.217,0.2012,0.2135,,,,,,,,,,,,,,7816583887.0,123573000.0,8235260296.58
2017-10-05,0.2135,0.2442,0.2134,0.238,,,,,,,,,,,,,,8504088972.0,404299008.0,9088104027.74
2017-10-06,0.238,0.2444,0.2332,0.2334,,,,,,,,,,,,,,9141516999.0,167492000.0,9033236633.32
2017-10-07,0.2334,0.2411,0.2324,0.2397,,,,,,,,,,,,,,9095648212.0,77950200.0,9209664171.69
2017-10-08,0.2397,0.2811,0.2385,0.2799,,,,,,,,,,,,,,9336532979.0,529838016.0,10805038459.7
2017-10-09,0.2799,0.2802,0.234,0.2501,,,,,,,,,,,,,,10277261133.0,610110016.0,9719725409.81
2017-10-10,0.2501,0.2666,0.2406,0.2582,,,,,,,,,,,,,,9668602477.0,384048992.0,10064411506.9
2017-10-11,0.2582,0.2656,0.2553,0.2632,,,,,,,,,,,,,,10229891642.0,161206000.0,10207464779.9
2017-10-12,0.2632,0.2652,0.2461,0.2464,,,,,,,,,,,,,,10058968843.0,245004000.0,9588892545.51
2017-10-13,0.2464,0.2651,0.233,0.2602,,,,,,,,,,,,,,9613288030.0,398688992.0,10037042042.3
2017-10-14,0.2602,0.2685,0.2542,0.2556,,,,,,,,,,,,,,10207312912.0,211160000.0,9914935595.41
2017-10-15,0.2556,0.2691,0.2482,0.2652,,,,,,,,,,,,,,9937283887.0,280211008.0,10171671239.2
2017-10-16,0.2652,0.2977,0.2523,0.2579,,,,,,,,,,,,,,10457844978.0,963158016.0,9873013281.06
2017-10-17,0.2579,0.2654,0.214,0.2295,,,,,,,,,,,,,,9929307859.0,411264992.0,8941783048.4
2017-10-18,0.2295,0.2344,0.2016,0.217,,,,,,,,,,,,,,8631450033.0,354224992.0,8419911885.24
2017-10-19,0.217,0.232,0.2064,0.2139,,,,,,,,,,,,,,8208604925.0,304542016.0,8290060599.07
2017-10-20,0.2141,0.2234,0.2056,0.2082,,,,,,,,,,,,,,8326280245.0,182704000.0,8112776988.49
2017-10-21,0.2081,0.2107,0.1971,0.2097,,,,,,,,,,,,,,7915071662.0,116807000.0,8130771217.16
2017-10-22,0.2097,0.2114,0.1954,0.2014,,,,,,,,,,,,,,7871531023.0,75849504.0,7867254022.48
2017-10-23,0.2015,0.202,0.1845,0.1917,,,,,,,,,,,,,,7523282974.0,99914800.0,7587938896.83
2017-10-24,0.1917,0.2169,0.183,0.2038,,,,,,,,,,,,,,7993560407.0,220080992.0,7962311329.0
2017-10-25,0.2038,0.2047,0.1961,0.2023,,,,,,,,,,,,,,7950443615.0,75017504.0,7883706989.6
2017-10-26,0.2023,0.2046,0.1999,0.2019,,,,,,,,,,,,,,7904552552.0,38193100.0,7846100207.61
2017-10-27,0.2019,0.2027,0.198,0.2001,,,,,,,,,,,,,,7835889349.0,29623000.0,7813618120.3
2017-10-28,0.2001,0.2008,0.1974,0.1982,,,,,,,,,,,,,,7833230673.0,26864900.0,7777013158.32
2017-10-29,0.1981,0.2053,0.1966,0.2015,,,,,,,,,,,,,,7771349022.0,62511100.0,7813618120.3
2017-10-30,0.2015,0.2044,0.2001,0.2024,,,,,,,,,,,,,,7835773755.0,34835100.0,7810766786.42
2017-10-31,0.2024,0.2034,0.1975,0.1975,,,,,,,,,,,,,,7817163021.0,43875700.0,7727808383.12
2017-11-01,0.1975,0.2006,0.1896,0.1903,,,,,,,,,,,,,,7740562322.0,67921000.0,7479896461.69
2017-11-02,0.191,0.2065,0.1755,0.2003,,,,,,,,,,,,,,7229672647.0,197770000.0,7932141134.02
2017-11-03,0.2003,0.2263,0.1961,0.2059,,,,,,,,,,,,,,7983619270.0,373401984.0,8019684790.45
2017-11-04,0.2059,0.2061,0.2001,0.2015,,,,,,,,,,,,,,7894457288.0,74013200.0,7850801055.36
2017-11-05,0.2014,0.2033,0.1984,0.1997,,,,,,,,,,,,,,7845984612.0,46959000.0,7785490096.88
2017-11-06,0.1997,0.2067,0.1981,0.2013,,,,,,,,,,,,,,7807337479.0,102233000.0,7937111702.54
2017-11-07,0.2013,0.2065,0.1993,0.2055,,,,,,,,,,,,,,7959575589.0,114073000.0,8105263338.4
2017-11-08,0.2055,0.2235,0.2031,0.2167,,,,,,,,,,,,,,8111505447.0,156959008.0,8378182228.58
2017-11-09,0.2167,0.2218,0.2126,0.2154,,,,,,,,,,,,,,8465533227.0,147916992.0,8380147337.07
2017-11-10,0.2154,0.2185,0.1988,0.2033,,,,,,,,,,,,,,8344582726.0,141032992.0,7956107751.23
2017-11-11,0.2033,0.2147,0.2016,0.2092,,,,,,,,,,,,,,8131965694.0,134503008.0,8108191735.36
2017-11-12,0.2092,0.2094,0.1861,0.1915,,,,,,,,,,,,,,7566322703.0,251175008.0,7603775359.33
2017-11-13,0.1915,0.2001,0.1906,0.2001,,,,,,,,,,,,,,7757824451.0,132567000.0,7857514002.15
2017-11-14,0.2001,0.2103,0.1995,0.205,,,,,,,,,,,,,,8000302754.0,127361000.0,8104043783.99
2017-11-15,0.205,0.2101,0.2037,0.2083,,,,,,,,,,,,,,8168080503.0,100294000.0,8224976686.5
2017-11-16,0.2083,0.2809,0.2058,0.2269,,,,,,,,,,,,,,8157579739.0,1022579968.0,8771529237.69
2017-11-17,0.227,0.2376,0.2174,0.2239,,,,,,,,,,,,,,8799067360.0,397071008.0,8751213596.25
2017-11-18,0.2239,0.2293,0.2191,0.2275,,,,,,,,,,,,,,8770100190.0,144298000.0,8830236034.22
2017-11-19,0.2275,0.237,0.2231,0.2321,,,,,,,,,,,,,,8759478895.0,193808000.0,8922506124.31
2017-11-20,0.2322,0.2462,0.2315,0.2406,,,,,,,,,,,,,,9100480412.0,214663008.0,9221563180.62
2017-11-21,0.2409,0.2444,0.2292,0.2318,,,,,,,,,,,,,,9130335908.0,217851008.0,9009595603.64
2017-11-22,0.2321,0.2417,0.2317,0.2385,,,,,,,,,,,,,,9115962988.0,167078000.0,9225420203.5
2017-11-23,0.2385,0.2503,0.2357,0.24,,,,,,,,,,,,,,9234651069.0,240684992.0,9362261033.37
2017-11-24,0.24,0.2443,0.2312,0.241,,,,,,,,,,,,,,9219588150.0,211486000.0,9448776263.09
2017-11-25,0.241,0.2531,0.2394,0.2488,,,,,,,,,,,,,,9507096797.0,212592992.0,9748142131.64
2017-11-26,0.2489,0.2492,0.2412,0.245,,,,,,,,,,,,,,9690941660.0,133297000.0,9610065369.92
2017-11-27,0.2445,0.2497,0.2403,0.247,,,,,,,,,,,,,,9771586213.0,196735008.0,9807389614.85
2017-11-28,0.247,0.2806,0.2467,0.2795,,,,,,,,,,,,,,10335711859.0,720742976.0,11554108929.2
2017-11-29,0.2796,0.2797,0.2128,0.2353,,,,,,,,,,,,,,10847580760.0,541177984.0,9387829373.58
2017-11-30,0.2356,0.2468,0.22,0.2356,,,,,,,,,,,,,,9653863704.0,270907008.0,9689628482.97
2017-12-01,0.2369,0.2511,0.2259,0.2473,,,,,,,,,,,,,,9418843538.0,182992000.0,9875829341.22
2017-12-02,0.2473,0.2494,0.2403,0.2441,,,,,,,,,,,,,,9968408361.0,118250000.0,9867834407.05
2017-12-03,0.2441,0.2586,0.2354,0.2449,,,,,,,,,,,,,,9907191111.0,134710000.0,9754514905.26
2017-12-04,0.2449,0.2486,0.2354,0.2462,,,,,,,,,,,,,,9842188821.0,104650000.0,9814930419.61
2017-12-05,0.2462,0.2469,0.2305,0.2337,,,,,,,,,,,,,,9708834989.0,174591008.0,9533742325.86
2017-12-06,0.2337,0.234,0.2099,0.2182,,,,,,,,,,,,,,9394939969.0,274526016.0,9008555736.97
2017-12-07,0.2182,0.2197,0.2009,0.2035,,,,,,,,,,,,,,8819315013.0,275204992.0,8631972508.34
2017-12-08,0.2037,0.253,0.2005,0.2337,,,,,,,,,,,,,,9715273959.0,660172032.0,9767106894.55
2017-12-09,0.2337,0.2446,0.2295,0.2353,,,,,,,,,,,,,,9730769576.0,205288992.0,9479778657.22
2017-12-10,0.2353,0.2366,0.2223,0.2271,,,,,,,,,,,,,,9024671183.0,198174000.0,9194077463.97
2017-12-11,0.2271,0.247,0.227,0.2451,,,,,,,,,,,,,,9455682909.0,176100992.0,9750294105.69
2017-12-12,0.2451,0.4369,0.2442,0.3555,,,,,,,,,,,,,,10370159162.0,1555040000.0,14470658905.3
2017-12-13,0.3555,0.5006,0.3388,0.4584,,,,,,,,,,,,,,18479308135.0,2738759936.0,18248577789.1
2017-12-14,0.4582,0.8809,0.4527,0.8507,,,,,,,,,,,,,,21483412601.0,6358700032.0,33480809542.9
2017-12-15,0.8507,0.8523,0.6183,0.7377,,,,,,,,,,,,,,30430179364.0,3194210048.0,29293805289.5
2017-12-16,0.7375,0.8122,0.7177,0.7397,,,,,,,,,,,,,,29668257863.0,1334770048.0,29389142325.0
2017-12-17,0.7397,0.7524,0.7016,0.7114,,,,,,,,,,,,,,29223183828.0,805200000.0,28216275975.6
2017-12-18,0.7118,0.7912,0.6651,0.7558,,,,,,,,,,,,,,29103712305.0,1342720000.0,30154821522.9
2017-12-19,0.7558,0.8402,0.7019,0.7344,,,,,,,,,,,,,,32400219836.0,1449670016.0,30652619534.2
2017-12-20,0.7344,0.7426,0.6568,0.7144,,,,,,,,,,,,,,29758132679.0,1007420032.0,30060181792.1
2017-12-21,0.7144,1.13,0.7128,1.12,,,,,,,,,,,,,,38762388333.0,3626109952.0,46218124151.2
2017-12-22,1.12,1.24,0.6203,1.0,,,,,,,,,,,,,,42284163991.0,4644700160.0,44095993796.4
2017-12-23,1.0,1.07,0.9263,1.01,,,,,,,,,,,,,,44037885079.0,1497590016.0,45492927359.6
2017-12-24,1.01,1.01,0.8253,0.9782,,,,,,,,,,,,,,42391858814.0,754958976.0,40441730263.0
2017-12-25,0.9782,1.02,0.9236,0.9805,,,,,,,,,,,,,,40729562109.0,686014016.0,43477717044.7
2017-12-26,0.9805,1.09,0.9712,1.07,,,,,,,,,,,,,,43618727531.0,938846976.0,46079825404.1
2017-12-27,1.07,1.28,1.07,1.21,,,,,,,,,,,,,,48765610316.0,2854259968.0,54220856693.7
2017-12-28,1.21,1.31,1.1,1.26,,,,,,,,,,,,,,52348206431.0,2843300096.0,55431067578.7
2017-12-29,1.26,1.97,1.25,1.93,,,,,,,,,,,,,,62191048354.0,7545739776.0,85791710178.2
2017-12-30,1.93,2.44,1.77,1.86,,,,,,,,,,,,,,96786654268.0,8108389888.0,83638588507.6
2017-12-31,1.86,2.09,1.61,1.98,,,,,,,,,,,,,,85587167493.0,4642079744.0,89122114460.7
2018-01-01,1.98,2.09,1.81,2.05,,,,,,,,,,,,,,87787550920.0,1894230016.0,92626457503.5
2018-01-02,2.05,2.21,1.89,2.19,,,,,,,,,,,,,,90668581122.0,3171010048.0,96107944450.9
2018-01-03,2.19,2.85,2.15,2.73,,,,,,,,,,,,,,106451683516.0,6635879936.0,120299378234.0
2018-01-04,2.73,3.29,2.58,2.73,,,,,,,,,,,,,,141363013461.0,8103660032.0,123834712592.0
2018-01-05,2.73,3.05,2.24,2.51,,,,,,,,,,,,,,128715070060.0,6288500224.0,118104418286.0
2018-01-06,2.51,2.85,2.46,2.65,,,,,,,,,,,,,,119207709131.0,2777560064.0,119857751982.0
2018-01-07,2.65,2.82,2.58,2.78,,,,,,,,,,,,,,125247529204.0,2395150080.0,130853470856.0
2018-01-08,2.78,2.78,1.93,2.41,,,,,,,,,,,,,,99609963145.0,3315259904.0,95151474964.6
