TIMESTAMP,OSK20828_OPEN_PRICE_USD,OSK20828_HIGH_PRICE_USD,OSK20828_LOW_PRICE_USD,OSK20828_CLOSE_PRICE_USD,OSK20828_VOLUME_USD,OSK20828_DIVIDENDS_USD,OSK20828_STOCK_SPLITS_USD
2022-07-02 00:00:00+00:00,27.11190414428711,29.968368530273438,25.36000633239746,26.534269332885742,21004991,0.0,0.0
2022-07-03 00:00:00+00:00,26.559358596801758,26.952363967895508,22.120254516601562,23.579660415649414,15846843,0.0,0.0
2022-07-04 00:00:00+00:00,23.575674057006836,25.751182556152344,20.02189826965332,21.878074645996094,20346024,0.0,0.0
2022-07-05 00:00:00+00:00,21.842140197753906,21.914918899536133,20.66077995300293,21.238813400268555,16442959,0.0,0.0
2022-07-06 00:00:00+00:00,21.230693817138672,25.165542602539062,20.33233642578125,24.901765823364258,22261984,0.0,0.0
2022-07-07 00:00:00+00:00,24.94746208190918,24.948217391967773,22.654977798461914,23.73027229309082,13736831,0.0,0.0
2022-07-08 00:00:00+00:00,23.71752166748047,25.787647247314453,23.320472717285156,25.305280685424805,12721875,0.0,0.0
2022-07-09 00:00:00+00:00,25.280954360961914,30.061843872070312,25.27511978149414,29.77164077758789,18844675,0.0,0.0
2022-07-10 00:00:00+00:00,29.77057647705078,29.9420108795166,28.251073837280273,29.1164608001709,14060254,0.0,0.0
2022-07-11 00:00:00+00:00,29.120893478393555,29.554105758666992,24.550451278686523,28.718467712402344,29671590,0.0,0.0
2022-07-12 00:00:00+00:00,28.79802131652832,29.36792755126953,25.787368774414062,25.787368774414062,10370906,0.0,0.0
2022-07-13 00:00:00+00:00,25.686466217041016,26.64742660522461,24.10991859436035,25.451723098754883,10470932,0.0,0.0
2022-07-14 00:00:00+00:00,25.42198944091797,25.42198944091797,23.168977737426758,24.20453643798828,13448670,0.0,0.0
2022-07-15 00:00:00+00:00,24.193092346191406,24.642091751098633,21.661239624023438,23.04511070251465,13133121,0.0,0.0
2022-07-16 00:00:00+00:00,22.984355926513672,25.7738037109375,19.41109848022461,20.016765594482422,35736006,0.0,0.0
2022-07-17 00:00:00+00:00,19.9937744140625,21.10637664794922,15.589130401611328,20.78227424621582,74203444,0.0,0.0
2022-07-18 00:00:00+00:00,20.843524932861328,22.970033645629883,14.961671829223633,16.190216064453125,51479903,0.0,0.0
