TIMESTAMP,MOON30191_OPEN_PRICE_USD,MOON30191_HIGH_PRICE_USD,MOON30191_LOW_PRICE_USD,MOON30191_CLOSE_PRICE_USD,MOON30191_VOLUME_USD,MOON30191_DIVIDENDS_USD,MOON30191_STOCK_SPLITS_USD
2024-03-29 00:00:00+00:00,,,,0.0,472241,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,453734,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,450348,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,433308,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,504181,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,497280,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,1183817,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,1418695,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,1454756,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,891567,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,546577,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,283273,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,613900,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,621407,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,612616,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,648079,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,658770,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,596194,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,489722,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,211106,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,172789,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,212703,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,206866,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,200918,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,193535,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,193368,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,204475,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,187097,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,186824,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,203906,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,237698,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,218617,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,181483,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,121251,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,224219,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,174124,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,149289,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,35621,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,35427,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,38284,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,32488,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,4965,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,36368,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,34158,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,32218,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,43078,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,17347,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,2018,0.0,0.0
