,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.624241832041971,0.7900897620156656,0.7879386900869718,0.4015412945632861,184430093.04466394,13580.504152816417,13543.53033333333,0.37988323225855714,-32.59092615819635
1,0.08100856980718246,0.28462004463351215,0.25334321286528794,0.13878728266377474,23933699.201670747,4892.208008831059,4354.60460685484,0.13078810147001285,-1.5018979825110783
2,0.5714679922147888,0.7559550199679799,0.7494250750089582,0.29314483721173096,168838248.5169125,12993.777299804415,12881.536925403228,0.2808477814427798,-15.411439167421204
3,0.03202027681962281,0.1789421046585258,0.16794377634710014,0.06741930648104749,9460274.95189589,3075.7559968072715,2886.710463541666,0.06452269708429845,0.00782896005356526
4,0.18436498547497301,0.4293774394107974,0.42443248185175125,0.12975270281013823,54470029.13368411,7380.381367767123,7295.384697580646,0.12544743045234105,-1.2035995212403594
5,0.1989553237827969,0.44604408277971463,0.43870078199762796,0.15738217378763764,89361897.14371529,9453.14218361891,9297.513390625001,0.15242649143376188,-5.924316852497204
6,0.04151099705927766,0.20374247730720677,0.2003395512017014,0.16321309141566379,62070101.48914684,7878.458065455882,7746.871300403226,0.15686720754178327,-7.735187746643874
7,0.049523487550542165,0.22253873269734903,0.2216989184399838,0.22023291491105731,74050957.96088012,8605.286628630107,8572.81209173387,0.20983786226691603,-5.349915533301807
8,0.019929726974091344,0.14117268494326848,0.1403315978943073,0.20214304915760667,61376301.03320653,7834.302842832062,7787.627176339286,0.1925387824163644,-8.830923832743135
9,0.0020262319588244073,0.045013686350091425,0.03924979274532396,0.05985129552729456,7119046.586359889,2668.1541534101602,2326.503568548387,0.05702977236211878,0.14945132824376928
10,0.005680432002305067,0.07536864070888546,0.07123796458570858,0.11388635592427646,21597368.44200265,4647.296896261594,4392.595484374999,0.10848930655551149,-2.4539399794115235
11,0.01611647615976313,0.12695068396729153,0.1250084285741103,0.265868834153897,61275886.42318875,7827.891569457816,7708.130362903225,0.24928458427072728,-4.391214651965339
Mean,0.1522371943205116,0.30831794662002404,0.301637522633236,0.1844352615506176,68165325.32727729,7569.763263807735,7399.485033470141,0.1756636041295977,-7.103006761469547
