TIMESTAMP,UR_OPEN_PRICE_USD,UR_HIGH_PRICE_USD,UR_LOW_PRICE_USD,UR_CLOSE_PRICE_USD,UR_VOLUME_USD,UR_DIVIDENDS_USD,UR_STOCK_SPLITS_USD
2025-05-13 00:00:00+00:00,0.11097600311040878,0.11112400144338608,0.10996899753808975,0.1110140010714531,0,0.0,0.0
2025-05-14 00:00:00+00:00,0.1110140010714531,0.11125600337982178,0.10865399986505508,0.10950999706983566,0,0.0,0.0
2025-05-15 00:00:00+00:00,0.10950999706983566,0.10961399972438812,0.10829000174999237,0.10904499888420105,0,0.0,0.0
2025-05-16 00:00:00+00:00,0.10904499888420105,0.10970400273799896,0.10856299847364426,0.10914500057697296,0,0.0,0.0
2025-05-17 00:00:00+00:00,0.10914500057697296,0.1205189973115921,0.09482000023126602,0.11673100292682648,0,0.0,0.0
2025-05-18 00:00:00+00:00,0.11673100292682648,0.14730699360370636,0.08381199836730957,0.11378999799489975,716,0.0,0.0
2025-05-19 00:00:00+00:00,0.11378999799489975,0.12447299808263779,0.09704600274562836,0.12379500269889832,597,0.0,0.0
2025-05-20 00:00:00+00:00,0.12379500269889832,0.12379500269889832,0.08790399879217148,0.09473399817943573,831,0.0,0.0
2025-05-21 00:00:00+00:00,0.09473399817943573,0.1414629966020584,0.0936800017952919,0.0981379970908165,2223,0.0,0.0
2025-05-22 00:00:00+00:00,0.0981379970908165,0.14306999742984772,0.09121499955654144,0.10703500360250473,1667,0.0,0.0
2025-05-23 00:00:00+00:00,0.10703500360250473,0.10927499830722809,0.09801699966192245,0.09801699966192245,75,0.0,0.0
2025-05-24 00:00:00+00:00,0.09801699966192245,0.1110370010137558,0.07319200038909912,0.0881429985165596,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.0881429985165596,0.10168799757957458,0.08547700196504593,0.10154499858617783,413,0.0,0.0
2025-05-26 00:00:00+00:00,0.10154499858617783,0.10218899697065353,0.10137200355529785,0.1018730029463768,1,0.0,0.0
2025-05-27 00:00:00+00:00,0.1018730029463768,0.10502400249242783,0.08875499665737152,0.08875499665737152,116,0.0,0.0
2025-05-28 00:00:00+00:00,0.08875499665737152,0.08900199830532074,0.08791600167751312,0.08895999938249588,10,0.0,0.0
2025-05-29 00:00:00+00:00,0.08895999938249588,0.09159299731254578,0.07979299873113632,0.07979299873113632,238,0.0,0.0
2025-05-30 00:00:00+00:00,0.07979299873113632,0.07979299873113632,0.0633229985833168,0.06790699809789658,293,0.0,0.0
2025-05-31 00:00:00+00:00,0.06790699809789658,0.06790699809789658,0.06278499960899353,0.06662499904632568,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.06662523746490479,0.06662523746490479,0.06441543996334076,0.06472524255514145,34,0.0,0.0
