TIMESTAMP,NSFW_OPEN_PRICE_USD,NSFW_HIGH_PRICE_USD,NSFW_LOW_PRICE_USD,NSFW_CLOSE_PRICE_USD,NSFW_VOLUME_USD,NSFW_DIVIDENDS_USD,NSFW_STOCK_SPLITS_USD
2021-05-20 00:00:00+00:00,4.70000013592653e-05,5.6000000768108293e-05,4.70000013592653e-05,4.999999873689376e-05,4,0.0,0.0
2021-05-21 00:00:00+00:00,4.999999873689376e-05,5.2999999752501026e-05,3.7999998312443495e-05,4.199999966658652e-05,3,0.0,0.0
2021-05-22 00:00:00+00:00,4.199999966658652e-05,0.00020599999697878957,3.7000001611886546e-05,0.00012700000661425292,0,0.0,0.0
2021-05-23 00:00:00+00:00,0.00012599999899975955,0.0001720000000204891,8.800000068731606e-05,0.00015199999324977398,955258,0.0,0.0
2021-05-24 00:00:00+00:00,0.00015100000018719584,0.00017699999443721026,0.00010699999984353781,0.00014000000373926014,837750,0.0,0.0
2021-05-25 00:00:00+00:00,0.00013899999612476677,0.00017899999511428177,0.00011000000085914508,0.0001720000000204891,674220,0.0,0.0
2021-05-26 00:00:00+00:00,0.0001720000000204891,0.00021399999968707561,0.00013000000035390258,0.00016900000628083944,553507,0.0,0.0
2021-05-27 00:00:00+00:00,0.00016900000628083944,0.00016900000628083944,0.00011300000187475234,0.00013099999341648072,405216,0.0,0.0
2021-05-28 00:00:00+00:00,0.00013099999341648072,0.00013099999341648072,6.900000153109431e-05,8.399999933317304e-05,347067,0.0,0.0
2021-05-29 00:00:00+00:00,8.399999933317304e-05,0.00010299999848939478,6.800000119255856e-05,7.500000356230885e-05,292660,0.0,0.0
2021-05-30 00:00:00+00:00,7.500000356230885e-05,0.00013299999409355223,7.200000254670158e-05,7.200000254670158e-05,215444,0.0,0.0
2021-05-31 00:00:00+00:00,7.200000254670158e-05,7.79999973019585e-05,9.999999974752427e-07,9.999999974752427e-07,8322,0.0,0.0
2021-06-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,0,0.0,0.0
2021-06-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,0,0.0,0.0
2021-06-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,0,0.0,0.0
2021-06-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,0,0.0,0.0
2021-06-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,0,0.0,0.0
2021-06-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,0,0.0,0.0
2021-06-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,0,0.0,0.0
2021-06-08 00:00:00+00:00,9.999999974752427e-07,0.00017899999511428177,0.0,0.00017299999308306724,858220,0.0,0.0
2021-06-09 00:00:00+00:00,0.00017299999308306724,0.00017499999376013875,0.00010699999984353781,0.00014699999883305281,1008246,0.0,0.0
2021-06-10 00:00:00+00:00,0.00014699999883305281,0.00024500000290572643,0.0001449999981559813,0.0001939999929163605,1277284,0.0,0.0
2021-06-11 00:00:00+00:00,0.0001939999929163605,0.00019700000120792538,0.00014400000509340316,0.00014600000577047467,871598,0.0,0.0
2021-06-12 00:00:00+00:00,0.00014600000577047467,0.0001500000071246177,0.00013499999477062374,0.00013600000238511711,329148,0.0,0.0
2021-06-13 00:00:00+00:00,0.00013600000238511711,0.00013600000238511711,0.00011700000322889537,0.00013499999477062374,265824,0.0,0.0
2021-06-14 00:00:00+00:00,0.00013499999477062374,0.00014800000644754618,0.00013099999341648072,0.00013499999477062374,151555,0.0,0.0
2021-06-15 00:00:00+00:00,0.00014400000509340316,0.00014600000577047467,0.00012199999764561653,0.00014000000373926014,126609,0.0,0.0
2021-06-16 00:00:00+00:00,0.0001230000052601099,0.0001230000052601099,0.00010900000052060932,0.00011000000085914508,148000,0.0,0.0
2021-06-17 00:00:00+00:00,0.00011000000085914508,0.00011200000153621659,8.099999831756577e-05,8.70000003487803e-05,195013,0.0,0.0
