TIMESTAMP,PACOCA_OPEN_PRICE_USD,PACOCA_HIGH_PRICE_USD,PACOCA_LOW_PRICE_USD,PACOCA_CLOSE_PRICE_USD,PACOCA_VOLUME_USD,PACOCA_DIVIDENDS_USD,PACOCA_STOCK_SPLITS_USD
2021-06-23 00:00:00+00:00,0.1046840026974678,0.10813400149345398,0.10391700267791748,0.10795000195503235,142691,0.0,0.0
2021-06-24 00:00:00+00:00,0.10800699889659882,0.13357199728488922,0.10506200045347214,0.12905700504779816,182399,0.0,0.0
2021-06-25 00:00:00+00:00,0.1289830058813095,0.14458799362182617,0.11759799718856812,0.12491799890995026,523054,0.0,0.0
2021-06-26 00:00:00+00:00,0.12460099905729294,0.13394199311733246,0.11546599864959717,0.1339299976825714,343482,0.0,0.0
2021-06-27 00:00:00+00:00,0.1344120055437088,0.1454630047082901,0.13194400072097778,0.14506100118160248,219937,0.0,0.0
2021-06-28 00:00:00+00:00,0.14521600306034088,0.14754800498485565,0.13637900352478027,0.13687600195407867,173428,0.0,0.0
2021-06-29 00:00:00+00:00,0.1368499994277954,0.15803900361061096,0.13681399822235107,0.15208299458026886,270738,0.0,0.0
2021-06-30 00:00:00+00:00,0.15128199756145477,0.15401099622249603,0.13446199893951416,0.14443400502204895,257028,0.0,0.0
2021-07-01 00:00:00+00:00,0.14435799419879913,0.1446409970521927,0.1275160014629364,0.12870199978351593,121742,0.0,0.0
2021-07-02 00:00:00+00:00,0.128929004073143,0.13018299639225006,0.1220569983124733,0.12662899494171143,76763,0.0,0.0
2021-07-03 00:00:00+00:00,0.12647999823093414,0.12799300253391266,0.1223440021276474,0.1231279969215393,69145,0.0,0.0
2021-07-04 00:00:00+00:00,0.12314999848604202,0.12888500094413757,0.12100499868392944,0.12402799725532532,72093,0.0,0.0
2021-07-05 00:00:00+00:00,0.12403299659490585,0.12476000189781189,0.1168849989771843,0.11812199652194977,80667,0.0,0.0
2021-07-06 00:00:00+00:00,0.11786700040102005,0.1278569996356964,0.11647500097751617,0.1266700029373169,176508,0.0,0.0
2021-07-07 00:00:00+00:00,0.126677006483078,0.12889300286769867,0.10932499915361404,0.1100739985704422,162284,0.0,0.0
2021-07-08 00:00:00+00:00,0.11013399809598923,0.1102219969034195,0.09279199689626694,0.09500599652528763,94161,0.0,0.0
2021-07-09 00:00:00+00:00,0.09504599869251251,0.0975240021944046,0.09116499871015549,0.09423399716615677,59389,0.0,0.0
2021-07-10 00:00:00+00:00,0.09409300237894058,0.09549900144338608,0.0851140022277832,0.0866980031132698,36067,0.0,0.0
2021-07-11 00:00:00+00:00,0.08681199699640274,0.08851300179958344,0.0814329981803894,0.08388499915599823,32683,0.0,0.0
2021-07-12 00:00:00+00:00,0.08391699939966202,0.08688200265169144,0.05655200034379959,0.05773799866437912,58445,0.0,0.0
2021-07-13 00:00:00+00:00,0.05770999938249588,0.06116800010204315,0.057381998747587204,0.06068100035190582,65186,0.0,0.0
2021-07-14 00:00:00+00:00,0.06063099950551987,0.06082800030708313,0.056248001754283905,0.0586090013384819,26338,0.0,0.0
2021-07-15 00:00:00+00:00,0.05866700038313866,0.06004000082612038,0.04956600069999695,0.04978400096297264,35380,0.0,0.0
2021-07-16 00:00:00+00:00,0.04983900114893913,0.050992000848054886,0.03682800009846687,0.0368489995598793,35964,0.0,0.0
2021-07-17 00:00:00+00:00,0.03687800094485283,0.03724199905991554,0.02945699915289879,0.03073200024664402,20034,0.0,0.0
2021-07-18 00:00:00+00:00,0.030729999765753746,0.03311900049448013,0.027665000408887863,0.027821000665426254,17075,0.0,0.0
2021-07-19 00:00:00+00:00,0.027807999402284622,0.02869500033557415,0.026931000873446465,0.02821199968457222,13989,0.0,0.0
2021-07-20 00:00:00+00:00,0.02822900004684925,0.02878599986433983,0.025380000472068787,0.027036000043153763,9184,0.0,0.0
2021-07-21 00:00:00+00:00,0.02701999992132187,0.03365100175142288,0.026776999235153198,0.033612001687288284,27103,0.0,0.0
2021-07-22 00:00:00+00:00,0.033626001328229904,0.043657999485731125,0.033479999750852585,0.04034600034356117,45513,0.0,0.0
2021-07-23 00:00:00+00:00,0.04031600058078766,0.04226300120353699,0.039896998554468155,0.041873998939991,33718,0.0,0.0
2021-07-24 00:00:00+00:00,0.04201599955558777,0.056457001715898514,0.04157799854874611,0.053739000111818314,37419,0.0,0.0
2021-07-25 00:00:00+00:00,0.05378499999642372,0.06892800331115723,0.05292399972677231,0.06889300048351288,59790,0.0,0.0
2021-07-26 00:00:00+00:00,0.0689459964632988,0.07428699731826782,0.05240799859166145,0.052615001797676086,55154,0.0,0.0
2021-07-27 00:00:00+00:00,0.052570000290870667,0.06485500186681747,0.05228700116276741,0.06299100071191788,68417,0.0,0.0
2021-07-28 00:00:00+00:00,0.06299299746751785,0.06299299746751785,0.05461699888110161,0.05501699820160866,48209,0.0,0.0
2021-07-29 00:00:00+00:00,0.054965000599622726,0.0552700012922287,0.051288001239299774,0.05252699926495552,28883,0.0,0.0
2021-07-30 00:00:00+00:00,0.05251799896359444,0.053272999823093414,0.04329099878668785,0.0474420003592968,24967,0.0,0.0
2021-07-31 00:00:00+00:00,0.047485001385211945,0.055727001279592514,0.04704200103878975,0.054269999265670776,42804,0.0,0.0
2021-08-01 00:00:00+00:00,0.054221998900175095,0.05527399852871895,0.046925000846385956,0.04748300090432167,34587,0.0,0.0
2021-08-02 00:00:00+00:00,0.04737100005149841,0.04797599837183952,0.04418100044131279,0.04430200159549713,19075,0.0,0.0
2021-08-03 00:00:00+00:00,0.044360000640153885,0.045003000646829605,0.04183100163936615,0.04250200092792511,14236,0.0,0.0
2021-08-04 00:00:00+00:00,0.042539000511169434,0.04301900044083595,0.038694001734256744,0.0389150008559227,24650,0.0,0.0
