TIMESTAMP,KENKA_OPEN_PRICE_USD,KENKA_HIGH_PRICE_USD,KENKA_LOW_PRICE_USD,KENKA_CLOSE_PRICE_USD,KENKA_VOLUME_USD,KENKA_DIVIDENDS_USD,KENKA_STOCK_SPLITS_USD
2022-07-29 00:00:00+00:00,0.00025099999038502574,0.0003229999856557697,0.00023799999326001853,0.0002640000020619482,262574,0.0,0.0
2022-07-30 00:00:00+00:00,0.0002640000020619482,0.0002640000020619482,0.00021899999410379678,0.0002300000051036477,251046,0.0,0.0
2022-07-31 00:00:00+00:00,0.0002300000051036477,0.00025099999038502574,0.00019700000120792538,0.00019999999494757503,138217,0.0,0.0
2022-08-01 00:00:00+00:00,0.00019999999494757503,0.00020300000323913991,0.00016500000492669642,0.0001720000000204891,110214,0.0,0.0
2022-08-02 00:00:00+00:00,0.0001720000000204891,0.000195999993593432,0.00015199999324977398,0.00017600000137463212,27782,0.0,0.0
2022-08-03 00:00:00+00:00,0.00017600000137463212,0.00023600000713486224,0.00016399999731220305,0.00018400000408291817,53888,0.0,0.0
2022-08-04 00:00:00+00:00,0.00018400000408291817,0.0003060000017285347,0.00018000000272877514,0.00024300000222865492,132158,0.0,0.0
2022-08-05 00:00:00+00:00,0.00024300000222865492,0.0003800000122282654,0.00022600000374950469,0.0003100000030826777,278261,0.0,0.0
2022-08-06 00:00:00+00:00,0.0003100000030826777,0.00035099999513477087,0.0002119999990100041,0.00021899999410379678,70424,0.0,0.0
2022-08-07 00:00:00+00:00,0.00021899999410379678,0.00024399999529123306,0.00017299999308306724,0.00020700000459328294,43800,0.0,0.0
2022-08-08 00:00:00+00:00,0.00020700000459328294,0.00020799999765586108,0.00016999999934341758,0.0001740000006975606,40492,0.0,0.0
2022-08-09 00:00:00+00:00,0.0001740000006975606,0.00021399999968707561,0.0001720000000204891,0.00019099999917671084,23320,0.0,0.0
2022-08-10 00:00:00+00:00,0.00019099999917671084,0.00019099999917671084,0.00016799999866634607,0.00017299999308306724,12198,0.0,0.0
2022-08-11 00:00:00+00:00,0.00017299999308306724,0.00017600000137463212,0.0001539999939268455,0.00015900000289548188,15062,0.0,0.0
2022-08-12 00:00:00+00:00,0.00015900000289548188,0.00017600000137463212,0.0001449999981559813,0.00015199999324977398,14291,0.0,0.0
2022-08-13 00:00:00+00:00,0.00015199999324977398,0.00015700000221841037,0.0001250000059371814,0.00013499999477062374,18314,0.0,0.0
