TIMESTAMP,NFTART_OPEN_PRICE_USD,NFTART_HIGH_PRICE_USD,NFTART_LOW_PRICE_USD,NFTART_CLOSE_PRICE_USD,NFTART_VOLUME_USD,NFTART_DIVIDENDS_USD,NFTART_STOCK_SPLITS_USD
2021-04-19 00:00:00+00:00,,,,0.0,22,0.0,0.0
2021-05-21 00:00:00+00:00,,,,0.0,553905,0.0,0.0
2021-05-22 00:00:00+00:00,,,,0.0,1578387,0.0,0.0
2021-05-23 00:00:00+00:00,,,,0.0,1563828,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,1471754,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,1397325,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,1716509,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,1311779,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,3239150,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,2748336,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,2283179,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,3192557,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,2067950,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,1478457,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,1278962,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,958459,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,934830,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,971802,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,731576,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,673049,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,713922,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,433561,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,339545,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,356028,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,394510,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,202248,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,780769,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,797371,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,618661,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,629616,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,613741,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,504806,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,475659,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,447327,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,577664,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,310440,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,369242,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,377096,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,343072,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,374392,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,364847,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,286533,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,247034,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,294423,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,245816,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,288283,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,401589,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,562521,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,573178,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,351893,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,460044,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,542139,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,650180,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,421006,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,456594,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,417847,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,397033,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,392635,0.0,0.0
